track_name,artist_name,release_date,id_track,popularity,genero
Dándote,"Super Yei, Jone Quest, Juanka, Osquel",2020-04-20,74rZ6Lk2AXhEo1Pg34Taej,41,reggaeton
Perdón (feat. Yandel),"Maluma, Yandel",2020-08-21,4Pe8xNpIPm0Wx8M8QW5Nn7,42,reggaeton
Know You No More,Pinto Picasso,2020-06-25,6XTQOHhSvCDzhRmGweLN90,33,reggaeton
Bye,Juanka,2020-03-13,1zNtVjnGpytoqDeYN0A2uN,38,reggaeton
Ilegal,"Yandel, Omy de Oro",2020-07-31,3vMoVTnkX7hosHDPZxKPfD,31,reggaeton
Adictiva,Juhn,2020-03-26,0Za6jpbIlmUSk28L91lTDb,30,reggaeton
Billetes Azules (with J Balvin),"KEVVO, J Balvin",2020-10-16,7HmnJHfs0BkFzX4x8j0hkl,34,reggaeton
Dispo,"Brytiago, JHAYCO",2020-02-27,4CsCOUmdEG1CD5vgfBq2hv,30,reggaeton
Tus Besos,Juanka,2020-03-13,1sHs87yRloQy0vE9mzpiZB,43,reggaeton
Me Olvidé,Sech,2020-05-21,1mfMlthHXTmgbQd2MtF1tA,35,reggaeton
Te Falle - Remix,"Brytiago, Dalex, Lenny Tavárez",2020-05-01,0WfoXzTTleO9bHtuQIn5EY,37,reggaeton
PAPÁS,Mau y Ricky,2020-08-06,2pI0OyprOJssVYlqx9ZO3t,40,reggaeton
To' Callao,Marvel Boy,2020-04-10,0v9SQNkf9Ni2oMJT8nwVpk,34,reggaeton
A Fuego,FARIANA,2020-07-24,2OBDbcbEoulxcvV7VIJVLu,40,reggaeton
PORFA - Remix,"Feid, J Balvin, Maluma, Nicky Jam, Sech, Justin Quiles",2020-09-11,0O6y19p9Mj6hcwD5cOQaMI,40,reggaeton
A Dónde Van,"Sebastian Yatra, Alvaro Diaz",2020-08-21,6uo9cHjtDSQcfKNaUYHAWZ,37,reggaeton
Trapera,"Jon Z, Juhn El All Star, Jenay",2020-07-10,77FeFgVAJ6lTAFYk9P7lYK,27,reggaeton
Dándote,"Cazzu, Chita, Lara91k",2020-12-17,4qjxEKW5hIOhsZ3O584W63,42,reggaeton
El Tiempo Pasa,"Farruko, Sharo Towers, Andy Clay, Alex A.C",2020-04-03,0yNEQE6MbFGVgah2XFlaQF,40,reggaeton
Poco - Versión Pop,"Reik, Christian Nodal",2020-11-24,4DAWpeE7iV2vJ6dL4SVPCo,42,reggaeton
Normal,"Arcángel, JHAYCO, Darell",2020-10-16,7B7NxUQL8uX7l8WRzmcUFB,31,reggaeton
Esa Nota,"Jay Wheeler, DJ Nelson, Dalex",2020-06-12,6lq4xnerNWXUQkl7Pd9iXW,35,reggaeton
"Good Luck, Babe!",Chappell Roan,2024-04-05,0WbMK4wrZ1wFSty9F7FCgu,89,indie
La Torre Picasso,Arde Bogotá,2024-09-13,2Czaw41IWZLz5JxwLueamL,58,indie
SORT DE TU,Oques Grasses,2024-04-12,054BhpaxELmhu24ECqU8un,58,indie
Too Sweet,Hozier,2024-08-19,19XpFsce28aByvCC4g89tJ,80,indie
Contigo,Travis Birds,2024-09-30,7544xWBdEiTDXNMOslks1N,53,indie
Contradicción,"Love of Lesbian, Rigoberta Bandini",2024-10-11,1lPtRKnoleAVN1mAlGpcZa,53,indie
TOCA,"Oques Grasses, Figa Flawas",2024-04-12,62E6Lo5E3E3y21oQqPwdpD,51,indie
CÓRRER PELS CAMPS,Oques Grasses,2024-04-12,7aCZM1ApvudN9LTlzgiyAu,50,indie
No One Noticed,The Marías,2024-05-31,3siwsiaEoU4Kuuc9WKMUy5,85,indie
JA DORMIRÉ,"La Fúmiga, Figa Flawas",2024-02-23,1TewcrGBlkDAMhehfn0eHh,49,indie
La Orilla,Viva Suecia,2024-04-18,3dFqQse30uPsmAWjw67dql,49,indie
La Vida Cañón,Alcalá Norte,2024-04-17,6ou443eT6aXOCxcX9Jrnee,49,indie
The Line (from the series Arcane League of Legends),"Arcane, Twenty One Pilots",2024-11-23,1QJbDTZAO8rpGOMG4UahFM,75,indie
COM EL DIA I LA NIT,"Oques Grasses, Julieta",2024-04-12,4oITtKgZh6lPRM1JSEb4sX,48,indie
MOLTA TRALLA,Oques Grasses,2024-04-12,3WqsYnIplEVhnsPp9oUnIf,47,indie
Real Man,beabadoobee,2024-08-09,0OpC8hRrbsh24taKOsQBEX,80,indie
KINTSUGI,HUMBE,2024-09-26,1qbql17v0Hazo94o5RUyWQ,66,indie
Alegría De Vivir,Viva Suecia,2024-04-14,0DZKI5SsFVwi4xQSL7UhQO,46,indie
COVARDS,"La Fúmiga, The Tyets",2024-02-23,19herHhe8mbbOMYILYWGnw,45,indie
Reza por Mi,Siloé,2024-09-20,4HVF5hzwZlnxdfyF9maXc6,45,indie
Alas,Shinova,2024-03-01,4qSvLmGMY5fhZoOPQ3AzV8,45,indie
Fantastic (from the series Arcane League of Legends),"Arcane, King Princess",2024-11-23,071uK6V3dKj3BMNNzTEyRu,71,indie
Només viure,Ginestà,2024-10-17,1JElpM8NFE6PzsTRkca0ru,45,indie
JUBILAR-ME,Oques Grasses,2024-04-12,5NnVYDzchKktmiDCGZgvtd,44,indie
La hermandad,Love of Lesbian,2024-10-11,0Zso6LrlkwBbd5Lm7PLLsS,45,indie
Too Sweet,Hozier,2024-03-22,3HMY0r2BAdpasXMY8rseR0,74,indie
PINGPONG,Oques Grasses,2024-04-12,51dp4qTtM4DuAKcmkU8dxi,44,indie
Si Muriera Mañana,Rigoberta Bandini,2024-09-27,2k9vyqxVXnazhLPt6XvlV4,44,indie
Wasteland (from the series Arcane League of Legends),"Arcane, Royal & the Serpent",2024-11-23,5r9OlaHzqlOKkFAv0q5Gm3,69,indie
La Calle Elfo,Alcalá Norte,2024-04-17,4f2B5SZWn5olTURp1kFujm,44,indie
La Champions y el Mundial (feat. Leiva),"Love of Lesbian, Leiva",2024-10-11,192fvtOqfBfJCjFofWbDEW,45,indie
Lady Killers II,G-Eazy,2024-03-17,068AyhyvE67qMRsMXLqAnd,75,indie
Días de Mierda,Sexy Zebras,2024-06-28,2Stwhp9r7OnAQeNOx5Hfej,43,indie
Berlín,Shinova,2024-03-01,0vzGBon9LG9CoXkOWlFdx0,43,indie
¿Qué vas a saber?,"Love of Lesbian, Amaral",2024-10-11,6EHSl5khd8W1bfmj6oubgu,43,indie
Se Te Hizo Tarde,"Joanna Crass, Lu Decker",2024-03-22,6kOgHbgg7Vyd6ElA7kLnT9,45,indie
"She’s Gone, Dance On",Disclosure,2024-05-29,29I9dv9Nq704w0Oc5yFGsR,69,indie
GOSSEJAR,"Oques Grasses, Al·lèrgiques al pol·len",2024-04-12,68lFXYmWH2q3rz2qluwVI5,41,indie
Juna,Clairo,2024-07-12,2mWfVxEo4xZYDaz0v7hYrN,76,indie
Lejos de Ti,The Marías,2024-05-31,0phzfJn8NeT1LkbqfV2peI,71,indie
FINALS,La Fúmiga,2024-02-23,189C6SgHRUP3GQlp7kezlI,41,indie
La Sangre del Pobre,Alcalá Norte,2024-04-17,5KRSwJxQZxNiYau7NyPUxl,41,indie
Los Chavales,Alcalá Norte,2024-04-17,0hnBLEpln0wSIsbvxeWQoO,41,indie
La Salvación,"Arde Bogotá, Bunbury",2024-04-10,6XY4Zaf0AoE5movPc2FfaZ,44,indie
Routines In The Night,Twenty One Pilots,2024-05-24,4bDIAWaOBGAAk95nyXI6zJ,69,indie
Contradicción,"Love of Lesbian, Rigoberta Bandini",2024-04-26,2vCQG5PSjoJnfFnij0TdAc,41,indie
Hellfire (from the series Arcane League of Legends),"Arcane, FEVER 333",2024-11-23,1aFVWIGU2MUJXaRqcxEaBQ,66,indie
Harpy Hare,Yaelokre,2024-01-04,35I2E525yJpUQ5ZJgfxizT,71,indie
ARRANCÁRMELO,WOS,2024-03-21,2GNjjWYymmIS8HEC4Xp2eu,58,indie
Un piset amb tu,"Ginestà, Niña Polaca",2024-02-09,2F2wKfKXKTLihpHgP2Uevw,39,indie
TOT ESTÀ PER FER,"La Fúmiga, Ginestà",2024-02-23,3WM0WJx35Bj0Oou7wPJNVQ,39,indie
Tesis,"Love of Lesbian, Zahara",2024-10-11,2dySjrd3Lat9rIwwiQe6kP,41,indie
Linger - SiriusXM Session,Royel Otis,2024-05-31,2dono2Koz7DEvGwxUsmMLq,73,indie
COM ESTÀ EL PATI,Oques Grasses,2024-04-12,7GH39crzuxGnYBNS5YmpVm,39,indie
Run Your Mouth,The Marías,2024-05-31,19fKJrO9XdOf6Xla2QHecO,71,indie
"Everywhere, Everything (with Gracie Abrams)","Noah Kahan, Gracie Abrams",2024-02-09,745JbQYxoYIegHzHTUxETp,70,indie
No cambiaría nada,Shinova,2024-03-01,0T3LAtW2XMPTvTapMLIdHZ,39,indie
Let's Go Back,Jungle,2024-09-04,3fvZo45Y28ly1QBo05pujJ,68,indie
Sienna,The Marías,2024-05-31,0InIeZW4P6VO7dUGRM4AKH,75,indie
Octubre del 24,"Joan Dausà, Paula Koops",2024-08-30,5ZpJgKS6rTMoP78WMlsUFg,39,indie
Mañana No Existe,Sexy Zebras,2024-09-20,777fBnjDxkxeQCM9pOkTBd,38,indie
Acantilado,"Veintiuno, Enol",2024-09-13,3fGXwYc0Pq4xXTYfkUJMoc,38,indie
MUTT,Leon Thomas,2024-09-27,2uvE4L5ZsYKpv8hbK4TIOt,76,indie
Figurantes,Vetusta Morla,2024-05-31,0uwUDLoosqJ7KRem4qRPxv,39,indie
Ejército de salvación,Love of Lesbian,2024-10-11,2MPORXNDzuxpNTbjzgA0tT,40,indie
Navigating,Twenty One Pilots,2024-05-24,3gy21TwRSP40aUMwcY7Rtq,66,indie
BAMBI,Oques Grasses,2024-04-12,5rpFMC1gxCXJpV24QzDRCi,38,indie
misses,Dominic Fike,2024-05-03,6WTFHKrnZpwEBLRS10Ylqs,72,indie
For Cryin' Out Loud!,FINNEAS,2024-10-04,4nsd2DbMYqRwkvIQ51r4cp,68,indie
El Entusiasmo,Biznaga,2024-10-04,0P07lgNnpX5JrUUWB07QuK,38,indie
"No Llores, Dr G",Alcalá Norte,2024-04-17,3GuOY8LNiqi8yPAzFC3vJU,38,indie
Abyss - from Kaiju No. 8,YUNGBLUD,2024-01-19,2kLWSmKHhfUBepkIA9oNe5,65,indie
Perdí los Galeones,"Niña Polaca, Sexy Zebras",2024-05-31,2ZNQgbErHYNYUvMKyDAWyS,38,indie
Ahora O Nunca,"La Casa Azul, Soleá Morente",2024-09-24,1ST1Ch8NjO1mtjvGLWKqbb,39,indie
¿Qué vas a saber?,"Love of Lesbian, Amaral",2024-05-31,38V0tYzvhjYghBvlES5oef,38,indie
Starburster,Fontaines D.C.,2024-08-23,09ttHg3ZNVgDlYBZa1ZBw0,67,indie
La hermandad,Love of Lesbian,2024-07-05,67Pr9voSdTnhsOcuS2QUhK,38,indie
NADA,León Benavente,2024-10-04,2VN4AIHsNYoasG1RnnYXly,38,indie
La meva sort,Ginestà,2024-02-09,2VOwxQnBFyAYRsRKtO9zbm,37,indie
QUE TIA!,"La Fúmiga, NAINA",2024-02-23,0rUJLLIJTJap4vOptloi4S,37,indie
Overcompensate,Twenty One Pilots,2024-05-24,1LAlLBTGBUO0MDA8IbSysd,65,indie
420N,"Alcalá Norte, Sunny Wright IV",2024-04-17,0ldgFueJwZj4ub8RlWDAkZ,37,indie
Neverender,"Justice, Tame Impala",2024-04-26,3aQ9MHkMeL7Yu7jpyF62xn,65,indie
Next Semester,Twenty One Pilots,2024-05-24,1BANPzYIhCQkJ1ZFq2Fb0O,65,indie
El Rey De Los Judíos (Un Cosquilleo),Alcalá Norte,2024-04-17,5Wc15pCawmhLuRLDvsfJ8E,37,indie
KOALES,La Fúmiga,2024-02-23,4IrUj03q2ouHvqXVdLEuiX,36,indie
her,JVKE,2024-08-30,6G9YlbU3ByPJQvOFDRdwyM,68,indie
Backslide,Twenty One Pilots,2024-05-24,6fNaHkjAxP6rI2sZhT7QJn,65,indie
Tu nombre es una puerta por cerrar,Parquesvr,2024-10-25,7BQKLMDDLP16FOJofl6SSH,36,indie
Sexy to Someone,Clairo,2024-07-12,3awweDjWIuXNMogMClJnvE,69,indie
LA AVENTURA,León Benavente,2024-10-04,4ZQxcco2J3y6vju5eUXmGi,36,indie
Nothing Matters,The Last Dinner Party,2024-02-02,5crY7axm3GejOxy5PsnnPk,67,indie
Lobos,Shinova,2024-03-01,3gc9J2KpGmlo5tLGhVWc7b,36,indie
I Was Made For Lovin’ You - from The Fall Guy,YUNGBLUD,2024-04-26,55ikcenXPbQdzCnO1sOuYg,66,indie
La gran renuncia,Biznaga,2024-10-04,4LRNHxl4HvjjzAO8B7Sv9u,36,indie
Canción de emergencias,Love of Lesbian,2024-10-11,0lgSBf4QjIIQRhvIGYLVEd,37,indie
Estarás,Veintiuno,2024-05-24,0292Jk8yPkYA0b8PpIagtK,36,indie
Loca,Babi,2024-04-02,3MrWbBl9WB14QDb62hYIe3,44,indie
Supermán,"Alcalá Norte, Sunny Wright IV",2024-04-17,1KDWVU0arjnu8sGrwe4lRB,36,indie
Midwest Indigo,Twenty One Pilots,2024-05-24,7GVQS66ukm48XZVymA3ZUg,64,indie
Calling After Me,Wallows,2024-05-24,6YVajR33kCWLhWpMVD8AGD,69,indie
Bug,Fontaines D.C.,2024-08-23,0MXmiqd7zoXxv6Gqn9ahhQ,67,indie
El futuro sobre plano,Biznaga,2024-10-04,5Tw395NgXE6T0F7SyevHQz,35,indie
Querida amiga pena,"Niña Polaca, David Ruiz",2024-07-04,5KEgll7sUfO88JAzoi4pho,35,indie
Vignette,Twenty One Pilots,2024-05-24,3sEufjE0ITaW5qhtnW3avv,64,indie
EN EL FESTÍN,León Benavente,2024-10-04,21trcArwKj5mB5RDXVu6Tb,35,indie
De tot el món,Ginestà,2024-02-09,2uJHtzFDUljl4zffwSiUu3,35,indie
Cardio y caladas,"Mujeres, LA ÉLITE",2024-06-20,7N32rP2LvQh0IJw9qRmbCe,35,indie
Love Me Not,Ravyn Lenae,2024-05-03,1UNEuG9DYOWiikf00ayr52,71,indie
Murder on the Dance Floor - triple j Like A Version,Royel Otis,2024-01-29,1swz9stsbG1p34SJHJqiww,64,indie
Joderse La Vida,Carolina Durante,2024-06-27,5BiKPJiYsyBN5nc9nyGZpm,36,indie
Hasta el final (feat. Leiva),"Coque Malla, Leiva",2024-09-27,5QMHGB9Ea6nVVar5sh3x8q,35,indie
Movimiento,Shinova,2024-03-01,0Z3TvSXGDJ3qmL1dXe6DaZ,35,indie
Petit bonbon (feat. Rigoberta Bandini),"Bon Entendeur, Rigoberta Bandini",2024-03-29,7G2jvfEMxaP9ry4kWtMB8o,44,indie
La Champions y el Mundial (feat. Leiva),"Love of Lesbian, Leiva",2024-10-10,2Ay18ni59OhcUb66nBjnYj,35,indie
Gloria,Shinova,2024-03-01,2G4uFShdyij1QUlp01Risx,34,indie
La Tormenta,"Varry Brava, Suu",2024-04-25,1lzJAvBNcBolCYHs5GLuDf,34,indie
Puentes,Vetusta Morla,2024-05-31,3UEKxKRPkUzOGVTYlDf15a,35,indie
Take A Bite,beabadoobee,2024-08-09,1GClDyMiSLrpzjzwIfWRIa,70,indie
Los días que vendrán,Shinova,2024-03-01,7o9Hhym052Xi45eCAtOvdp,34,indie
"Madrid, Madrid, Madrid",Sidecars,2024-05-22,72ko9QbSW0PIR8rD0WItAH,34,indie
Look At That Woman,ROLE MODEL,2024-07-19,6Op1AAvS0Jb3Gbom92zadJ,67,indie
Paranoia,The Marías,2024-05-31,4gtIYSYu8u2ItBqrhCaChL,68,indie
MORFEO,WOS,2024-03-21,297Ev6aeDHc8dECDmK7SFH,54,indie
La Tormenta,"Varry Brava, Suu",2024-10-04,5EDAygZAjsiIHIPcVlslBQ,34,indie
Favourite,Fontaines D.C.,2024-08-23,27w0RH5IDt6xU3B2j7QOuy,65,indie
All I Ever Asked,Rachel Chinouriri,2024-05-03,1awQLv1J6LkeEQ5co4OOoQ,65,indie
In The Modern World,Fontaines D.C.,2024-08-23,3kQmcD1XU29nSMrS7kgsWm,62,indie
Beaches,beabadoobee,2024-08-09,1a19jsjG2DvbN1fVJonKUU,70,indie
At The Risk Of Feeling Dumb,Twenty One Pilots,2024-05-24,0ZucyPms79Cydv0RMYV2Oi,61,indie
Oldies Station,Twenty One Pilots,2024-05-24,7dI0mSvbdJTynUnEkWIom1,61,indie
Paladin Strait,Twenty One Pilots,2024-05-24,5HvDKyJlHWg42BdsE4ycSm,61,indie
Love Me Not,Ravyn Lenae,2024-08-09,4WFgvKVfEhb3IUAFGrutTR,68,indie
Hell You Call A Dream,The Warning,2024-06-28,03A89GAR9MPybXei4sZiYh,57,indie
Add Up My Love,Clairo,2024-07-12,6FcDxtnGfsYHOcGkXN2OIG,67,indie
May Ninth,Khruangbin,2024-04-05,5yVGW2o9LXaiiS4I3HUM3k,63,indie
REM,HUMBE,2024-02-23,2rLHjGObK4sfhIatgR6l6h,61,indie
You (feat. Hermanos Gutiérrez),"RY X, Hermanos Gutiérrez",2024-09-13,3r14cTnRNBAXpYfRorUFa7,57,indie
Lavish,Twenty One Pilots,2024-05-24,49oxuPnuWOL793zpF6zgLQ,61,indie
Real Life,The Marías,2024-05-31,3HVRZxCp3BWYuYe8L8BMNH,65,indie
Overcompensate,Twenty One Pilots,2024-02-29,0wEGo9LsSrSUz9HOtraWAO,60,indie
Dance You Outta My Head,Cat Janice,2024-01-19,6NMqeF0Ssmi7d3dSUqnOFf,57,indie
Neverender - Rampa Remix,"Justice, Tame Impala, Rampa, Keinemusik",2024-09-26,5EtJ3keh0umOlQ0kHXvNIS,57,indie
Deeply Still In Love,ROLE MODEL,2024-07-19,2jAQzmhwPPcc6jBx4w664w,62,indie
MUTT,Leon Thomas,2024-08-09,1mh9eHVRdNhzryG43PXdW1,70,indie
Lejos De La Ciudad,Daniela Spalla,2024-01-19,6ZPx4OfYVHv7FkPAF2Khbm,56,indie
Here's The Thing,Fontaines D.C.,2024-08-23,4J4pysp2EFNhYibI8tIg0D,60,indie
Life,"Jamie xx, Robyn",2024-06-17,0sJMoIcWlkdSqnADm5Q2am,54,indie
Snap Back,Twenty One Pilots,2024-05-24,5QPGnFslbDUQ7mDteKn3By,59,indie
You Need Me Now? (feat. Sabrina Carpenter),"girl in red, Sabrina Carpenter",2024-04-12,34qaGPDvfWqp3F4iD5nGhf,61,indie
Leaveyourlove,Parcels,2024-10-23,5GGHmGNZYnVSdRERLUSB4w,53,indie
Rule #34,Fish in a Birdcage,2024-04-01,37BZW7WkMBkWyIVs5OMVJt,62,indie
The Craving (Jenna's version),Twenty One Pilots,2024-05-24,4hfqe20vqkuRv1RDsA1LbQ,59,indie
THINGS BEHIND THINGS BEHIND THINGS,Bon Iver,2024-10-18,2kyL1eP0mluFHYlAwKySzj,55,indie
Forever,Noah Kahan,2024-02-09,0FlwhvrncUKrEAhzunmCKm,70,indie
Witchy (feat. Childish Gambino),"KAYTRANADA, Childish Gambino",2024-06-07,1PxKsGzQcmiwDHvA9ig5gv,64,indie
Malbec,"HUMBE, Reik",2024-06-20,3T3PXtfMI5oHdzOViRsJ3g,58,indie
S P E Y S I D E,Bon Iver,2024-10-18,05qoJ1JUl7LJxB6kp24DSP,60,indie
The Feminine Urge,The Last Dinner Party,2024-02-02,1gRK6QnBOpNtEDjYKftzTc,59,indie
Terrapin,Clairo,2024-07-12,32fwe7MW5koort1Ua3YFx6,65,indie
Lately,RÜFÜS DU SOL,2024-10-11,09eWLCCXXypdgrlfLAMy3n,60,indie
Romance,Fontaines D.C.,2024-08-23,4DE8iIHNUYpAmilzPdAGoT,58,indie
Second Nature,Clairo,2024-07-12,7cFwopK7QTOgaEwF9JgipA,63,indie
Break My Love,RÜFÜS DU SOL,2024-10-11,7kWLSsy2KfSFPhbbNysnns,59,indie
Neverender,"Justice, Tame Impala",2024-04-25,0ccoGCaOFCxI6pHixrQpKj,57,indie
Back On 74 - Full Crate Remix,"Jungle, Full Crate",2024-02-23,0eBAg5wJBu2Acv6o72iY4c,58,indie
Alley Rose,Conan Gray,2024-04-05,4h2KgbKNdOSVC3IJnFOFoV,60,indie
If Our Love Is Dead,Royel Otis,2024-10-02,1x1zGuT83cK1gDYZzCSVrk,56,indie
Lotus Eater,FINNEAS,2024-10-04,2E1C3NlPA0AfmiFJE4MTXT,59,indie
Bourgeoisieses,Conan Gray,2024-04-05,056bKm6W5j9QodOftRznUV,59,indie
Cinderella,Remi Wolf,2024-07-12,46clCWv55EyW1ZlOl796It,63,indie
Nomad,Clairo,2024-07-12,4WJPxTsvWIdRZ9vMtqk7fj,62,indie
To Love,Suki Waterhouse,2024-09-13,4pteEcX2rHSJXK8XSOtWP8,60,indie
My Fun,Suki Waterhouse,2024-09-13,3nPifd7hjanGVp02REhtlH,60,indie
Slow Dance,Clairo,2024-07-12,2qmmnbJ9JR3f7vofbyje5r,62,indie
A Tear in Space (Airlock),Glass Animals,2024-07-19,6l6XVeeoTe3ggya4fLY8l8,63,indie
Made For Me,Muni Long,2024-08-30,6m94NnMDxM5KM5Ut5vgfhR,65,indie
Foam,Royel Otis,2024-02-16,4lfuRRTLD4UFkSVVArVVaK,58,indie
Stranger,"Hinds, Grian Chatten",2024-09-06,4Dk9H0ISIzh2sVwfVrUc2S,45,indie
OMG,Suki Waterhouse,2024-09-13,5vYjTN8d0DZ2SosbKSx5Nj,61,indie
breaking news,flowerovlove,2024-07-19,654XTpkoachnc4HT2Fi3Fn,61,indie
Love You Anyway,The Marías,2024-05-31,3vxvz0JoRDvnx2jG9oPljA,63,indie
MALAVITA,Coma_Cose,2024-04-26,49tdZnvKAnJP6Xb3PUucPD,59,indie
Somebody Else - Spotify Singles,ROLE MODEL,2024-09-18,5gMZytf2L5iBLiyBEaSAhh,60,indie
This Is The Life - Paradise Inc. Remix,"Sarah de Warren, Charming Horses, Hanno, Paradise Inc.",2024-05-03,1k8UhmiSVxit4kIPynyQ4l,48,indie
The Craving - single version,Twenty One Pilots,2024-05-22,0S7lkKStHgfgjgwSFOvRNA,57,indie
Voy a Olvidarme de Mí (feat. Bomba Estéreo),"Zoe Gotusso, Bomba Estéreo",2024-10-25,6CjV7qCrV3HvZ6NE0xLySS,50,indie
Baddy On The Floor,"Jamie xx, Honey Dijon",2024-04-15,3CqaTHbiU2nBy3Ar9RnDHN,55,indie
YES IT IS,Leon Thomas,2024-09-27,2iksjpqL3eraxCBKqNHuqd,65,indie
Baddy On The Floor,"Jamie xx, Honey Dijon",2024-09-20,79gWc6dZ1dXH7rC67DTunz,55,indie
Sinner,The Last Dinner Party,2024-02-02,5IXA8J6Xugs507nAzwSa5F,58,indie
Sexy to Someone,Clairo,2024-05-23,2Nq4SFbvYYZa8AF7lD7CWU,60,indie
Love Me Not (feat. Rex Orange County),"Ravyn Lenae, Rex Orange County",2024-10-08,3ld1FzyNgpZwGn4h9cOXrq,63,indie
Nobody's Soldier,Hozier,2024-08-19,0u5F4oIPIGPrNL8A0Creez,54,indie
One Night/All Night,"Justice, Tame Impala",2024-04-26,2Oidi4pAbR9X81PBaV71N8,57,indie
Lonely Dancers,Conan Gray,2024-04-05,2zg5ClMcmqNIBrHATdxftp,56,indie
Waited All Night,"Jamie xx, Romy, Oliver Sim, The xx",2024-09-20,4gBniy3TwR9o2JDBx48TlD,53,indie
Music is Better,RÜFÜS DU SOL,2024-10-11,4NlxBNd38G9nXjCVrbBYre,57,indie
Death Kink,Fontaines D.C.,2024-08-23,02Gry0RACPHWE7266Lfr7X,57,indie
言葉にせずとも,SIX LOUNGE,2024-10-04,4NqQsjG9k9tCChdp51jX8V,56,indie
"Oh, Gemini",ROLE MODEL,2024-07-19,6gKCztJf6T1hpXdWcFk8KB,58,indie
All The Light,Ryan Harris,2024-07-31,49q67fOFH8hDvyOIN3wtap,55,indie
Running In Circles,Dead Poet Society,2024-01-26,4pEU0NT64oiem9lDT7nuJn,54,indie
Love Songs,Clairo,2024-10-09,7wei8Hb9DxoVKUOIIAhDEQ,62,indie
Niente Panico,Ghali,2024-10-11,1GVDt0vn0wJ1QemPfMEWTU,66,indie
Echo,The Marías,2024-05-31,3SH1vOTwgg5Ma1NhHaXvrA,60,indie
Me Da Igual,L'Impératrice,2024-06-07,5zmpSdPtjmPaQUFelVPMaJ,53,indie
Coming Home,beabadoobee,2024-08-09,36FgNo5lmrUUSrDqXJLsrz,63,indie
Spring Into Summer,Lizzy McAlpine,2024-10-04,6oCXDaFZYL7sHnowv6pdXb,67,indie
COME UN TUONO (feat. Guè),"Rose Villain, Guè",2024-03-08,0lXVWzLwDnKB7Ro5p0AJPg,63,indie
Seed of a Seed,Haley Heynderickx,2024-07-30,2dLVXnwdnstcHIRTJMgqsx,53,indie
Automatic Sun,The Warning,2024-06-28,4GxdRrDz8nV2B51wdaQh5k,54,indie
this is what forever feels like (with Nick Jonas),"JVKE, Nick Jonas",2024-09-13,3uTsiaNxy6h6EAd7MsCf9D,58,indie
Pon Pón,Khruangbin,2024-04-05,41c8iFH2Q8n87lkrlaRZ1X,58,indie
can't slow down,almost monday,2024-09-25,15IF4wSCMrAo2Rq0eytARR,57,indie
Soup,Remi Wolf,2024-07-12,1Wi1XpdZzGVIdRTzlTrIEF,62,indie
WHITE NIGHT,"Jake Miller, HOYO-MiX",2024-01-27,49xooPdasAQlKhW6Sf1Rhq,54,indie
Beautiful People (Stay High),The Black Keys,2024-04-05,2meH4dMuvGlooo2tpiPjJp,51,indie
Desire,Fontaines D.C.,2024-08-23,0sM6V5ruZJWKdRGaB7jiXI,56,indie
All You Children,"Jamie xx, The Avalanches",2024-09-20,3cfgisz6DhZmooQk08P4Eu,53,indie
Next Exit,Vacations,2024-01-12,3aI2wWEeNmtYDvsAyJahyi,61,indie
On The Way,Hollow Coves,2024-03-01,69tijN4CptXIifDieXBtXa,52,indie
I Sent My Therapist To Therapy,Alec Benjamin,2024-05-10,6HHsU2AtvpnqmrItTEl0VX,56,indie
Nack Nostalgia,Royel Otis,2024-07-19,5MAKcQ6f6QvqZE21KD2AW5,57,indie
Bones Shake,Hazlett,2024-04-19,2TX0eN7jdjQiGx7NHSax7l,55,indie
Fainted Love,Conan Gray,2024-04-05,52jyBtCB2MJT7U3DDo6Brj,54,indie
Too Much,girl in red,2024-02-09,36FZL9SzRh5BhtG1cUyGWr,49,indie
CABEZAS CROMADAS,"WOS, Dillom",2024-03-21,1FoPf8w0x67jIf52IJEfeQ,47,indie
Life,"Jamie xx, Robyn",2024-09-20,0pMj03SiaZ9bkFlXQWNhtZ,52,indie
NUEVAS COORDENADAS,WOS,2024-03-21,7kysK9zB05cNs2MMzVW8jq,49,indie
Thank You,Clairo,2024-07-12,0mMlo76aVZHpuvoR6fjBSK,60,indie
Writing's On The Wall,ROLE MODEL,2024-07-19,4mDTqEqt0QHQFPNkz8eHjr,58,indie
"New York, Let's Do Nothing",King Hannah,2024-05-31,43TN8zLpTz75TIvWSZ6cr3,48,indie
Six Feet Deep,The Warning,2024-06-28,0PYv39k6J2A85gCidgpn5u,53,indie
Never Need Me,Rachel Chinouriri,2024-05-03,2gWY1fvwvKPQFFoahY4p3v,59,indie
S!CK,The Warning,2024-06-28,1V0zZKhkSJL8GUOERCZmxf,53,indie
Music is Better,RÜFÜS DU SOL,2024-06-21,2OnSedqUAqhCLZhCR4gjMw,54,indie
Angel,NewDad,2024-01-26,1kiw6IXeTauPy3L964yxoZ,55,indie
Snap My Finger (feat. PinkPantheress),"KAYTRANADA, PinkPantheress",2024-06-07,5LyKocU0lhUBlXrFKDxbBO,60,indie
Music On The Radio,Empire Of The Sun,2024-05-17,0FoEQ5MUMwOrnQ4pWyrfrA,50,indie
VIBES DON'T LIE,Leon Thomas,2024-09-27,1WwrfoGe0K33z1tVI6mevJ,61,indie
