,Unnamed: 0,artist,listeners,playcount,bio_content
79,79,blackpink,1501824,263046199,"BLACKPINK  (블랙핑크) are a South Korean girl group formed by YG Entertainment, consisting of JISOO, JENNIE, ROSÉ and LISA. 
The group debuted in August 2016 with their single album SQUARE ONE which featured ""WHISTLE"" and ""BOOMBAYAH"".

Dubbed the ""biggest girl group in the world"", they are considered the most successful Korean girl group internationally and one of the leaders of the Korean Wave. They are stylistically associated with the ""girl crush"" concept in K-pop—exploring themes of self-confidence and female empowerment.

BLACKPINK released their debut single album, SQUARE ONE, on August 8, 2016, consisting of tracks ""BOOMBAYAH"" and ""WHISTLE"". They charted at number one and two, respectively, on the Billboard World Digital Song Sales chart, making BLACKPINK the fastest act to achieve such a feat and the third YG Entertainment artist to hold the top two positions simultaneously, after Psy and Big Bang.

BLACKPINK released their second single album, SQUARE TWO, consisting of tracks ""PLAYING WITH FIRE"" and ""STAY"", on November 1, 2016. ""PLAYING WITH FIRE"" was BLACKPINK's second single to reach number one on the Billboard World Digital Song Sales chart and the first K-pop girl group song to chart on the Billboard Canadian Hot 100. BLACKPINK's commercial success in their first five months earned them several rookie awards at major Korean year-end music award shows, including the Asia Artist Awards, Melon Music Awards, Golden Disc Awards, Seoul Music Awards, and Gaon Chart Music Awards. Additionally, Billboard named them one of the best new K-pop groups of 2016.

On January 17, 2017, BLACKPINK revealed the name of their fan club — ""BLINK"", a portmanteau of ""black"" and ""pink"". On June 22, the group released their first standalone digital single, ""AS IF IT'S YOUR LAST"". It was described as a ""mixed genre of music"" and a change of sound from their previous releases. The song peaked at number three on the Gaon Digital Chart and at number 13 on Billboard's Bubbling Under Hot 100 chart, becoming their first song to enter the Bubbling Under Hot 100.

On June 15, 2018, the group released their first Korean-language EP, SQUARE UP. In South Korea, the EP debuted at number one on Gaon Album Chart and was certified platinum by the Korea Music Content Association (KMCA) for selling 250,000 units. SQUARE UP brought the group their first entry and the highest-charting album by a female Korean group at the time of its release on the Billboard 200, debuting at number 40. The EP also topped the Billboard World Albums chart and led BLACKPINK to becoming the first female Korean group to top the Billboard Emerging Artists chart. The EP's lead single, ""DDU-DU DDU-DU"", peaked at number one on the Gaon Digital Chart while ""Forever Young"" peaked at number two. In the United States, ""DDU-DU DDU-DU"" debuted at number 55 on the Billboard Hot 100 and became the highest-charting song by a Korean girl group in the country, surpassing the record set by ""Nobody"" by Wonder Girls in 2009. It additionally marked the first time a Korean girl group entered the US Streaming Songs chart, entering at number 39. The song was certified gold by the Recording Industry Association of America (RIAA) in August 2019, making Blackpink the first Korean girl group to receive a certification in the country. In the United Kingdom, ""DDU-DU DDU-DU"" debuted at number 78 on the UK Singles Chart and made Blackpink the first ever female Korean group to enter the chart. YouTube's official tally saw the music video for ""DDU-DU DDU-DU"" garner a total of 36.2 million views within 24 hours after its release, making it the most-viewed online video in the first 24 hours by a Korean act and the second most-watched music video of all time in first 24 hours of release at the time.

On October 19, 2018, English singer Dua Lipa released ""Kiss and Make Up"" with Blackpink, a new track on the re-released edition of her self-titled debut album. ""Kiss and Make Up"" became the group's second entry in the UK Singles Chart, peaking at number 36, which became the first time a female Korean group reached the top 40. It also debuted at number 93 on the Billboard Hot 100, marking BLACKPINK's second entry in the chart and making them the only Korean girl group to score multiple entries on the chart. The song was certified silver in the UK by the British Phonographic Industry (BPI), marking the first time a Korean group received a certification in the UK.

BLACKPINK's third extended play, KILL THIS LOVE, was released on April 5, 2019, alongside a single of the same name. In South Korea, the EP debuted at number three on the Gaon Album Chart and was certified 2× platinum by the KMCA for selling 500,000 units in the country, while the lead single peaked at number two on the Gaon Digital Chart and was certified platinum for surpassing 100,000,000 streams in the country.  KILL THIS LOVE also debuted at number 24 on the Billboard 200, while the lead single reached number 41 on the Hot 100, becoming the highest-charting releases by a female Korean group on the two major Billboard charts. The EP also became BLACKPINK's second number-one album on the Billboard World Albums chart. The song's music video broke the record for the most views within 24 hours on YouTube, accumulating 56.7 million views in that time. ""Kill This Love"" ranked at number 66 on Billboard's list of the 100 Best Songs of 2019.

Following the EP's release, BLACKPINK performed at the 2019 Coachella Valley Music and Arts Festival on April 12 and 19, 2019, making them the first female K-pop group to do so. The group's Coachella set was well received by both critics and fans alike, with Gab Ginsberg of Billboard calling the show ""electrifying"" and ""unforgettable"".

On April 22, 2020, it was confirmed the group would be working with Lady Gaga on her sixth studio album, Chromatica. Their collaboration, ""Sour Candy (with BLACKPINK)"", was released as a promotional single on May 28, 2020. On the Billboard Hot 100, the song debuted at number 33, giving BLACKPINK their first top 40 hit and becoming the highest-charting song by a Korean girl group in the US. In Australia, the song debuted at number eight, becoming BLACKPINK's first top-ten hit as well as the highest-charting song by a Korean group in the country.

The single ""How You Like That"" was heavily teased on social media in the lead up to its digital release on June 26. In South Korea, it peaked at number one on the Gaon Digital Chart for three weeks and was certified platinum for surpassing 100,000,000 streams in the country. ""How You Like That"" became BLACKPINK's fifth song to chart on the Billboard Hot 100 and tied ""Sour Candy (with BLACKPINK)"" as the highest-charting song by a Korean girl group in the US with a peak at number 33. Its music video broke five Guinness World Records, including the one for the most-viewed video in the first 24 hours of release, achieving 86.3 million views in that timeframe. The song ranked first in Youtube Music's Global Top 10 Songs of Summer 2020 and won Song of Summer at the 2020 MTV Video Music Awards, making Blackpink the first Korean female act to win at the award show. On July 23, YG Entertainment announced that a second single, ""Ice Cream"" with American singer Selena Gomez, would be released on August 28. ""Ice Cream"" debuted and peaked at number 13 on the Billboard Hot 100, surpassing their own record for the highest-charting song by a female Korean act in the US. Its debut at number 39 in the United Kingdom made BLACKPINK the Korean artist with the most top 40 songs in the country at the time, with five.

BLACKPINK released their first Korean studio album,  THE ALBUM, on October 2, 2020, with ""Lovesick Girls"" as its third and main single. Leading up to the exclusive video premiere of their music video for ""Lovesick Girls"", BLACKPINK appeared on YouTube's new original music show Released as its first featured artist, which included ""unfiltered access"" moments of the group. The Album set a first-week sales record for a Korean girl group, with 590,000 copies sold in just one day after its release. BLACKPINK became the first-ever million-selling K-pop girl group with the album, which debuted at number one on the Gaon Album Chart and sold approximately 1.2 million copies in less than one month after release. It was ranked the fifth best-selling album worldwide on IFPI's 2020 Global Album Sales Chart. The Album peaked at number two on the Billboard 200 and the UK Albums Chart, making BLACKPINK the highest-charting Korean female act on each. The album's release also led BLACKPINK to become the first girl group to top the Billboard Artist 100. To promote the album, Blackpink performed ""Lovesick Girls"" on Good Morning America and Jimmy Kimmel Live! in the United States on October 21. The song peaked at number two on the Gaon Digital Chart and was certified platinum for surpassing 100,000,000 streams in South Korea; in the US, it peaked at number 59 on the Billboard Hot 100. It also debuted at number two on the Billboard Global 200 and number one on the Global Excl. U.S., becoming Blackpink's first chart-topper on the latter.

On December 2, BLACKPINK announced their collaboration with YouTube Music for their first livestream concert. The live event, dubbed ""THE SHOW"", was initially set to take place on December 27, 2020, but was rescheduled to January 31, 2021, due to new COVID-19 pandemic regulations introduced in South Korea. The concert featured the first-ever live performances of several songs from The Album, as well as of ROSÉ's song "" Gone"" from her first solo single album R. More than 280,000 people purchased memberships to access the show, and the concert was livestreamed across 100 countries.

On July 6, 2022, YG Entertainment announced that BLACKPINK was in the final stages of recording for a new album, with plans to record a music video in mid-July and release a new song in August. They also confirmed that the group would embark on their second world tour at the end of the year. On July 12, YG Entertainment revealed that BLACKPINK would hold a virtual in-game concert called BLACKPINK: THE VIRTUAL in PUBG Mobile from July 22 to 30, including performances of the group's hit songs as well as a special track titled ""Ready For Love"" to be previewed during the event for the first time. ""Ready For Love"" was released in full with an animated music video on July 29.

On July 31, it was announced that Blackpink would release a pre-release single titled ""Pink Venom"" on August 19, ahead of their second album in September, followed by an accompanying world tour beginning in October. Upon release, ""Pink Venom"" topped the Billboard Global 200 for two weeks, becoming the first number-one song by a girl group as well as the first Korean song to top the chart for multiple weeks. It peaked at number two on South Korea's Circle Digital Chart and number 22 on the Billboard Hot 100 and became the first song by a Korean group to top the ARIA Singles Chart in Australia. On August 28, BLACKPINK performed ""Pink Venom"" at the 2022 MTV Video Music Awards, making them the first female K-pop group in history to perform at the show, and won the award for Best Metaverse Performance for The Virtual.

On September 16, 2022, BLACKPINK released their second studio album  BORN PINK alongside the single ""Shut Down"", which became their second song to top the Billboard Global 200. ""Shut Down"" peaked at number three on the Circle Digital Chart and number 25 on the Billboard Hot 100. Born Pink debuted at number one on the Circle Album Chart with 2,141,281 copies sold in less than two days of tracking and became the first album by a K-pop girl group to sell over two million copies. In the United States, it debuted at number one on the Billboard 200, the first album by a female Korean act to top the chart and the first album by a female group to do so since Danity Kane's Welcome to the Dollhouse in 2008. In the United Kingdom, Born Pink also became the first album by a K-pop girl group to reach number one on the UK Albums Chart, and marked the first time a girl group simultaneously topped the album charts in the United States and United Kingdom since Destiny's Child's Survivor in 2001. The album was the seventh best-selling album worldwide in pure sales during 2022 according to the IFPI. In December, the group was named 2022 Entertainer of the Year by Time magazine.

Following the album's release, BLACKPINK embarked on the BORN PINK WORLD TOUR, which began in Seoul on October 15, 2022, followed by the tour's North American and European legs through December. The tour contained the first-ever live performances of several songs from Born Pink and the members' solo releases, consisting of the single albums R  (2021) by ROSÉ, LALISA (2021) by LISA, ME  (2023) by JISOO, and the single ""You & Me"" (2023) by JENNIE. On January 28, 2023, the group performed ""Pink Venom"" and ""Shut Down"" with musicians Gautier Capuçon and Daniel Lozakovich at the Le Gala des Pièces Jaunes charity event organized by the First Lady of France, Brigitte Macron, in Paris. The tour continued in 2023 with stadium shows across Asia as well as several concerts in Mexico and Australia.

BLACKPINK became the first Asian act to headline the Coachella Valley Music and Arts Festival on April 15 and 22, 2023. On July 2, they became the first Korean band to headline a major UK festival with British Summer Time Hyde Park in London. BLACKPINK returned for an encore stadium tour starting in July in France and the United States. The encore leg set several historical records, including making them the first Korean girl group to perform in a stadium in Europe, the first girl group to perform at Allegiant Stadium, Oracle Park, and Dodger Stadium, and the third female act in history after Beyoncé and Taylor Swift to sell out back-to-back shows at MetLife Stadium.

They are the most-subscribed act on YouTube, most streamed and followed girl-group of all time on Spotify and has been crowned as the biggest girl-group in the world by the most influent magazines like ""Rolling Stones"", ""Vogue"", ""Elle"", ""Billboard"" and tv programs like ""MTV"". <a href=""https://www.last.fm/music/BLACKPINK"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
80,80,mahmood,213352,8617180,"Alessandro Mahmoud (born 12 September 1992 in Milan), known by the stage name Mahmood, is an Italian singer-songwriter. His mother is Italian while his father is Egyptian. He won the 2019 Sanremo Music Festival on 9 February 2019 with the song ""Soldi"". He had earned a spot at the Sanremo Music Festival by winning the second night of the standalone Sanremo Giovani 2018 competition on 21 December 2018 with the song ""Gioventù bruciata"". He previously competed on the sixth series of the Italian reality television singing competition X Factor. 
As a result of winning Sanremo, Mahmood was offered the chance to represent Italy at the Eurovision Song Contest 2019, which he accepted. As a member of the Big Five Italy and Mahmood automatically qualified for the grand final, where he placed second in a field of 26. Achieving Italy´s best result since their return to the contest in 2011. <a href=""https://www.last.fm/music/Mahmood"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
81,81,jackboys,816446,20747268,"JACKBOYS is a collective and group of American rappers signed to Travis Scott's Cactus Jack Records, which is made up of Travis Scott, Sheck Wes, Don Toliver, Luxury Tax, and Scott's DJ Chase B. Their first album was released on December 27, 2019. It features guest appearances from Rosalía, Lil Baby, Quavo, and Offset from the hip-hop trio Migos, Young Thug, and Pop Smoke. Upon debut, JACKBOYS opened atop the US Billboard 200 on January 11, 2020, becoming the first number-one album of the 2020s. This is Travis Scott's third album to debut at the top of the charts since his third studio album, ASTROWORLD (2018). <a href=""https://www.last.fm/music/JackBoys"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
82,82,justin wellington,89770,546265,"In recent years his name and his music have taken the Pacific by storm. The Papua New Guinean born singer has emerged at the very forefront of the music scene throughout the islands and beyond. His charm and charisma have captured the hearts and minds of scores of adoring fans, and his beloved songs have become household favourites time and time again. Justin's unique style and sound is an irresistible blend of pop, reggae, R&B, dancehall and island music. His music is of course heavily stemmed from his diverse musical influences, but it is also undoubtedly a result of his life experiences in his home nation Papua New Guinea, and also from many years of living, travelling and performing abroad in North America, the South Pacific and South-East Asia.

After the staggering success of Justin's debut album ""Much Love"" (2005), which produced the dance floor favourite ""I Wanna Give You Some Lovin'"" and the Pacific-wide anthem ""Much Love"", his follow-up album ""JW"" (2008) was no less impressive adding to his repertoire the sentimental ballad favourite ""In Love With U"" and the silky smooth, dancehall laced ""Fire"" - both multi-national no.1 smash hits. The expectations were high for Justin to come back strongly and reproduce the magic that he captured on his first two albums, and now after a long wait and much anticipation Justin's latest album, ""Reign of Morobe"", has finally arrived and is already proving to be his finest work to date.

Critics have labelled ""Reign of Morobe"" a ""musical masterpiece"". It features the tracks: ""Runaway"" - a fun and infectious zouk/reggaeton number about a weekend escapade, and a certified number one in several countries; ""Island Girl"" - a work of genius and a radio number one in New Zealand, this song is an incredible reworking of the classic 1950's ballads that many music listeners still cherish so dearly today; ""Your Love"" (feat. Sharzy) is an emotional and heartfelt tribute to Justin's grandmother, his lifelong hero and mentor; and the title track ""Rain of Morobe"" - featuring internationally acclaimed PNG artist O-shen. ""Rain of Morobe"" is a high energy dance track that tells the story of the torrential rains and storms that are commonplace in the Papua New Guinean province of Morobe, the place that both Justin and O-shen call home.

In ""Reign of Morobe"" listeners will witness the ever evolving talent and innovation that they have come to expect and appreciate from JW. It's unveiling is a landmark moment in Justin's successful and ongoing legacy. With hit after hit after hit, this album epitomises the term ""all killer, no filler"", and it is sure to have listeners dancing, reminiscing and rejoicing for years to come. <a href=""https://www.last.fm/music/Justin+Wellington"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
83,83,stromae,1651348,46595422,"Paul Van Haver (pronounced : pɔl vɑn ɦɑvər) (born 12 March 1985, Brussels), better known by his stage name Stromae [stʁɔmaj], is a Belgian musician, producer, singer, rapper and songwriter. Stromae was born to a Rwandan father, Pierre Rutare, and a Belgian mother, Miranda Marie Van Haver. He is originally from Laeken, in Brussels. He established himself in both the hip hop and electronic music genres. Stromae came to wide public attention in 2009 with his song ""Alors on danse"", which became a number one in several European countries. In 2013, his second album Racine carrée was a commercial success, selling 2 million copies in France alone and nearly 600,000 units elsewhere. He has sold over 8.5 million records worldwide. <a href=""https://www.last.fm/music/Stromae"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
84,84,rudimental,1141781,19904077,"
Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues, from hip-hop to house, and state: “You can’t really box us into a category, we’re more about musicality, songwriting and broader influences. We are Sly and the Family Stone, Todd Edwards and Dr. Dre in a cheeseburger!”

The original Rudimental trio go back a long way. Piers and Locksmith grew up on the same road in Hackney, with Kesi living just around the corner in Stoke Newington, where he went to the same school as Labrinth and Professor Green.  Amir joined the collective in mid-2011 after working with them on some remixes.


 <a href=""https://www.last.fm/music/Rudimental"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
85,85,cardi b,1937990,57956593,"Belcalis Marlenis Almánzar (born October 11, 1992), known professionally as Cardi B, is an American rapper and songwriter. Born and raised in New York City, she became an Internet celebrity by achieving popularity on Vine and Instagram. From 2015 to 2017, she appeared as a regular cast member on the VH1 reality television series Love & Hip Hop: New York, which depicted her pursuit of her music aspirations. She released two mixtapes—Gangsta Bitch Music, Vol. 1 and Vol. 2, before signing with label Atlantic Records in early 2017.

Her debut studio album, Invasion of Privacy (2018), debuted at number one on the Billboard 200, broke several streaming records, was certified triple platinum by the RIAA and named by Billboard the top female rap album of the 2010s. Critically acclaimed, it won the Grammy Award for Best Rap Album, making Cardi B the only woman to win the award as a solo artist, as well as the first female rap artist in 15 years to be nominated for Album of the Year. It spawned two number-one singles on the Billboard Hot 100; ""Bodak Yellow"", which made her the only female rapper to achieve a Diamond-certified song by the RIAA, and the second female rapper to top the chart with a solo output following Lauryn Hill in 1998, and ""I Like It"", which made her the first female rapper to attain multiple number-one songs on the chart. Her Maroon 5 collaboration ""Girls Like You"" made her the only female rapper to top the Hot 100 three times. ""WAP"", the lead single of her second album, made her the only female rap artist to achieve Billboard Hot 100 chart-topping singles in two decades (2010s and 2020s). ""Up"", the following single, made her the only female rapper to achieve multiple Hot 100 number ones with solo songs, and extended her record as the female rapper with the most Hot 100 number-one singles as her fifth leader.

Recognized by Forbes as one of the most influential female rappers of all time, Cardi B is known for her aggressive flow and candid lyrics, which have received widespread media coverage. She is the highest-certified female rapper of all time on the RIAA's Top Artists (Digital Singles) ranking, also appearing among the ten highest-certified female artists. She is the female rapper with the most billion-streamers on Spotify, and became the first artist to top the inaugural Billboard Global 200. Her accolades include a Grammy Award, eight Billboard Music Awards, five Guinness World Records, five American Music Awards, eleven BET Hip Hop Awards and two ASCAP Songwriter of the Year awards. In 2018 Time magazine included her on their annual list of the 100 most influential people in the world, and in 2020, Billboard honored her as Woman of the Year. <a href=""https://www.last.fm/music/Cardi+B"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
86,86,yera,34844,304192,
87,87,strawberry guy,1283618,31272635,"A one-man impressionist, painting majestic soundscapes, Strawberry Guy blends truthful lyrics with lush arrangements to conjure new emotive worlds. Inspired by composers of the Romantic period, or Debussy, Ravel, and other classical artists of the 1800s, his wonderland moves like a Monet painting where arpeggios dance between meadows of dazzling dynamics and dramatic key changes. His innocent uploads of 'Without You' and 'F-Song' comfort 2 million Spotify listeners a month. 'Mrs Magic' has received 30 million streams, landing at #13 in its chart and countless fan-created videos have appeared on YouTube.

Take it slow, be at one with the wilderness and remember, when life gives you lemons, swap them for Strawberries. - Strawberry Guy <a href=""https://www.last.fm/music/Strawberry+Guy"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
88,88,clairo,2296138,225386340,"Clairo is the stage name for singer-songwriter Claire Cottrill, whose song ""Pretty Girl"" went viral in late 2017 on YouTube. At 19 years old, Clairo opened a show for rapper Tyler, the Creator and had her music featured on The Le Sigh, a blog for female and nonbinary rising musicians. 

On May 25, 2018, Claire released the EP ""Diary 001"", featuring 6 tracks, many of which were previously released as singles. The EP featured Clairo's characteristic lo-fi production and bedroom pop aesthetic. Claire described the EP as being a compilation of many of the tracks she made in her first few years of making music. 

On August 2, 2019, Claire released her debut studio album under FADER Label titled ""Immunity"". The album featured production from not only Claire but also Rostam Batmanglij of Vampire Weekend fame, who also contributed to songwriting. Featuring 11 tracks, 3 of which were released as singles, the album explores Claire's personal life, including her struggles with mental illness and sexuality. ""Immunity"" blends Claire's lo-fi, bedroom pop style along with more elements of traditional pop and expands upon it, creating a distinctive sound from much of her earlier work. The LP earned a spot in the top albums of 2019 from many publications, including Billboard, Pitchfork, and The Guardian.

On July 16, 2021, Claire released her second album, “Sling”, with the help of Jack Antonoff. The album was a major stylistic turning point for Claire. She also sang backup vocals in Lorde’s song Solar Power along with Phoebe Bridgers that same year.

Claire has now partnered with Leon Michels for her newest era. Her soul-baring third studio album, “Charm”, came out on July 12, 2024. <a href=""https://www.last.fm/music/Clairo"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
89,89,meduza,871542,14971301,"There are more than one act called Meduza:

1. Meduza are an Italian production trio consisting of Luca de Gregorio, Mattia Vitale and Simone Giani. They are known for their 2019 breakthrough song ""Piece of Your Heart"" which was a collaboration with British production trio Goodboys. Meduza have created a melodic, yet energetic sound, set to be the climactic point in Ibiza's ever thriving tale of upfront musical taste making;

2. Meduza is a punk /rock band from Oslo, Norway. In the beginning they had a strong tie to the Blitz squat. A couple of the members used to play in Hjerterått;

http://www.meduzaband.com/

3. Neoclassical power metal group from Sweden.

http://www.meduza.nu/

4. Meduza is an Italian Frenchcore producer. Her passion for Frenchcore started in 2015 and in 2019 she began her journey as an artist by printing on the famous Undergroundteckno label. <a href=""https://www.last.fm/music/Meduza"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
90,90,melanie martinez,1870451,190092475,"Melanie Adele Martinez (born April 28th, 1995) is an American singer-songwriter, artist, director, actress, dancer, clothing designer, producer and  photographer. 

Born in Astoria, Queens, and raised in Baldwin, New York, she first participated in the MSG Varsity Talent Show during her junior year of high school and subsequently rose to prominence in 2012 after appearing on the American television vocal talent show The Voice. She auditioned singing Britney Spears's Toxic and made it to the Top 6 before being eliminated in the fifth week of live shows. 

Immediately following her departure from the show, she began independent work on original material. She began recording for a (later-scrapped) EP in 2013 with acts such as John Feldmann and Doveman. Eventually becoming tired of that sound and wanting to experiment, she wrote ""Dollhouse"" at a session with Kinetics & One Love in September of that year. This song kickstarted the Cry Baby theme/sound. 

Signing to Atlantic Records soon after, Melanie released her debut EP, Dollhouse (2014). The EP had 2 singles, Dollhouse and Carousel, and included songs that were recorded during sessions for her then-upcoming debut.

Martinez later released her debut studio album, Cry Baby (2015), which debuted at number 6 on the Billboard 200 and was certified platinum by the RIAA. It currently has over 4.1 billion streams on Spotify and all of the album tracks are certified by the RIAA. 

Martinez released her second studio album “K-12” along with an hour-and-a-half-long film with the same name on September 6, 2019, featuring hits such as ""Show & Tell,"" ""Nurse's Office,""  and ""Strawberry Shortcake"". She then released the accompanying After School EP on September 25, 2020. The deluxe album currently has over 1.6 billion streams on Spotify.

In 2020, “Play Date” gained major popularity due to trends on TikTok along with many other songs after it. Due to its success, “Play Date” now currently has 800+ million streams on Spotify, making it their most streamed song to date.

Martinez's third studio album PORTALS was released on March 31, 2023, with the deluxe version being released on April 5th, 2023.

Martinez is currently on her highly anticipated “TRILOGY TOUR”, featuring all of her “Crybaby” trilogy. <a href=""https://www.last.fm/music/Melanie+Martinez"">Read more on Last.fm</a>. User-contributed text is available under the Creative Commons By-SA License; additional terms may apply."
