age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,same_as_monthly_income,date_birth,salary,role_department,number_children,remote_work
54,no,,298.8968253968254,research_&_development,9,2,,1,784,1.0,female,,3,2,research_scientist,3,married,2414.17,6276.83,3,,no,11,3,3,part_time,2,9,6,2,4,,2,3,2414.17,1969,28970,research_scientist_____research_&_development,,no
24,no,travel_rarely,556.2566609977324,,41,2,life_sciences,1,785,,male,,2,2,healthcare_representative,3,single,4492.84,11681.39,1,,no,12,3,2,,0,4,2,2,4,,1,2,4492.84,1999,,,,yes
38,no,travel_frequently,548.9920634920635,,6,4,,1,786,1.0,male,,2,2,manufacturing_director,3,married,4434.17,11528.83,2,y,no,11,3,4,,1,10,1,3,8,,7,7,4434.17,1985,,,,no
42,no,,558.1746031746031,,18,4,,1,787,4.0,male,69.77182539682539,3,2,research_scientist,1,,,11721.67,6,,,17,3,3,full_time,1,9,3,2,4,,1,2,,1981,54100,,,yes
41,no,,287.031746031746,,1,3,life_sciences,1,788,4.0,male,,3,1,research_scientist,4,,,6027.67,3,,no,22,,1,part_time,1,,3,3,5,,1,0,,1982,27820,,,yes
25,no,travel_rarely,556.2566609977324,,8,2,,1,789,1.0,female,,3,2,sales_executive,3,,4492.84,11681.39,0,,yes,22,4,2,part_time,1,6,3,2,5,,0,4,4492.84,1998,53914,,,yes
44,no,,290.03550973654063,,1,3,medical,1,790,2.0,male,,3,1,research_scientist,4,single,,6090.75,6,,yes,12,3,3,part_time,0,6,2,3,4,,1,2,,1979,28111,,,yes
50,yes,,556.2566609977324,,1,4,,1,791,2.0,male,,3,2,sales_executive,3,,4492.84,11681.39,7,,no,12,3,4,part_time,2,12,3,,6,,0,1,4492.84,1973,53914,,,yes
36,no,,556.2566609977324,sales,11,4,marketing,1,792,2.0,female,69.53208262471655,2,2,sales_executive,4,married,4492.84,11681.39,4,,no,13,3,1,part_time,1,8,2,2,6,,0,0,4492.84,1987,53914,sales_executive_____sales,,no
45,no,,500.3968253968254,,20,3,,1,793,4.0,female,,3,2,sales_executive,3,,,10508.33,8,,no,15,3,3,part_time,0,,3,3,5,,0,1,,1978,48500,,,yes
40,no,,206.4523809523809,,2,4,,1,794,3.0,female,,3,1,research_scientist,3,married,1667.5,4335.5,2,y,,14,3,2,,3,20,2,3,5,,0,2,1667.5,1983,,,,yes
35,no,travel_rarely,290.03550973654063,,1,4,,1,795,3.0,female,,1,1,research_scientist,4,married,2342.59,6090.75,1,y,no,12,3,4,part_time,1,4,5,3,4,,1,1,2342.59,1988,28111,,,yes
29,no,travel_rarely,556.2566609977324,,13,2,other,1,796,4.0,male,,2,2,laboratory_technician,2,,4492.84,11681.39,4,,,13,3,1,part_time,1,10,2,3,4,,0,3,4492.84,1994,53914,,,no
34,no,,454.3809523809524,,8,3,,1,797,2.0,male,,4,2,laboratory_technician,3,,3670.0,9542.0,2,y,no,12,3,1,,0,,3,4,4,,1,2,3670.0,1989,,,,yes
27,no,travel_rarely,290.03550973654063,,2,1,,1,798,1.0,male,36.25443871706758,3,1,laboratory_technician,2,married,2342.59,6090.75,9,,no,12,3,4,part_time,1,6,3,3,2,,2,2,2342.59,1996,28111,,,no
31,no,,290.03550973654063,research_&_development,26,1,,1,799,1.0,male,,3,1,research_scientist,3,divorced,,6090.75,1,,,17,3,4,part_time,1,5,1,2,5,,4,3,,1992,28111,research_scientist_____research_&_development,,yes
34,no,travel_rarely,290.03550973654063,,38,2,,1,800,2.0,male,,3,1,laboratory_technician,4,divorced,2342.59,6090.75,0,,,11,3,3,,1,3,2,3,2,,1,2,2342.59,1989,,,,yes
28,yes,travel_rarely,290.03550973654063,research_&_development,24,3,life_sciences,1,801,3.0,male,36.25443871706758,2,1,laboratory_technician,3,single,,6090.75,5,,yes,14,3,2,part_time,0,6,4,3,4,,0,3,,1995,28111,laboratory_technician_____research_&_development,,yes
32,no,travel_rarely,290.03550973654063,,5,2,,1,802,1.0,male,,4,1,research_scientist,2,divorced,2342.59,6090.75,0,y,yes,12,3,4,part_time,2,7,5,2,6,,0,5,2342.59,1991,28111,,,yes
38,no,,406.9206349206349,research_&_development,2,3,life_sciences,1,803,4.0,male,50.86507936507937,3,1,research_scientist,4,single,3286.67,8545.33,5,y,yes,11,3,3,full_time,0,6,3,3,3,,1,2,3286.67,1985,39440,research_scientist_____research_&_development,,yes
24,no,,556.2566609977324,,11,2,,1,804,1.0,female,69.53208262471655,4,2,manufacturing_director,3,,,11681.39,0,,no,18,3,4,part_time,1,5,5,2,4,,1,3,,1999,53914,,,yes
34,yes,,305.3968253968254,,6,1,,1,805,2.0,male,38.17460317460318,3,1,research_scientist,1,single,,6413.33,2,,no,11,3,3,full_time,0,,2,3,4,,1,3,,1989,29600,,,yes
32,yes,travel_frequently,290.03550973654063,research_&_development,16,1,,1,806,2.0,female,,1,1,research_scientist,1,,,6090.75,1,,,22,,2,part_time,0,,5,3,10,,6,7,,1991,28111,research_scientist_____research_&_development,,no
46,no,travel_rarely,1954.8492063492065,,2,4,marketing,1,807,2.0,female,244.3561507936508,3,5,manager,1,single,15789.17,41051.83,3,y,,12,3,4,full_time,0,22,2,2,2,,2,1,15789.17,1977,189470,,,no
44,no,,667.0238095238095,,10,4,other,1,808,4.0,male,83.37797619047619,3,2,healthcare_representative,4,married,,14007.5,2,y,,13,3,4,full_time,0,,5,4,4,,1,3,,1979,64650,,,no
50,yes,travel_rarely,276.8174603174603,,3,2,,1,809,1.0,male,,2,1,sales_representative,3,married,,5813.17,1,,,14,3,3,part_time,0,3,2,3,3,,0,2,,1973,26830,,,yes
35,no,,207.7936507936508,,2,3,marketing,1,810,4.0,female,25.97420634920635,3,1,sales_representative,4,married,1678.33,4363.67,1,y,no,13,3,1,part_time,0,2,3,3,2,,2,2,1678.33,1988,20140,,,yes
28,yes,,355.0238095238095,,5,4,,1,811,3.0,male,,3,1,laboratory_technician,3,single,,7455.5,1,,yes,13,,3,,0,2,3,2,2,,2,2,,1995,34410,,,yes
26,no,,556.2566609977324,,22,3,,1,812,,female,,2,2,sales_executive,4,married,4492.84,11681.39,7,,yes,19,3,3,part_time,1,5,2,2,2,,0,0,4492.84,1997,53914,,,no
35,no,travel_rarely,290.03550973654063,,31,4,,1,813,3.0,female,36.25443871706758,3,1,laboratory_technician,1,,,6090.75,3,,yes,15,,3,part_time,1,4,3,3,2,,2,2,,1988,28111,,,no
35,no,,290.03550973654063,,31,3,medical,1,814,2.0,male,,3,1,research_scientist,1,married,2342.59,6090.75,4,,no,13,3,4,,1,5,2,2,3,,1,2,2342.59,1988,,,,yes
37,no,travel_rarely,1409.7777777777776,,20,4,medical,1,815,1.0,male,,3,3,research_director,3,,11386.67,29605.33,4,,,13,,1,full_time,0,,3,4,5,,0,2,11386.67,1986,136640,,,yes
46,no,travel_rarely,518.0396825396825,,38,2,medical,1,816,,male,,3,2,human_resources,2,divorced,4184.17,10878.83,8,,yes,22,4,4,part_time,1,,2,3,4,,0,2,4184.17,1977,50210,,,yes
34,no,travel_rarely,556.2566609977324,,1,2,medical,1,817,1.0,male,69.53208262471655,3,2,manufacturing_director,2,married,4492.84,11681.39,1,,no,15,3,3,part_time,0,,2,3,5,,1,3,4492.84,1989,53914,,,yes
51,no,travel_rarely,290.03550973654063,,9,4,,1,818,4.0,male,,3,1,laboratory_technician,4,,,6090.75,3,,,23,4,2,part_time,2,10,4,3,4,,0,3,,1972,28111,,,yes
24,no,travel_rarely,556.2566609977324,sales,3,2,other,1,819,1.0,female,,3,2,sales_executive,3,married,4492.84,11681.39,0,,no,21,4,1,part_time,1,4,2,2,3,,0,2,4492.84,1999,53914,sales_executive_____sales,,yes
44,no,,556.2566609977324,,23,3,,1,820,2.0,male,69.53208262471655,3,2,laboratory_technician,2,married,4492.84,11681.39,4,,,12,3,3,part_time,1,,3,4,3,,1,2,4492.84,1979,53914,,,yes
37,yes,travel_rarely,290.03550973654063,,6,4,human_resources,1,821,3.0,male,,3,1,human_resources,1,divorced,2342.59,6090.75,4,,,22,4,4,,0,,3,3,3,,0,2,2342.59,1986,28111,,,yes
59,no,non_travel,1944.2222222222224,,2,4,human_resources,1,822,3.0,female,243.0277777777778,2,5,manager,4,,,40828.67,9,,no,21,4,4,full_time,1,,3,3,3,,2,2,,1964,188440,,,no
25,no,,290.03550973654063,,7,1,,1,823,4.0,male,,2,1,research_scientist,4,married,2342.59,6090.75,1,y,no,11,3,3,part_time,2,,2,,2,,2,1,2342.59,1998,28111,,,yes
43,no,,488.9444444444444,,26,3,medical,1,824,2.0,female,,4,1,research_scientist,3,single,3949.17,10267.83,4,,,12,3,4,,0,,2,3,3,,1,2,3949.17,1980,,,,yes
50,no,travel_frequently,1032.4872861766066,,12,3,,1,825,3.0,female,,3,3,sales_executive,4,single,8339.32,21682.23,4,y,no,11,3,4,part_time,0,16,3,,2,,2,1,8339.32,1973,100072,,,no
31,yes,travel_rarely,556.2566609977324,,20,3,,1,826,2.0,female,,1,2,sales_executive,3,,4492.84,11681.39,3,y,yes,11,3,3,part_time,1,4,2,3,2,,2,2,4492.84,1992,53914,,,yes
36,no,,556.2566609977324,research_&_development,6,2,medical,1,827,2.0,male,,3,2,manufacturing_director,2,divorced,,11681.39,6,,no,20,4,4,part_time,2,7,0,3,3,,0,1,,1987,53914,manufacturing_director_____research_&_development,,no
51,yes,travel_frequently,1098.809523809524,,16,4,,1,828,1.0,male,,1,3,manufacturing_director,4,,,23075.0,2,y,,15,3,4,full_time,0,18,2,3,4,,0,3,,1972,106500,,,no
25,no,,556.2566609977324,sales,28,3,life_sciences,1,829,1.0,male,,2,2,sales_executive,3,,,11681.39,2,,,18,3,4,part_time,0,,3,3,2,,2,2,,1998,53914,sales_executive_____sales,,no
38,no,travel_rarely,445.4047619047618,,3,5,technical_degree,1,830,4.0,female,,3,2,research_scientist,3,,3597.5,9353.5,3,y,yes,20,4,2,,0,19,2,,3,,2,2,3597.5,1985,43170,,,no
30,no,travel_rarely,290.03550973654063,research_&_development,5,3,technical_degree,1,831,4.0,female,,3,1,research_scientist,1,divorced,2342.59,6090.75,5,,no,14,,4,part_time,1,8,3,3,3,,2,2,2342.59,1993,28111,research_scientist_____research_&_development,,yes
22,no,,290.03550973654063,,36,1,medical,1,832,,male,,3,1,research_scientist,4,married,2342.59,6090.75,1,,no,24,4,1,,2,2,6,3,2,,2,2,2342.59,2001,,,,yes
27,no,non_travel,208.82539682539684,research_&_development,9,3,medical,1,833,4.0,male,26.103174603174605,3,1,research_scientist,2,,1686.67,4385.33,6,,,18,3,4,part_time,1,,1,1,2,,2,2,1686.67,1996,20240,research_scientist_____research_&_development,,yes
28,no,,290.03550973654063,research_&_development,21,3,medical,1,834,3.0,male,,3,1,research_scientist,4,married,2342.59,6090.75,1,,no,11,3,3,part_time,1,5,2,1,5,,0,2,2342.59,1995,28111,research_scientist_____research_&_development,,yes
27,no,,315.5079365079365,,17,3,,1,835,3.0,male,,3,1,research_scientist,2,,,6625.67,0,y,,16,3,4,full_time,1,6,3,2,5,,1,1,,1996,30580,,,yes
56,no,travel_rarely,290.03550973654063,,8,3,life_sciences,1,836,3.0,female,36.25443871706758,3,1,research_scientist,1,divorced,2342.59,6090.75,4,,,18,3,3,part_time,1,,3,,2,,2,2,2342.59,1967,28111,,,yes
38,no,travel_rarely,290.03550973654063,,9,2,,1,837,3.0,female,,3,1,laboratory_technician,4,single,,6090.75,1,,,12,,3,part_time,0,,3,,2,,2,1,,1985,28111,,,yes
31,no,travel_rarely,405.3730158730159,,12,1,medical,1,838,3.0,female,,3,1,research_scientist,4,,3274.17,8512.83,8,y,,23,4,3,full_time,1,7,0,3,4,,0,2,3274.17,1992,39290,,,yes
34,no,travel_rarely,290.03550973654063,,27,2,medical,1,839,4.0,female,,3,1,research_scientist,2,,2342.59,6090.75,2,y,no,15,3,4,,0,9,3,3,3,,1,2,2342.59,1989,,,,yes
50,no,,290.03550973654063,research_&_development,1,3,,1,840,3.0,male,,2,1,laboratory_technician,3,,2342.59,6090.75,2,y,,15,3,4,part_time,1,,2,2,3,,0,2,2342.59,1973,28111,laboratory_technician_____research_&_development,,no
53,no,,556.2566609977324,,13,2,,1,841,4.0,female,,4,2,manufacturing_director,1,divorced,4492.84,11681.39,1,y,no,11,3,3,,2,5,3,3,4,2,1,3,4492.84,1970,,,,no
35,no,travel_frequently,456.5476190476191,,24,3,medical,1,842,2.0,female,,3,2,laboratory_technician,2,single,3687.5,9587.5,5,,,11,3,4,part_time,0,,5,3,6,,1,2,3687.5,1988,44250,,,yes
27,no,travel_frequently,556.2566609977324,,1,1,,1,843,3.0,male,,2,2,manufacturing_director,1,married,4492.84,11681.39,5,,,19,3,3,part_time,1,,1,3,2,,2,0,4492.84,1996,53914,,,no
40,no,,556.2566609977324,,38,2,,1,844,3.0,male,69.53208262471655,3,2,laboratory_technician,4,married,4492.84,11681.39,8,,,15,3,3,part_time,1,,2,4,7,,3,7,4492.84,1983,53914,,,yes
22,no,,240.1904761904762,,22,3,life_sciences,1,845,,male,,4,1,research_scientist,2,,1940.0,5044.0,1,,,16,3,1,part_time,1,4,2,2,4,,2,2,1940.0,2001,23280,,,no
40,no,,556.2566609977324,,10,5,life_sciences,1,846,4.0,male,69.53208262471655,2,2,healthcare_representative,4,,4492.84,11681.39,9,y,no,14,3,4,part_time,1,5,5,1,3,,0,2,4492.84,1983,53914,,,yes
46,no,,1032.4872861766066,,1,4,,1,847,4.0,male,,3,3,healthcare_representative,1,,8339.32,21682.23,7,,no,16,3,3,,1,17,3,3,4,,0,3,8339.32,1977,,,,yes
30,yes,,274.13492063492066,,3,3,technical_degree,1,848,4.0,female,,3,1,research_scientist,1,,2214.17,5756.83,5,,yes,11,3,3,,0,8,5,3,5,,0,4,2214.17,1993,,,,yes
29,yes,,290.03550973654063,,1,3,,1,849,3.0,male,,3,1,research_scientist,3,single,2342.59,6090.75,0,,,14,3,4,part_time,0,,1,2,6,,1,5,2342.59,1994,28111,,,no
54,no,,612.8571428571429,,3,3,,1,850,4.0,female,76.60714285714286,3,2,sales_executive,1,married,,12870.0,2,,,14,3,4,full_time,1,16,4,3,6,,0,5,,1969,59400,,,no
33,no,travel_rarely,270.5238095238095,research_&_development,4,4,,1,851,3.0,female,33.81547619047619,2,1,research_scientist,2,married,2185.0,5681.0,6,y,,21,4,4,part_time,0,,3,3,3,,1,1,2185.0,1990,26220,research_scientist_____research_&_development,,yes
52,no,travel_rarely,331.3968253968254,,2,3,,1,852,3.0,female,41.42460317460318,2,1,laboratory_technician,4,single,2676.67,6959.33,7,,,15,3,2,full_time,0,,3,2,2,,2,2,2676.67,1971,32120,,,yes
59,no,travel_rarely,290.03550973654063,human_resources,6,2,medical,1,853,2.0,male,,3,1,human_resources,3,married,2342.59,6090.75,8,y,,17,3,4,part_time,0,,2,2,2,,2,2,2342.59,1964,28111,human_resources_____human_resources,,no
32,yes,,290.03550973654063,,1,3,,1,854,4.0,male,,2,1,laboratory_technician,3,single,2342.59,6090.75,0,,,14,3,4,,0,4,2,1,3,,1,2,2342.59,1991,,,,yes
39,no,,290.03550973654063,,24,4,medical,1,855,,female,36.25443871706758,3,1,laboratory_technician,3,divorced,2342.59,6090.75,7,,no,14,3,3,part_time,3,7,1,3,3,,1,2,2342.59,1984,28111,,,no
32,no,non_travel,556.2566609977324,,26,4,marketing,1,856,3.0,male,69.53208262471655,3,2,sales_executive,4,,4492.84,11681.39,0,,no,18,3,1,part_time,0,4,2,3,3,,2,2,4492.84,1991,53914,,,yes
31,no,,1032.4872861766066,,3,4,medical,1,857,2.0,male,,3,3,research_director,3,divorced,8339.32,21682.23,9,,no,12,3,1,part_time,1,,3,3,2,,2,2,8339.32,1992,100072,,,yes
33,no,travel_rarely,300.3412698412698,,5,4,life_sciences,1,858,3.0,female,,2,1,research_scientist,4,married,2425.83,6307.17,1,,,13,3,3,full_time,1,2,2,2,2,,0,2,2425.83,1990,29110,,,yes
45,no,,556.2566609977324,,23,4,life_sciences,1,859,1.0,male,,4,2,manufacturing_director,3,,4492.84,11681.39,4,,,17,3,4,,1,9,1,3,3,,0,2,4492.84,1978,,,,yes
42,no,,556.2566609977324,research_&_development,17,2,,1,860,4.0,female,69.53208262471655,4,2,research_scientist,1,single,,11681.39,3,,yes,13,3,3,part_time,0,,1,3,3,,0,2,,1981,53914,research_scientist_____research_&_development,,yes
29,no,,715.1031746031746,,19,2,marketing,1,861,4.0,male,89.38789682539682,3,2,sales_executive,4,divorced,,15017.17,2,,no,14,3,4,full_time,1,,2,3,3,,0,2,,1994,69310,,,no
25,no,travel_rarely,556.2566609977324,,1,3,,1,862,1.0,female,,3,2,manufacturing_director,3,married,4492.84,11681.39,0,y,no,12,3,4,,2,5,3,3,4,,1,2,4492.84,1998,53914,,,no
32,no,,224.5079365079365,,2,1,,1,863,4.0,male,,2,2,laboratory_technician,1,,1813.33,4714.67,4,,no,13,3,4,part_time,0,9,5,3,6,,0,4,1813.33,1991,21760,,,no
28,no,travel_rarely,290.03550973654063,,9,3,,1,864,4.0,male,,3,1,research_scientist,4,married,,6090.75,1,,no,23,4,4,,1,,3,,5,,0,4,,1995,28111,,,yes
21,no,travel_rarely,333.25396825396825,,3,2,,1,865,4.0,male,,2,1,research_scientist,3,single,,6998.33,1,y,no,17,3,1,full_time,0,,4,4,3,,1,0,,2002,32300,,,no
37,no,non_travel,1032.4872861766066,,1,4,medical,1,866,1.0,female,129.06091077207583,3,3,research_director,4,divorced,8339.32,21682.23,2,y,yes,18,3,1,part_time,2,,2,3,5,,0,2,8339.32,1986,100072,,,no
38,no,travel_rarely,556.2566609977324,,23,4,life_sciences,1,867,4.0,male,,3,2,healthcare_representative,4,,4492.84,11681.39,9,,,14,3,2,part_time,1,,2,3,2,,1,2,4492.84,1985,53914,,,no
26,yes,travel_rarely,290.03550973654063,,16,4,medical,1,868,1.0,male,,3,1,laboratory_technician,2,divorced,2342.59,6090.75,2,,yes,13,3,4,part_time,1,,2,3,3,,0,2,2342.59,1997,28111,,,no
49,no,,1925.753968253968,,10,4,life_sciences,1,869,3.0,female,240.719246031746,3,5,research_director,1,single,15554.17,40440.83,9,y,yes,11,3,4,full_time,0,,4,3,3,,1,2,15554.17,1974,186650,,,yes
31,no,travel_frequently,287.75396825396825,sales,5,3,,1,870,4.0,female,,3,1,sales_representative,2,divorced,,6042.83,1,,,11,3,3,part_time,1,2,5,2,2,,2,2,,1992,27890,sales_representative_____sales,,yes
37,no,travel_frequently,290.03550973654063,,9,3,medical,1,871,2.0,male,,3,1,research_scientist,4,married,2342.59,6090.75,1,y,,12,3,3,part_time,3,,3,2,4,,1,2,2342.59,1986,28111,,,no
31,no,travel_rarely,290.03550973654063,research_&_development,11,4,,1,872,,male,,3,1,research_scientist,4,married,2342.59,6090.75,0,,,12,3,3,part_time,1,,4,3,5,,0,3,2342.59,1992,28111,research_scientist_____research_&_development,,yes
31,no,travel_rarely,661.3492063492064,,2,3,human_resources,1,873,1.0,male,82.6686507936508,2,2,human_resources,1,,5341.67,13888.33,3,y,no,12,3,4,full_time,0,,1,3,2,,1,0,5341.67,1992,64100,,,no
31,no,,290.03550973654063,research_&_development,2,4,,1,874,3.0,male,36.25443871706758,3,1,research_scientist,4,,2342.59,6090.75,0,y,,18,3,2,part_time,1,3,2,1,2,,2,2,2342.59,1992,28111,research_scientist_____research_&_development,,yes
52,yes,,509.78571428571433,,17,4,medical,1,875,,male,,2,2,research_scientist,2,,4117.5,10705.5,2,,no,15,,1,part_time,0,11,3,2,8,,7,7,4117.5,1971,49410,,,no
28,yes,,290.03550973654063,,2,4,medical,1,876,1.0,male,,1,1,research_scientist,4,married,2342.59,6090.75,5,y,yes,13,3,4,,0,,4,2,3,,2,2,2342.59,1995,,,,yes
47,no,travel_rarely,1973.9841269841268,,5,5,,1,877,4.0,male,246.74801587301585,3,5,research_director,3,married,,41453.67,4,y,,11,3,2,full_time,1,21,2,3,3,,1,1,,1976,191325,,,no
29,no,,410.9444444444444,,9,5,other,1,878,2.0,male,,2,1,laboratory_technician,4,,3319.17,8629.83,0,,no,17,3,3,full_time,0,4,2,,3,,2,2,3319.17,1994,39830,,,yes
37,no,,654.8492063492064,,5,2,medical,1,879,4.0,male,,3,2,manufacturing_director,4,,5289.17,13751.83,7,y,no,16,3,3,,2,8,2,2,6,,0,4,5289.17,1986,,,,yes
23,no,,299.61904761904765,,26,1,,1,880,3.0,male,,3,1,research_scientist,4,,2420.0,6292.0,1,y,,12,3,3,full_time,2,,2,2,4,,0,2,2420.0,2000,29040,,,no
42,no,travel_rarely,278.1587301587302,human_resources,2,1,,1,881,3.0,male,,3,1,human_resources,3,divorced,2246.67,5841.33,0,y,yes,11,3,3,,1,4,5,3,3,,1,0,2246.67,1981,,human_resources_____human_resources,,no
30,no,,556.2566609977324,sales,25,2,,1,882,4.0,female,,3,2,sales_executive,3,,4492.84,11681.39,7,,,12,3,2,,1,4,2,4,2,,2,2,4492.84,1993,,sales_executive_____sales,,no
21,yes,,224.3015873015873,,31,1,,1,883,1.0,female,28.03769841269841,2,1,sales_representative,2,single,,4710.33,1,,,11,3,3,part_time,0,3,3,3,3,,1,2,,2002,21740,,,yes
57,no,travel_rarely,696.9444444444445,,1,4,medical,1,884,4.0,male,,3,2,healthcare_representative,3,,5629.17,14635.83,2,,no,11,3,3,,0,,2,3,3,,1,2,5629.17,1966,,,,yes
21,no,,290.03550973654063,,9,2,,1,885,1.0,male,,3,1,sales_representative,4,single,2342.59,6090.75,1,,,24,4,3,,0,3,3,2,3,2,2,2,2342.59,2002,28111,,,yes
31,no,travel_rarely,274.13492063492066,,9,4,life_sciences,1,886,3.0,male,34.26686507936508,2,1,research_scientist,2,,2214.17,5756.83,0,y,,16,3,4,part_time,0,3,5,3,2,,2,2,2214.17,1992,26570,,,yes
29,no,,290.03550973654063,research_&_development,17,3,,1,887,,male,36.25443871706758,3,1,research_scientist,4,,2342.59,6090.75,9,,no,16,,4,part_time,0,6,4,3,3,,1,2,2342.59,1994,28111,research_scientist_____research_&_development,,no
27,no,travel_rarely,290.03550973654063,,1,2,,1,888,4.0,male,,3,1,laboratory_technician,2,,2342.59,6090.75,1,,no,11,3,2,part_time,1,5,2,3,5,,0,4,2342.59,1996,28111,,,yes
49,no,travel_rarely,1131.309523809524,,7,3,other,1,889,2.0,male,141.41369047619048,2,3,healthcare_representative,3,single,9137.5,23757.5,8,y,no,24,4,3,full_time,0,,2,3,5,,0,0,9137.5,1974,109650,,,yes
36,no,travel_rarely,262.3730158730159,,2,3,,1,890,4.0,female,32.79662698412699,3,1,research_scientist,3,married,,5509.83,4,,no,13,3,2,part_time,1,,3,3,2,,2,2,,1987,25430,,,yes
34,yes,non_travel,547.2380952380953,,19,3,marketing,1,891,1.0,male,68.40476190476191,4,2,sales_executive,4,,4420.0,11492.0,8,,yes,13,3,2,part_time,0,,3,2,5,,0,4,4420.0,1989,53040,,,yes
24,no,,556.2566609977324,,10,4,marketing,1,892,4.0,female,,3,2,sales_executive,3,divorced,4492.84,11681.39,1,,yes,12,3,4,part_time,1,,2,4,5,,0,3,4492.84,1999,53914,,,yes
42,no,,290.03550973654063,,1,4,,1,893,2.0,female,,3,1,laboratory_technician,1,,,6090.75,3,y,no,16,3,2,part_time,1,8,5,3,5,,1,2,,1981,28111,,,yes
54,no,,2002.2063492063487,,5,2,medical,1,894,1.0,male,,3,5,research_director,1,married,16171.67,42046.33,4,y,,11,3,3,full_time,1,24,4,2,4,,1,2,16171.67,1969,194060,,,no
34,no,,674.5555555555557,,4,4,,1,895,3.0,female,84.31944444444446,3,2,sales_executive,3,married,5448.33,14165.67,9,y,no,15,3,1,full_time,1,,3,3,3,,1,2,5448.33,1989,65380,,,yes
43,no,,232.968253968254,,21,3,,1,896,4.0,male,,3,1,laboratory_technician,4,,1881.67,4892.33,7,y,,20,4,1,,1,,1,3,3,,1,2,1881.67,1980,,,,yes
43,no,travel_rarely,556.2566609977324,,8,4,other,1,897,3.0,female,,3,2,healthcare_representative,3,,4492.84,11681.39,4,,yes,14,3,4,part_time,0,,3,3,5,,0,2,4492.84,1980,53914,,,yes
31,no,travel_rarely,228.84126984126985,,1,2,,1,898,4.0,male,,2,1,laboratory_technician,1,married,,4805.67,1,y,no,12,3,3,part_time,1,4,3,,4,,3,2,,1992,22180,,,no
25,yes,travel_rarely,290.03550973654063,,3,3,medical,1,899,1.0,male,,3,1,laboratory_technician,1,married,2342.59,6090.75,5,y,no,13,3,3,part_time,1,6,5,,2,,0,2,2342.59,1998,28111,,,yes
45,no,,273.8253968253968,,10,2,life_sciences,1,900,1.0,male,,3,1,research_scientist,4,married,2211.67,5750.33,3,,no,21,,4,part_time,2,8,3,2,2,,0,2,2211.67,1978,26540,,,yes
52,no,travel_rarely,1582.7713464696226,,4,2,life_sciences,1,901,4.0,female,,3,4,manager,4,married,12783.92,33238.2,2,y,no,13,3,4,full_time,0,31,2,1,5,,1,4,12783.92,1971,153407,,,no
34,yes,travel_frequently,290.03550973654063,,6,2,,1,902,4.0,female,,1,1,sales_representative,3,,,6090.75,0,,no,16,3,4,part_time,1,3,3,2,2,,1,0,,1989,28111,,,yes
26,no,travel_rarely,290.03550973654063,,23,3,life_sciences,1,903,1.0,female,,3,1,research_scientist,4,divorced,2342.59,6090.75,1,,no,22,4,2,part_time,2,,3,1,3,,0,2,2342.59,1997,28111,,,yes
29,no,,1231.388888888889,,3,4,,1,904,2.0,male,153.92361111111111,2,3,research_director,3,,9945.83,25859.17,1,,no,18,3,3,full_time,0,,2,3,10,,0,7,9945.83,1994,119350,,,yes
29,yes,,262.6825396825397,,25,5,technical_degree,1,905,3.0,female,,2,1,research_scientist,2,married,,5516.33,5,y,no,16,3,2,part_time,0,6,2,4,2,,1,1,,1994,25460,,,no
46,no,,1842.801587301588,,2,3,life_sciences,1,906,1.0,male,,3,4,research_director,3,married,,38698.83,6,y,no,13,3,3,full_time,0,,2,1,3,,0,1,,1977,178610,,,no
46,no,,1032.4872861766066,,10,3,marketing,1,907,3.0,female,,2,3,sales_executive,4,,8339.32,21682.23,2,y,,19,3,3,,1,15,3,3,3,,1,2,8339.32,1977,,,,no
30,no,travel_rarely,290.03550973654063,sales,7,1,marketing,1,908,4.0,male,,3,1,sales_representative,2,single,,6090.75,0,y,,14,3,1,part_time,0,,3,3,3,,1,2,,1993,28111,sales_representative_____sales,,yes
34,yes,travel_frequently,1032.4872861766066,human_resources,23,3,,1,909,2.0,female,129.06091077207583,3,3,human_resources,1,divorced,,21682.23,9,,yes,15,3,3,part_time,3,,2,3,3,,0,2,,1989,100072,human_resources_____human_resources,,no
42,no,,290.03550973654063,,5,2,other,1,910,2.0,male,36.25443871706758,3,1,laboratory_technician,3,married,2342.59,6090.75,4,,no,17,3,4,part_time,1,,4,,2,,2,0,2342.59,1981,28111,,,yes
22,yes,,401.7619047619048,research_&_development,25,1,technical_degree,1,911,3.0,male,50.220238095238095,2,1,laboratory_technician,3,single,3245.0,8437.0,5,y,no,16,3,3,full_time,0,4,3,3,2,,1,2,3245.0,2001,38940,laboratory_technician_____research_&_development,,yes
29,no,travel_rarely,439.73015873015873,,19,3,technical_degree,1,912,4.0,male,,3,2,manufacturing_director,4,divorced,,9234.33,4,y,no,12,3,2,part_time,2,8,2,4,3,2,1,2,,1994,42620,,,yes
