,Loyalty_Number,Province,City,Postal_Code,Gender,Education,Salary_$,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Date
9912,200012,Ontario,Toronto,M2Z_4K1,Female,College,79359,Single,Star,2161.69,Standard,2016-06
9913,689909,British_Columbia,Dawson_Creek,U5I_4F1,Male,College,79359,Single,Star,2161.69,Standard,2015-10
9914,677141,Quebec,Montreal,H2Y_2W2,Female,College,79359,Single,Star,2162.42,Standard,2014-10
9915,772952,Manitoba,Winnipeg,R2C_0M5,Male,College,79359,Single,Star,2162.42,Standard,2015-06
9916,237729,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Star,2163.87,Standard,2016-03
9917,994285,Alberta,Edmonton,T9G_1W3,Female,College,79359,Single,Star,2163.87,Standard,2013-05
9918,165443,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Single,Star,2167.33,Standard,2017-04
9919,858669,Ontario,Trenton,K8V_4B2,Female,College,79359,Single,Star,2167.33,Standard,2015-09
9920,261787,Alberta,Calgary,T3E_2V9,Male,College,79359,Single,Star,2168.52,Standard,2016-06
9921,962011,Ontario,Toronto,M2M_6J7,Female,College,79359,Single,Star,2168.52,Standard,2015-04
9922,514493,Quebec,Montreal,H2Y_2W2,Male,Master,92439,Married,Star,2174.11,Standard,2018-11
9923,731510,Manitoba,Winnipeg,R2C_0M5,Female,Master,92439,Married,Star,2174.11,Standard,2012-09
9924,128210,Ontario,Toronto,P1J_8T7,Male,College,79359,Single,Star,2175.62,Standard,2012-11
9925,322193,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Single,Star,2175.62,Standard,2016-04
9926,316308,Ontario,Toronto,M2Z_4K1,Male,College,79359,Single,Star,2175.74,Standard,2014-01
9927,755367,British_Columbia,Dawson_Creek,U5I_4F1,Female,College,79359,Single,Star,2175.74,Standard,2015-03
9928,970639,Ontario,Sudbury,M5V_1G5,Female,College,79359,Single,Star,2178.52,Standard,2017-06
9929,688891,Ontario,Toronto,P2T_6G3,Male,Bachelor,61428,Single,Nova,8093.9,2018_Promotion,2018-02
9930,492575,Ontario,Toronto,M8Y_4K8,Female,College,79359,Single,Star,2179.43,Standard,2017-03
9931,879638,Quebec,Tremblant,H5Y_2S9,Female,College,79359,Single,Star,2180.08,Standard,2013-01
9932,204111,Ontario,Kingston,M9K_2P4,Male,College,79359,Single,Star,2188.66,Standard,2017-02
9933,270909,Yukon,Whitehorse,Y2K_6R0,Male,College,79359,Single,Star,2188.66,Standard,2014-05
9934,403893,Ontario,Toronto,M1R_4K3,Male,College,79359,Married,Star,2189.64,Standard,2014-12
9935,530833,Alberta,Banff,T4V_1D4,Male,College,79359,Married,Star,2189.64,Standard,2016-05
9936,286388,Ontario,Toronto,P1L_8X8,Male,College,79359,Single,Star,2191.13,Standard,2013-01
9937,329692,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Single,Star,2191.13,Standard,2012-09
9938,571964,British_Columbia,Vancouver,V6E_3D9,Female,College,79359,Single,Star,2194.67,Standard,2013-05
9939,892273,Ontario,Toronto,P5S_6R4,Female,College,79359,Single,Star,2194.67,Standard,2012-09
9940,127645,British_Columbia,Whistler,V6T_1Y8,Male,College,79359,Single,Star,2195.3,Standard,2016-04
9941,342554,Quebec,Montreal,H2Y_2W2,Male,College,79359,Single,Star,2195.3,Standard,2016-06
9942,459683,New_Brunswick,Fredericton,E3B_2H2,Female,College,79359,Single,Star,2195.91,Standard,2017-09
9943,634727,Quebec,Tremblant,H5Y_2S9,Female,College,79359,Single,Star,2195.91,Standard,2017-05
9944,805377,Ontario,Kingston,M9K_2P4,Male,College,79359,Married,Star,2199.52,Standard,2013-06
9945,211549,Ontario,Toronto,M2M_6J7,Male,College,79359,Single,Star,2199.62,Standard,2013-12
9946,948783,Alberta,Edmonton,T3G_6Y6,Female,College,79359,Single,Star,2199.62,Standard,2015-02
9947,630588,British_Columbia,Vancouver,V1E_4R6,Male,College,79359,Single,Star,2199.74,Standard,2016-01
9948,912420,Ontario,Toronto,P1J_8T7,Male,College,79359,Single,Star,2199.74,Standard,2016-06
9949,439900,Ontario,Toronto,M2Z_4K1,Male,College,79359,Married,Star,2202.34,Standard,2017-03
9950,842047,British_Columbia,Dawson_Creek,U5I_4F1,Female,College,79359,Married,Star,2202.34,Standard,2016-02
9951,295205,Ontario,Toronto,P5S_6R4,Female,College,79359,Single,Star,2203.44,Standard,2017-04
9952,748055,British_Columbia,Vancouver,V6E_3D9,Female,College,79359,Single,Star,2203.44,Standard,2017-07
9953,163639,Ontario,London,M5B_3E4,Male,College,79359,Single,Star,2203.59,Standard,2017-01
9954,800998,British_Columbia,Vancouver,V1E_4R6,Female,College,79359,Divorced,Star,2213.19,Standard,2018-09
9955,867532,Ontario,Toronto,M8Y_4K8,Female,College,79359,Divorced,Star,2213.19,Standard,2017-08
9956,169948,British_Columbia,Dawson_Creek,U5I_4F1,Female,College,79359,Single,Star,2215.91,Standard,2016-02
9957,432592,Ontario,Toronto,P2T_6G3,Male,College,79359,Single,Star,2215.91,Standard,2013-01
9958,697272,Ontario,Toronto,M2Z_4K1,Male,College,79359,Single,Star,2215.91,Standard,2014-05
9959,737676,British_Columbia,Vancouver,V6E_3D9,Female,College,79359,Single,Star,2215.91,Standard,2018-11
9960,127966,British_Columbia,Whistler,V6T_1Y8,Female,College,79359,Divorced,Star,2217.66,Standard,2016-02
9961,623008,Quebec,Montreal,H2T_9K8,Male,College,79359,Divorced,Star,2217.66,Standard,2018-05
9962,267428,Ontario,Trenton,K8V_4B2,Male,College,79359,Married,Star,2220.0,Standard,2017-01
9963,498030,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Married,Star,2220.0,Standard,2013-10
9964,194640,Quebec,Montreal,H2Y_4R4,Male,College,79359,Married,Star,2220.19,Standard,2013-01
9965,678514,Manitoba,Winnipeg,R2C_0M5,Male,College,79359,Married,Star,2220.19,Standard,2012-10
9966,803830,Quebec,Montreal,H4G_3T4,Female,College,79359,Single,Star,2221.36,Standard,2016-03
9967,986086,New_Brunswick,Fredericton,E3B_2H2,Female,College,79359,Single,Star,2221.36,Standard,2016-02
9968,462803,Nova_Scotia,Halifax,B3J_9S2,Male,College,79359,Single,Star,2222.87,Standard,2015-05
9969,614379,Saskatchewan,Regina,S6J_3G0,Male,College,79359,Single,Star,2222.87,Standard,2014-02
9970,303621,Ontario,Toronto,P1W_1K4,Male,College,79359,Single,Star,2224.09,Standard,2014-08
9971,721377,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Single,Star,2224.09,Standard,2014-12
9972,434215,Ontario,Thunder_Bay,K8T_5M5,Male,College,79359,Single,Star,2224.56,Standard,2017-03
9973,536671,Alberta,Edmonton,T3G_6Y6,Male,College,79359,Single,Star,2224.77,Standard,2014-11
9974,970746,Ontario,Toronto,M2M_7K8,Male,College,79359,Single,Star,2224.77,Standard,2014-08
9975,185919,British_Columbia,Victoria,V10_6T5,Female,College,79359,Married,Star,2226.59,Standard,2013-11
9976,128789,Alberta,Edmonton,T9G_1W3,Female,Master,127574,Married,Star,2227.07,Standard,2015-01
9977,181423,British_Columbia,Vancouver,V5R_1W3,Male,Master,127574,Married,Star,2227.07,Standard,2013-08
9978,203577,Ontario,Toronto,P1J_8T7,Female,Master,127574,Married,Star,2227.07,Standard,2015-04
9979,242203,British_Columbia,Vancouver,V5R_1W3,Male,Master,127574,Married,Star,2227.07,Standard,2014-05
9980,247680,Alberta,Edmonton,T9G_1W3,Male,Master,127574,Married,Star,2227.07,Standard,2017-02
9981,270862,Quebec,Montreal,H2T_9K8,Female,Master,127574,Married,Star,2227.07,Standard,2013-08
9982,313185,British_Columbia,Whistler,V6T_1Y8,Female,Master,127574,Married,Star,2227.07,Standard,2015-03
9983,360942,Ontario,Toronto,M2M_7K8,Male,Master,127574,Married,Star,2227.07,Standard,2013-04
9984,567412,Ontario,Toronto,P1L_8X8,Male,Master,127574,Married,Star,2227.07,Standard,2016-04
9985,763806,Ontario,Toronto,M2M_7K8,Male,Master,127574,Married,Star,2227.07,Standard,2018-12
9986,868912,Quebec,Montreal,H2T_9K8,Female,Master,127574,Married,Star,2227.07,Standard,2015-11
9987,930209,British_Columbia,West_Vancouver,V6V_8Z3,Female,Master,127574,Married,Star,2227.07,Standard,2014-05
9988,133732,Ontario,Sudbury,M5V_1G5,Male,College,79359,Single,Star,2228.53,Standard,2013-09
9989,169865,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Married,Star,2229.36,Standard,2013-03
9990,830673,Ontario,Trenton,K8V_4B2,Female,College,79359,Married,Star,2229.36,Standard,2014-03
9991,342569,Ontario,Thunder_Bay,K8T_5M5,Female,College,79359,Single,Star,2230.28,Standard,2016-07
9992,323043,British_Columbia,Vancouver,V6E_3Z3,Female,College,79359,Married,Star,2230.76,Standard,2016-06
9993,400985,Quebec,Hull,J8Y_3Z5,Female,College,79359,Married,Star,2230.76,Standard,2014-03
9994,180484,Saskatchewan,Regina,S6J_3G0,Male,College,79359,Married,Star,2231.79,Standard,2014-01
9995,455941,Nova_Scotia,Halifax,B3J_9S2,Female,College,79359,Married,Star,2231.79,Standard,2012-05
9996,393403,Quebec,Montreal,H2Y_2W2,Female,College,79359,Married,Star,2236.09,Standard,2015-08
9997,790943,Manitoba,Winnipeg,R2C_0M5,Male,College,79359,Married,Star,2236.09,Standard,2018-10
9998,137106,British_Columbia,Vancouver,V1E_4R6,Male,College,79359,Married,Star,2237.35,Standard,2013-08
9999,646277,Ontario,Toronto,P1J_8T7,Male,College,79359,Married,Star,2237.35,Standard,2016-04
10000,796281,British_Columbia,Victoria,V10_6T5,Female,College,79359,Single,Star,2239.65,Standard,2016-09
10001,807297,Quebec,Hull,J8Y_3Z5,Male,College,79359,Single,Star,2239.65,Standard,2016-04
10002,150767,Nova_Scotia,Halifax,B3J_9S2,Female,College,79359,Single,Star,2241.11,Standard,2018-12
10003,451080,Saskatchewan,Regina,S1J_3C5,Male,College,79359,Single,Star,2241.11,Standard,2018-09
10004,290184,Quebec,Montreal,H4G_3T4,Female,College,79359,Single,Star,2241.46,Standard,2012-12
10005,569236,New_Brunswick,Fredericton,E3B_2H2,Male,College,79359,Single,Star,2241.46,Standard,2013-09
10006,684835,Ontario,Toronto,P1W_1K4,Male,Doctor,73871,Single,Star,2242.09,Standard,2018-07
10007,874336,British_Columbia,Vancouver,V6E_3D9,Male,Doctor,73871,Single,Star,2242.09,Standard,2012-11
10008,611618,Quebec,Montreal,H2T_9K8,Male,College,79359,Single,Star,2242.23,Standard,2014-09
10009,999986,Ontario,Ottawa,K1F_2R2,Female,Bachelor,46594,Married,Nova,8257.01,2018_Promotion,2018-02
10010,755015,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Divorced,Star,2242.24,Standard,2018-07
10011,897673,Ontario,Toronto,P2T_6G3,Male,College,79359,Divorced,Star,2242.24,Standard,2017-09
10012,127725,Ontario,Toronto,P1J_8T7,Male,College,79359,Single,Star,2242.57,Standard,2015-04
10013,705453,British_Columbia,Vancouver,V1E_4R6,Male,College,79359,Single,Star,2242.57,Standard,2014-12
10014,199809,Ontario,Ottawa,K1F_2R2,Female,College,79359,Single,Star,2243.47,Standard,2015-11
10015,491391,Alberta,Edmonton,T9G_1W3,Female,College,79359,Single,Star,2243.47,Standard,2012-07
10016,533470,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Star,2243.47,Standard,2013-01
10017,209729,Ontario,London,M5B_3E4,Female,Master,117771,Single,Star,2248.45,Standard,2016-04
10018,311946,British_Columbia,Victoria,V10_6T5,Female,Master,117771,Single,Star,2248.45,Standard,2018-07
10019,415916,Ontario,Toronto,M2P_4F6,Female,Master,117771,Single,Star,2248.45,Standard,2017-08
10020,523110,British_Columbia,Dawson_Creek,U5I_4F1,Male,Master,117771,Single,Star,2248.45,Standard,2012-05
10021,536848,Quebec,Quebec_City,G1B_3L5,Female,Master,117771,Single,Star,2248.45,Standard,2014-11
10022,604436,Newfoundland,St._John's,A1C_6H9,Male,Master,117771,Single,Star,2248.45,Standard,2018-10
10023,608974,Alberta,Banff,T4V_1D4,Female,Master,117771,Single,Star,2248.45,Standard,2012-10
10024,638253,Quebec,Hull,J8Y_3Z5,Female,Master,117771,Single,Star,2248.45,Standard,2015-11
10025,686471,Ontario,Ottawa,K1G_4Z0,Male,Master,117771,Single,Star,2248.45,Standard,2014-10
10026,849105,Ontario,Ottawa,K1G_4Z0,Male,Bachelor,30767,Married,Nova,8264.75,2018_Promotion,2018-04
10027,504455,Ontario,Ottawa,K1F_2R2,Female,College,79359,Divorced,Star,2249.87,Standard,2018-06
10028,522251,Ontario,Toronto,P1J_8T7,Female,College,79359,Single,Star,2252.42,Standard,2017-03
10029,590098,British_Columbia,Vancouver,V1E_4R6,Male,College,79359,Single,Star,2252.42,Standard,2014-04
10030,341904,Manitoba,Winnipeg,R2C_0M5,Male,College,79359,Single,Star,2254.4,Standard,2018-10
10031,621180,Quebec,Montreal,H2Y_4R4,Male,College,79359,Single,Star,2254.4,Standard,2014-12
10032,700245,New_Brunswick,Fredericton,E3B_2H2,Male,College,79359,Single,Star,2254.93,Standard,2014-11
10033,960195,Quebec,Tremblant,H5Y_2S9,Female,College,79359,Single,Star,2254.93,Standard,2015-02
10034,492165,Ontario,Toronto,P1J_8T7,Female,Bachelor,74560,Single,Star,2255.31,Standard,2014-08
10035,894041,British_Columbia,Vancouver,V1E_4R6,Male,Bachelor,74560,Single,Star,2255.31,Standard,2013-08
10036,384286,Manitoba,Winnipeg,R2C_0M5,Male,College,79359,Single,Star,2258.79,Standard,2017-03
10037,693045,Quebec,Montreal,H2Y_2W2,Female,College,79359,Single,Star,2258.79,Standard,2017-12
10038,240829,British_Columbia,Vancouver,V1E_4R6,Female,College,79359,Married,Star,2263.28,Standard,2014-07
10039,904300,Ontario,Toronto,P1J_8T7,Female,College,79359,Married,Star,2263.28,Standard,2018-06
10040,404720,Ontario,Toronto,P1J_8T7,Female,College,79359,Divorced,Star,2265.32,Standard,2016-05
10041,508080,British_Columbia,Vancouver,V5R_1W3,Female,College,79359,Divorced,Star,2265.32,Standard,2017-07
10042,313544,Ontario,Toronto,P5S_6R4,Male,College,79359,Married,Star,2267.6,Standard,2017-05
10043,557723,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Married,Star,2267.6,Standard,2016-03
10044,133066,British_Columbia,Vancouver,V1E_4R6,Female,College,79359,Single,Star,2269.84,Standard,2016-08
10045,469532,Ontario,Toronto,P1J_8T7,Female,College,79359,Single,Star,2269.84,Standard,2018-08
10046,295578,British_Columbia,Whistler,V6T_1Y8,Male,College,79359,Single,Star,2272.31,Standard,2017-04
10047,581682,Quebec,Montreal,H2T_9K8,Male,College,79359,Single,Star,2272.31,Standard,2013-11
10048,193781,Alberta,Peace_River,T9O_2W2,Female,High_School_or_Below,53005,Single,Star,2272.34,Standard,2014-08
10049,595323,Ontario,Toronto,M2M_7K8,Male,High_School_or_Below,53005,Single,Star,2272.34,Standard,2015-11
10050,417721,Ontario,Ottawa,K1F_2R2,Male,College,79359,Single,Star,2272.45,Standard,2014-11
10051,287224,Ontario,Trenton,K8V_4B2,Male,College,79359,Single,Star,2273.62,Standard,2012-09
10052,516491,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Single,Star,2273.62,Standard,2014-09
10053,287198,Ontario,Trenton,K8V_4B2,Female,College,79359,Single,Star,2274.65,Standard,2013-03
10054,825336,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Single,Star,2274.65,Standard,2015-07
10055,792094,Ontario,Kingston,M9K_2P4,Female,College,79359,Single,Star,2274.67,Standard,2014-04
10056,685683,Alberta,Banff,T4V_1D4,Male,College,79359,Single,Star,2274.78,Standard,2016-06
10057,937030,Ontario,Toronto,M1R_4K3,Male,College,79359,Single,Star,2274.78,Standard,2014-01
10058,449530,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Star,2275.36,Standard,2017-08
10059,597191,Alberta,Edmonton,T9G_1W3,Male,College,79359,Single,Star,2275.36,Standard,2015-12
10060,153760,Quebec,Hull,J8Y_3Z5,Male,College,79359,Single,Star,2275.4,Standard,2016-07
10061,429054,British_Columbia,Vancouver,V6E_3Z3,Male,College,79359,Single,Star,2275.4,Standard,2014-07
10062,284621,British_Columbia,Vancouver,V5R_1W3,Female,College,79359,Single,Star,2276.39,Standard,2016-04
10063,434760,Ontario,Toronto,P1L_8X8,Male,College,79359,Single,Star,2276.39,Standard,2012-06
10064,663897,Nova_Scotia,Halifax,B3J_9S2,Female,High_School_or_Below,67124,Divorced,Star,2279.7,Standard,2018-08
10065,934235,Saskatchewan,Regina,S1J_3C5,Female,High_School_or_Below,67124,Divorced,Star,2279.7,Standard,2016-04
10066,355102,British_Columbia,Vancouver,V6E_3D9,Female,College,79359,Single,Star,2279.75,Standard,2018-01
10067,767767,Ontario,Toronto,P1J_8T7,Male,Bachelor,65798,Married,Nova,8456.46,2018_Promotion,2018-02
10068,309933,British_Columbia,Vancouver,V5R_1W3,Male,College,79359,Married,Star,2280.39,Standard,2016-11
10069,510537,Ontario,Toronto,P1L_8X8,Female,College,79359,Married,Star,2280.39,Standard,2017-06
10070,153656,Alberta,Banff,T4V_1D4,Female,College,79359,Married,Star,2287.6,Standard,2016-12
10071,274141,Ontario,Toronto,M1R_4K3,Female,College,79359,Married,Star,2287.6,Standard,2015-02
10072,192543,Quebec,Tremblant,H5Y_2S9,Male,Bachelor,82415,Married,Star,2287.92,Standard,2015-05
10073,321427,New_Brunswick,Fredericton,E3B_2H2,Male,Bachelor,82415,Married,Star,2287.92,Standard,2018-05
10074,628844,Nova_Scotia,Halifax,B3J_9S2,Male,College,79359,Divorced,Star,2288.76,Standard,2016-07
10075,702800,Saskatchewan,Regina,S6J_3G0,Female,College,79359,Divorced,Star,2288.76,Standard,2012-06
10076,159608,Ontario,Toronto,M2M_7K8,Male,College,79359,Single,Star,2289.62,Standard,2013-02
10077,765518,Alberta,Peace_River,T9O_2W2,Female,College,79359,Single,Star,2289.62,Standard,2015-02
10078,506293,Ontario,Thunder_Bay,K8T_5M5,Male,College,79359,Single,Star,2290.68,Standard,2017-03
10079,824315,Ontario,London,M5B_3E4,Female,College,79359,Single,Star,2292.79,Standard,2015-02
10080,196777,Alberta,Edmonton,T3G_6Y6,Male,College,79359,Divorced,Star,2294.3,Standard,2017-10
10081,257705,Ontario,Toronto,M2M_6J7,Male,College,79359,Divorced,Star,2294.3,Standard,2014-10
10082,262562,Ontario,Toronto,M1R_4K3,Female,College,79359,Married,Star,2294.48,Standard,2012-11
10083,338786,Alberta,Banff,T4V_1D4,Male,College,79359,Married,Star,2294.48,Standard,2013-05
10084,225067,Ontario,Toronto,M2P_4F6,Male,College,79359,Married,Star,2298.38,Standard,2014-03
10085,794784,British_Columbia,Dawson_Creek,U5I_4F1,Female,College,79359,Married,Star,2298.38,Standard,2015-05
10086,270022,Ontario,Trenton,K8V_4B2,Male,College,79359,Single,Star,2300.33,Standard,2012-06
10087,982017,British_Columbia,Vancouver,V6E_3Z3,Female,College,79359,Single,Star,2300.33,Standard,2016-06
10088,493369,Ontario,Ottawa,K1F_2R2,Female,Bachelor,73400,Married,Nova,8507.83,2018_Promotion,2018-04
10089,212544,Nova_Scotia,Halifax,B3J_9S2,Male,Master,120956,Divorced,Star,2300.69,Standard,2017-09
10090,304445,Quebec,Montreal,H2T_2J6,Female,Master,120956,Divorced,Star,2300.69,Standard,2017-06
10091,315869,Ontario,Toronto,P1L_8X8,Female,Master,120956,Divorced,Star,2300.69,Standard,2013-04
10092,373429,British_Columbia,Vancouver,V6E_3Z3,Female,Master,120956,Divorced,Star,2300.69,Standard,2018-12
10093,492401,Quebec,Hull,J8Y_3Z5,Male,Master,120956,Divorced,Star,2300.69,Standard,2014-02
10094,637760,Ontario,Trenton,K8V_4B2,Male,Master,120956,Divorced,Star,2300.69,Standard,2015-05
10095,793180,British_Columbia,Vancouver,V5R_1W3,Female,Master,120956,Divorced,Star,2300.69,Standard,2018-06
10096,843212,British_Columbia,Vancouver,V6E_3Z3,Male,Master,120956,Divorced,Star,2300.69,Standard,2015-11
10097,930089,Ontario,Trenton,K8V_4B2,Female,High_School_or_Below,61503,Married,Nova,8558.04,2018_Promotion,2018-02
10098,206466,Ontario,Toronto,P1J_8T7,Female,Bachelor,101933,Married,Nova,8564.77,2018_Promotion,2018-04
10099,993271,British_Columbia,Victoria,V10_6T5,Male,Master,120956,Divorced,Star,2300.69,Standard,2016-03
10100,401454,Quebec,Montreal,H2T_9K8,Female,College,79359,Single,Star,2302.82,Standard,2012-09
10101,709659,British_Columbia,Whistler,V6T_1Y8,Male,College,79359,Single,Star,2302.82,Standard,2012-05
10102,589466,British_Columbia,Victoria,V10_6T5,Female,College,79359,Married,Star,2305.06,Standard,2015-09
10103,437440,Ontario,Trenton,K8V_4B2,Female,Bachelor,58721,Single,Nova,8717.85,2018_Promotion,2018-03
10104,164657,New_Brunswick,Fredericton,E3B_2H2,Male,College,79359,Married,Star,2305.24,Standard,2016-02
10105,253825,Quebec,Montreal,H4G_3T4,Male,College,79359,Married,Star,2305.24,Standard,2014-12
10106,187758,Ontario,Trenton,K8V_4B2,Male,Bachelor,48278,Married,Nova,8835.16,2018_Promotion,2018-04
10107,593781,British_Columbia,Dawson_Creek,U5I_4F1,Female,College,79359,Single,Star,2308.47,Standard,2012-08
10108,591414,Ontario,Toronto,P1W_1K4,Female,Bachelor,57033,Married,Nova,9035.67,2018_Promotion,2018-03
10109,296690,Alberta,Edmonton,T9G_1W3,Female,High_School_or_Below,61928,Married,Star,2308.65,Standard,2013-06
10110,863349,Ontario,Toronto,M2M_7K8,Male,High_School_or_Below,61928,Married,Star,2308.65,Standard,2013-09
10111,695107,Quebec,Montreal,H3T_8L4,Female,College,79359,Married,Star,2308.69,Standard,2016-10
10112,989067,Manitoba,Winnipeg,R3R_3T4,Female,College,79359,Married,Star,2308.69,Standard,2018-06
10113,325379,British_Columbia,West_Vancouver,V6V_8Z3,Female,Master,110270,Single,Star,2309.6,Standard,2016-09
10114,493972,Quebec,Montreal,H2T_2J6,Female,Master,110270,Single,Star,2309.6,Standard,2013-04
10115,278719,Ontario,Sudbury,M5V_1G5,Male,College,79359,Divorced,Star,2309.88,Standard,2012-10
10116,624216,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Star,2310.88,Standard,2017-02
10117,738320,Alberta,Edmonton,T3G_6Y6,Male,College,79359,Single,Star,2310.88,Standard,2012-11
10118,525476,Quebec,Tremblant,H5Y_2S9,Male,College,79359,Single,Star,2311.12,Standard,2015-12
10119,970706,New_Brunswick,Moncton,E1A_2A7,Female,College,79359,Single,Star,2311.12,Standard,2014-06
10120,313424,Manitoba,Winnipeg,R6Y_4T5,Male,Doctor,229266,Single,Star,2311.21,Standard,2014-06
10121,907324,Quebec,Montreal,H4G_3T4,Male,Doctor,229266,Single,Star,2311.21,Standard,2017-10
10122,735966,British_Columbia,Dawson_Creek,U5I_4F1,Male,High_School_or_Below,70078,Married,Star,2311.38,Standard,2017-09
10123,953612,Ontario,Toronto,M2P_4F6,Female,High_School_or_Below,70078,Married,Star,2311.38,Standard,2018-06
10124,788283,Ontario,Kingston,M9K_2P4,Female,High_School_or_Below,51994,Married,Star,2312.33,Standard,2015-05
10125,773593,Alberta,Calgary,T3E_2V9,Female,College,79359,Single,Star,2315.09,Standard,2016-04
10126,837408,Ontario,Toronto,M2M_6J7,Male,College,79359,Single,Star,2315.09,Standard,2013-09
10127,500026,British_Columbia,Vancouver,V6E_3D9,Male,College,79359,Married,Star,2316.8,Standard,2017-09
10128,771307,Ontario,Toronto,P2T_6G3,Female,College,79359,Married,Star,2316.8,Standard,2013-11
10129,194571,Ontario,Kingston,M9K_2P4,Female,College,79359,Single,Star,2317.28,Standard,2015-07
10130,381234,Alberta,Edmonton,T9G_1W3,Female,College,79359,Single,Star,2319.74,Standard,2015-02
10131,416091,Ontario,Toronto,M2M_7K8,Female,College,79359,Single,Star,2319.74,Standard,2018-05
10132,677218,Quebec,Hull,J8Y_3Z5,Male,Doctor,105902,Married,Star,2319.82,Standard,2012-10
10133,852629,British_Columbia,Vancouver,V6E_3Z3,Male,Doctor,105902,Married,Star,2319.82,Standard,2018-11
10134,523037,Ontario,Toronto,P1J_8T7,Male,Bachelor,103432,Divorced,Nova,9043.68,2018_Promotion,2018-03
10135,914368,Quebec,Montreal,H4G_3T4,Female,College,79359,Married,Star,2320.52,Standard,2012-09
10136,306667,Manitoba,Winnipeg,R2C_0M5,Male,High_School_or_Below,59310,Married,Star,2320.75,Standard,2012-08
10137,332466,Quebec,Montreal,H2Y_4R4,Female,High_School_or_Below,59310,Married,Star,2320.75,Standard,2016-01
10138,903359,British_Columbia,Vancouver,V1E_4R6,Male,College,79359,Single,Star,2321.05,Standard,2016-03
10139,923164,Ontario,Toronto,M8Y_4K8,Female,College,79359,Single,Star,2321.05,Standard,2016-07
10140,527434,Ontario,Toronto,M2P_4F6,Male,College,79359,Single,Star,2321.88,Standard,2013-09
10141,905478,British_Columbia,Dawson_Creek,U5I_4F1,Female,College,79359,Single,Star,2321.88,Standard,2014-02
10142,402034,Ontario,Kingston,M9K_2P4,Male,College,79359,Single,Star,2322.57,Standard,2017-01
10143,215626,Prince_Edward_Island,Charlottetown,C1A_6E8,Female,College,79359,Married,Star,2325.26,Standard,2012-05
10144,762446,British_Columbia,Vancouver,V6E_3Z3,Female,College,79359,Married,Star,2325.26,Standard,2016-02
10145,168160,Ontario,Toronto,P1J_8T7,Female,Bachelor,78592,Married,Nova,9050.76,2018_Promotion,2018-02
10146,368549,Ontario,Toronto,P1J_8T7,Female,College,79359,Married,Star,2326.86,Standard,2013-11
10147,925918,Ontario,Ottawa,K1F_2R2,Female,Bachelor,47225,Married,Star,2329.46,Standard,2018-09
10148,243642,Saskatchewan,Regina,S1J_3C5,Male,Doctor,267238,Single,Star,2331.33,Standard,2013-09
10149,821202,Nova_Scotia,Halifax,B3J_9S2,Female,Doctor,267238,Single,Star,2331.33,Standard,2015-08
10150,743108,Ontario,Ottawa,K1F_2R2,Male,College,79359,Single,Star,2332.1,Standard,2014-10
10151,487777,New_Brunswick,Fredericton,E3B_2H2,Male,Doctor,246643,Divorced,Star,2333.61,Standard,2015-02
10152,896372,Quebec,Tremblant,H5Y_2S9,Female,Doctor,246643,Divorced,Star,2333.61,Standard,2017-07
10153,711874,Manitoba,Winnipeg,R6Y_4T5,Male,Bachelor,48069,Married,Star,2335.88,Standard,2013-09
10154,904114,Quebec,Montreal,H4G_3T4,Female,Bachelor,48069,Married,Star,2335.88,Standard,2017-02
10155,246734,Quebec,Montreal,H2T_2J6,Female,College,79359,Single,Star,2336.18,Standard,2015-10
10156,888316,British_Columbia,Victoria,V10_6T5,Female,College,79359,Single,Star,2336.18,Standard,2016-05
10157,646187,Quebec,Tremblant,H5Y_2S9,Female,Doctor,193346,Married,Star,2336.29,Standard,2018-01
10158,799967,New_Brunswick,Fredericton,E3B_2H2,Male,Doctor,193346,Married,Star,2336.29,Standard,2016-09
10159,407119,Saskatchewan,Regina,S6J_3G0,Female,High_School_or_Below,78942,Married,Star,2337.35,Standard,2016-07
10160,972732,Nova_Scotia,Halifax,B3J_9S2,Male,High_School_or_Below,78942,Married,Star,2337.35,Standard,2014-12
10161,108907,British_Columbia,Victoria,V10_6T5,Male,College,79359,Single,Star,2337.36,Standard,2016-08
10162,202716,Quebec,Montreal,H2T_2J6,Male,College,79359,Single,Star,2337.36,Standard,2013-01
10163,207821,British_Columbia,Vancouver,V6E_3D9,Male,Master,100711,Single,Star,2342.01,Standard,2015-09
10164,828884,Ontario,Toronto,P2T_6G3,Female,Master,100711,Single,Star,2342.01,Standard,2018-12
