CCAA,Tipo de equipamiento,Periodo,Total
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"93,2"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"86,7"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"80,8"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"80,1"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"77,9"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"73,6"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"65,6"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"62,9"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"59,4"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"56,2"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"50,4"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"41,9"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"34,6"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"26,9"
Castilla-La Mancha,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"19,9"
Castilla-La Mancha,Viviendas con teléfono fijo,2024,"48,1"
Castilla-La Mancha,Viviendas con teléfono fijo,2023,"50,7"
Castilla-La Mancha,Viviendas con teléfono fijo,2022,"53,9"
Castilla-La Mancha,Viviendas con teléfono fijo,2021,"58,1"
Castilla-La Mancha,Viviendas con teléfono fijo,2020,61
Castilla-La Mancha,Viviendas con teléfono fijo,2019,"66,7"
Castilla-La Mancha,Viviendas con teléfono fijo,2018,"69,9"
Castilla-La Mancha,Viviendas con teléfono fijo,2017,"72,5"
Castilla-La Mancha,Viviendas con teléfono fijo,2016,"73,1"
Castilla-La Mancha,Viviendas con teléfono fijo,2015,"76,4"
Castilla-La Mancha,Viviendas con teléfono fijo,2014,"73,9"
Castilla-La Mancha,Viviendas con teléfono fijo,2013,"73,7"
Castilla-La Mancha,Viviendas con teléfono fijo,2012,"76,6"
Castilla-La Mancha,Viviendas con teléfono fijo,2011,"75,9"
Castilla-La Mancha,Viviendas con teléfono fijo,2010,"74,3"
Castilla-La Mancha,Viviendas con teléfono fijo,2009,"74,7"
Castilla-La Mancha,Viviendas con teléfono fijo,2008,74
Castilla-La Mancha,Viviendas con teléfono fijo,2007,"74,2"
Castilla-La Mancha,Viviendas con teléfono fijo,2006,"77,4"
Castilla-La Mancha,Viviendas con teléfono móvil,2024,"99,3"
Castilla-La Mancha,Viviendas con teléfono móvil,2023,"99,4"
Castilla-La Mancha,Viviendas con teléfono móvil,2022,"99,6"
Castilla-La Mancha,Viviendas con teléfono móvil,2021,"99,2"
Castilla-La Mancha,Viviendas con teléfono móvil,2020,"99,7"
Castilla-La Mancha,Viviendas con teléfono móvil,2019,"97,2"
Castilla-La Mancha,Viviendas con teléfono móvil,2018,"97,4"
Castilla-La Mancha,Viviendas con teléfono móvil,2017,"96,8"
Castilla-La Mancha,Viviendas con teléfono móvil,2016,"96,3"
Castilla-La Mancha,Viviendas con teléfono móvil,2015,"96,4"
Castilla-La Mancha,Viviendas con teléfono móvil,2014,"94,9"
Castilla-La Mancha,Viviendas con teléfono móvil,2013,"94,9"
Castilla-La Mancha,Viviendas con teléfono móvil,2012,"94,6"
Castilla-La Mancha,Viviendas con teléfono móvil,2011,"94,4"
Castilla-La Mancha,Viviendas con teléfono móvil,2010,"92,4"
Castilla-La Mancha,Viviendas con teléfono móvil,2009,"89,9"
Castilla-La Mancha,Viviendas con teléfono móvil,2008,"87,3"
Castilla-La Mancha,Viviendas con teléfono móvil,2007,84
Castilla-La Mancha,Viviendas con teléfono móvil,2006,"85,5"
Cataluña,Viviendas con algún tipo de ordenador,2024,"86,1"
Cataluña,Viviendas con algún tipo de ordenador,2023,"86,1"
Cataluña,Viviendas con algún tipo de ordenador,2022,"85,6"
Cataluña,Viviendas con algún tipo de ordenador,2021,"87,8"
Cataluña,Viviendas con algún tipo de ordenador,2020,"86,4"
Cataluña,Viviendas con algún tipo de ordenador,2019,"84,9"
Cataluña,Viviendas con algún tipo de ordenador,2018,"82,2"
Cataluña,Viviendas con algún tipo de ordenador,2017,"81,2"
Cataluña,Viviendas con algún tipo de ordenador,2016,"80,9"
Cataluña,Viviendas con algún tipo de ordenador,2015,"79,4"
Cataluña,Viviendas con algún tipo de ordenador,2014,"78,7"
Cataluña,Viviendas con algún tipo de ordenador,2013,"74,7"
Cataluña,Viviendas con algún tipo de ordenador,2012,"75,2"
Cataluña,Viviendas con algún tipo de ordenador,2011,"74,9"
Cataluña,Viviendas con algún tipo de ordenador,2010,"71,6"
Cataluña,Viviendas con algún tipo de ordenador,2009,"71,9"
Cataluña,Viviendas con algún tipo de ordenador,2008,70
Cataluña,Viviendas con algún tipo de ordenador,2007,"64,3"
Cataluña,Viviendas con algún tipo de ordenador,2006,"60,2"
Cataluña,Viviendas que disponen de acceso a Internet,2024,"97,7"
Cataluña,Viviendas que disponen de acceso a Internet,2023,"97,1"
Cataluña,Viviendas que disponen de acceso a Internet,2022,"97,4"
Cataluña,Viviendas que disponen de acceso a Internet,2021,"96,9"
Cataluña,Viviendas que disponen de acceso a Internet,2020,"96,7"
Cataluña,Viviendas que disponen de acceso a Internet,2019,94
Cataluña,Viviendas que disponen de acceso a Internet,2018,"87,7"
Cataluña,Viviendas que disponen de acceso a Internet,2017,"83,7"
Cataluña,Viviendas que disponen de acceso a Internet,2016,"82,9"
Cataluña,Viviendas que disponen de acceso a Internet,2015,"80,7"
Cataluña,Viviendas que disponen de acceso a Internet,2014,"77,6"
Cataluña,Viviendas que disponen de acceso a Internet,2013,"72,1"
Cataluña,Viviendas que disponen de acceso a Internet,2012,"70,3"
Cataluña,Viviendas que disponen de acceso a Internet,2011,"70,1"
Cataluña,Viviendas que disponen de acceso a Internet,2010,"66,9"
Cataluña,Viviendas que disponen de acceso a Internet,2009,"61,8"
Cataluña,Viviendas que disponen de acceso a Internet,2008,"59,2"
Cataluña,Viviendas que disponen de acceso a Internet,2007,"50,3"
Cataluña,Viviendas que disponen de acceso a Internet,2006,"45,6"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,"97,7"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"97,1"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"97,4"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"96,9"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"96,6"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"93,9"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"87,2"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"82,9"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"82,3"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"79,5"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"76,4"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"70,8"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"69,3"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"68,3"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"65,7"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"59,5"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"51,7"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"45,1"
Cataluña,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"35,8"
Cataluña,Viviendas con teléfono fijo,2024,"60,6"
Cataluña,Viviendas con teléfono fijo,2023,"63,6"
Cataluña,Viviendas con teléfono fijo,2022,68
Cataluña,Viviendas con teléfono fijo,2021,"72,8"
Cataluña,Viviendas con teléfono fijo,2020,"77,2"
Cataluña,Viviendas con teléfono fijo,2019,"79,8"
Cataluña,Viviendas con teléfono fijo,2018,"81,8"
Cataluña,Viviendas con teléfono fijo,2017,"84,6"
Cataluña,Viviendas con teléfono fijo,2016,"84,9"
Cataluña,Viviendas con teléfono fijo,2015,"82,8"
Cataluña,Viviendas con teléfono fijo,2014,"82,1"
Cataluña,Viviendas con teléfono fijo,2013,82
Cataluña,Viviendas con teléfono fijo,2012,"82,1"
Cataluña,Viviendas con teléfono fijo,2011,"86,8"
Cataluña,Viviendas con teléfono fijo,2010,"87,3"
Cataluña,Viviendas con teléfono fijo,2009,"86,4"
Cataluña,Viviendas con teléfono fijo,2008,"86,5"
Cataluña,Viviendas con teléfono fijo,2007,"85,3"
Cataluña,Viviendas con teléfono fijo,2006,"85,5"
Cataluña,Viviendas con teléfono móvil,2024,"99,7"
Cataluña,Viviendas con teléfono móvil,2023,"99,4"
Cataluña,Viviendas con teléfono móvil,2022,"99,8"
Cataluña,Viviendas con teléfono móvil,2021,"99,3"
Cataluña,Viviendas con teléfono móvil,2020,"99,6"
Cataluña,Viviendas con teléfono móvil,2019,"98,4"
Cataluña,Viviendas con teléfono móvil,2018,"97,7"
Cataluña,Viviendas con teléfono móvil,2017,"96,9"
Cataluña,Viviendas con teléfono móvil,2016,"96,7"
Cataluña,Viviendas con teléfono móvil,2015,"96,2"
Cataluña,Viviendas con teléfono móvil,2014,"97,1"
Cataluña,Viviendas con teléfono móvil,2013,"96,1"
Cataluña,Viviendas con teléfono móvil,2012,"96,6"
Cataluña,Viviendas con teléfono móvil,2011,"95,8"
Cataluña,Viviendas con teléfono móvil,2010,"94,7"
Cataluña,Viviendas con teléfono móvil,2009,"94,2"
Cataluña,Viviendas con teléfono móvil,2008,"93,8"
Cataluña,Viviendas con teléfono móvil,2007,92
Cataluña,Viviendas con teléfono móvil,2006,"89,4"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2024,"83,8"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2023,"82,6"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2022,"82,8"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2021,84
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2020,"81,1"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2019,80
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2018,"79,9"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2017,"75,3"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2016,"73,9"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2015,"72,4"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2014,"69,6"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2013,"70,3"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2012,"68,1"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2011,"67,3"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2010,"64,2"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2009,"62,6"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2008,"59,4"
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2007,56
Comunidad Valenciana,Viviendas con algún tipo de ordenador,2006,"52,3"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2024,"97,8"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2023,"97,1"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2022,"96,3"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2021,"96,8"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2020,"95,8"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2019,"90,6"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2018,"86,8"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2017,82
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2016,"80,7"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2015,"75,4"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2014,"70,6"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2013,"67,1"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2012,"60,1"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2011,59
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2010,"52,8"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2009,"48,9"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2008,"47,2"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2007,"41,4"
Comunidad Valenciana,Viviendas que disponen de acceso a Internet,2006,"32,7"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,"97,8"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"97,1"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"96,3"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"96,8"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"95,7"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"90,5"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"86,7"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"81,2"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"79,9"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"74,3"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"69,8"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"66,4"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"58,8"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"57,9"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"50,8"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,46
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"41,5"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"35,5"
Comunidad Valenciana,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"23,7"
Comunidad Valenciana,Viviendas con teléfono fijo,2024,"38,2"
Comunidad Valenciana,Viviendas con teléfono fijo,2023,"42,3"
Comunidad Valenciana,Viviendas con teléfono fijo,2022,"48,7"
Comunidad Valenciana,Viviendas con teléfono fijo,2021,"53,5"
Comunidad Valenciana,Viviendas con teléfono fijo,2020,"59,5"
Comunidad Valenciana,Viviendas con teléfono fijo,2019,"64,1"
Comunidad Valenciana,Viviendas con teléfono fijo,2018,"66,3"
Comunidad Valenciana,Viviendas con teléfono fijo,2017,"68,5"
Comunidad Valenciana,Viviendas con teléfono fijo,2016,"68,7"
Comunidad Valenciana,Viviendas con teléfono fijo,2015,"67,7"
Comunidad Valenciana,Viviendas con teléfono fijo,2014,"68,8"
Comunidad Valenciana,Viviendas con teléfono fijo,2013,"66,7"
Comunidad Valenciana,Viviendas con teléfono fijo,2012,"70,7"
Comunidad Valenciana,Viviendas con teléfono fijo,2011,72
Comunidad Valenciana,Viviendas con teléfono fijo,2010,"71,6"
Comunidad Valenciana,Viviendas con teléfono fijo,2009,"71,3"
Comunidad Valenciana,Viviendas con teléfono fijo,2008,"75,2"
Comunidad Valenciana,Viviendas con teléfono fijo,2007,74
Comunidad Valenciana,Viviendas con teléfono fijo,2006,"77,2"
Comunidad Valenciana,Viviendas con teléfono móvil,2024,"99,7"
Comunidad Valenciana,Viviendas con teléfono móvil,2023,"99,8"
Comunidad Valenciana,Viviendas con teléfono móvil,2022,"99,4"
Comunidad Valenciana,Viviendas con teléfono móvil,2021,"99,8"
Comunidad Valenciana,Viviendas con teléfono móvil,2020,"99,9"
Comunidad Valenciana,Viviendas con teléfono móvil,2019,"98,8"
Comunidad Valenciana,Viviendas con teléfono móvil,2018,"98,6"
Comunidad Valenciana,Viviendas con teléfono móvil,2017,98
Comunidad Valenciana,Viviendas con teléfono móvil,2016,"97,3"
Comunidad Valenciana,Viviendas con teléfono móvil,2015,"97,2"
Comunidad Valenciana,Viviendas con teléfono móvil,2014,"96,5"
Comunidad Valenciana,Viviendas con teléfono móvil,2013,97
Comunidad Valenciana,Viviendas con teléfono móvil,2012,96
Comunidad Valenciana,Viviendas con teléfono móvil,2011,"95,3"
Comunidad Valenciana,Viviendas con teléfono móvil,2010,"96,4"
Comunidad Valenciana,Viviendas con teléfono móvil,2009,"93,5"
Comunidad Valenciana,Viviendas con teléfono móvil,2008,"92,6"
Comunidad Valenciana,Viviendas con teléfono móvil,2007,"91,9"
Comunidad Valenciana,Viviendas con teléfono móvil,2006,"87,8"
Extremadura,Viviendas con algún tipo de ordenador,2024,"75,7"
Extremadura,Viviendas con algún tipo de ordenador,2023,"74,8"
Extremadura,Viviendas con algún tipo de ordenador,2022,"76,3"
Extremadura,Viviendas con algún tipo de ordenador,2021,"76,7"
Extremadura,Viviendas con algún tipo de ordenador,2020,"76,4"
Extremadura,Viviendas con algún tipo de ordenador,2019,"74,7"
Extremadura,Viviendas con algún tipo de ordenador,2018,"72,1"
Extremadura,Viviendas con algún tipo de ordenador,2017,"70,4"
Extremadura,Viviendas con algún tipo de ordenador,2016,"69,1"
Extremadura,Viviendas con algún tipo de ordenador,2015,"66,9"
Extremadura,Viviendas con algún tipo de ordenador,2014,"67,9"
Extremadura,Viviendas con algún tipo de ordenador,2013,"66,6"
Extremadura,Viviendas con algún tipo de ordenador,2012,65
Extremadura,Viviendas con algún tipo de ordenador,2011,"61,3"
Extremadura,Viviendas con algún tipo de ordenador,2010,"59,1"
Extremadura,Viviendas con algún tipo de ordenador,2009,"56,9"
Extremadura,Viviendas con algún tipo de ordenador,2008,"51,7"
Extremadura,Viviendas con algún tipo de ordenador,2007,"44,9"
Extremadura,Viviendas con algún tipo de ordenador,2006,44
Extremadura,Viviendas que disponen de acceso a Internet,2024,95
Extremadura,Viviendas que disponen de acceso a Internet,2023,"93,3"
Extremadura,Viviendas que disponen de acceso a Internet,2022,"94,6"
Extremadura,Viviendas que disponen de acceso a Internet,2021,"94,6"
Extremadura,Viviendas que disponen de acceso a Internet,2020,"94,2"
Extremadura,Viviendas que disponen de acceso a Internet,2019,"89,3"
Extremadura,Viviendas que disponen de acceso a Internet,2018,"78,6"
Extremadura,Viviendas que disponen de acceso a Internet,2017,"79,4"
Extremadura,Viviendas que disponen de acceso a Internet,2016,"79,6"
Extremadura,Viviendas que disponen de acceso a Internet,2015,"71,6"
Extremadura,Viviendas que disponen de acceso a Internet,2014,68
Extremadura,Viviendas que disponen de acceso a Internet,2013,63
Extremadura,Viviendas que disponen de acceso a Internet,2012,"58,4"
Extremadura,Viviendas que disponen de acceso a Internet,2011,53
Extremadura,Viviendas que disponen de acceso a Internet,2010,46
Extremadura,Viviendas que disponen de acceso a Internet,2009,"40,4"
Extremadura,Viviendas que disponen de acceso a Internet,2008,"41,7"
Extremadura,Viviendas que disponen de acceso a Internet,2007,"28,9"
Extremadura,Viviendas que disponen de acceso a Internet,2006,23
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,95
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"93,3"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"94,6"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"94,6"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,"94,2"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"89,2"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"78,4"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"78,4"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"78,3"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2015,"70,3"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2014,"62,2"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2013,"60,5"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2012,"56,4"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2011,"50,8"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2010,"44,5"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2009,"38,1"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2008,"34,3"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2007,"22,3"
Extremadura,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2006,"15,6"
Extremadura,Viviendas con teléfono fijo,2024,"42,4"
Extremadura,Viviendas con teléfono fijo,2023,"45,9"
Extremadura,Viviendas con teléfono fijo,2022,50
Extremadura,Viviendas con teléfono fijo,2021,"55,8"
Extremadura,Viviendas con teléfono fijo,2020,"60,4"
Extremadura,Viviendas con teléfono fijo,2019,"64,9"
Extremadura,Viviendas con teléfono fijo,2018,67
Extremadura,Viviendas con teléfono fijo,2017,"66,2"
Extremadura,Viviendas con teléfono fijo,2016,"68,6"
Extremadura,Viviendas con teléfono fijo,2015,"70,8"
Extremadura,Viviendas con teléfono fijo,2014,"70,4"
Extremadura,Viviendas con teléfono fijo,2013,"69,7"
Extremadura,Viviendas con teléfono fijo,2012,"69,9"
Extremadura,Viviendas con teléfono fijo,2011,"68,4"
Extremadura,Viviendas con teléfono fijo,2010,68
Extremadura,Viviendas con teléfono fijo,2009,"67,4"
Extremadura,Viviendas con teléfono fijo,2008,"72,1"
Extremadura,Viviendas con teléfono fijo,2007,72
Extremadura,Viviendas con teléfono fijo,2006,"77,8"
Extremadura,Viviendas con teléfono móvil,2024,"99,5"
Extremadura,Viviendas con teléfono móvil,2023,"99,6"
Extremadura,Viviendas con teléfono móvil,2022,"99,9"
Extremadura,Viviendas con teléfono móvil,2021,"99,2"
Extremadura,Viviendas con teléfono móvil,2020,"99,3"
Extremadura,Viviendas con teléfono móvil,2019,"98,5"
Extremadura,Viviendas con teléfono móvil,2018,"97,4"
Extremadura,Viviendas con teléfono móvil,2017,"97,4"
Extremadura,Viviendas con teléfono móvil,2016,"96,6"
Extremadura,Viviendas con teléfono móvil,2015,"96,3"
Extremadura,Viviendas con teléfono móvil,2014,"94,4"
Extremadura,Viviendas con teléfono móvil,2013,"95,9"
Extremadura,Viviendas con teléfono móvil,2012,"94,8"
Extremadura,Viviendas con teléfono móvil,2011,"91,5"
Extremadura,Viviendas con teléfono móvil,2010,"91,4"
Extremadura,Viviendas con teléfono móvil,2009,"91,2"
Extremadura,Viviendas con teléfono móvil,2008,"90,5"
Extremadura,Viviendas con teléfono móvil,2007,"86,7"
Extremadura,Viviendas con teléfono móvil,2006,83
Galicia,Viviendas con algún tipo de ordenador,2024,"80,4"
Galicia,Viviendas con algún tipo de ordenador,2023,80
Galicia,Viviendas con algún tipo de ordenador,2022,79
Galicia,Viviendas con algún tipo de ordenador,2021,"78,7"
Galicia,Viviendas con algún tipo de ordenador,2020,"72,1"
Galicia,Viviendas con algún tipo de ordenador,2019,"73,3"
Galicia,Viviendas con algún tipo de ordenador,2018,"74,3"
Galicia,Viviendas con algún tipo de ordenador,2017,"74,6"
Galicia,Viviendas con algún tipo de ordenador,2016,"74,3"
Galicia,Viviendas con algún tipo de ordenador,2015,"73,1"
Galicia,Viviendas con algún tipo de ordenador,2014,"72,6"
Galicia,Viviendas con algún tipo de ordenador,2013,"68,4"
Galicia,Viviendas con algún tipo de ordenador,2012,"67,2"
Galicia,Viviendas con algún tipo de ordenador,2011,"64,5"
Galicia,Viviendas con algún tipo de ordenador,2010,"60,7"
Galicia,Viviendas con algún tipo de ordenador,2009,"57,9"
Galicia,Viviendas con algún tipo de ordenador,2008,"52,4"
Galicia,Viviendas con algún tipo de ordenador,2007,"50,8"
Galicia,Viviendas con algún tipo de ordenador,2006,50
Galicia,Viviendas que disponen de acceso a Internet,2024,"95,1"
Galicia,Viviendas que disponen de acceso a Internet,2023,"94,4"
Galicia,Viviendas que disponen de acceso a Internet,2022,"93,4"
Galicia,Viviendas que disponen de acceso a Internet,2021,"93,3"
Galicia,Viviendas que disponen de acceso a Internet,2020,"92,4"
Galicia,Viviendas que disponen de acceso a Internet,2019,"88,8"
Galicia,Viviendas que disponen de acceso a Internet,2018,"82,6"
Galicia,Viviendas que disponen de acceso a Internet,2017,"78,8"
Galicia,Viviendas que disponen de acceso a Internet,2016,"78,7"
Galicia,Viviendas que disponen de acceso a Internet,2015,"75,6"
Galicia,Viviendas que disponen de acceso a Internet,2014,"69,6"
Galicia,Viviendas que disponen de acceso a Internet,2013,"64,6"
Galicia,Viviendas que disponen de acceso a Internet,2012,"62,3"
Galicia,Viviendas que disponen de acceso a Internet,2011,"52,7"
Galicia,Viviendas que disponen de acceso a Internet,2010,"48,3"
Galicia,Viviendas que disponen de acceso a Internet,2009,"41,8"
Galicia,Viviendas que disponen de acceso a Internet,2008,"38,9"
Galicia,Viviendas que disponen de acceso a Internet,2007,32
Galicia,Viviendas que disponen de acceso a Internet,2006,"29,7"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2024,"95,1"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2023,"94,2"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2022,"93,4"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2021,"93,2"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2020,92
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2019,"88,1"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2018,"82,1"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2017,"78,4"
Galicia,"Viviendas con conexión de Banda Ancha (ADSL, Red de cable, etc.)",2016,"78,1"
