employee_turnover,business_travel_frequency,distance_from_home_km,education_level,environmental_satisfaction_level,gender,job_involvement_level,job_level,job_satisfaction_level,marital_status,num_companies_worked,overtime_hours,percent_salary_hike,standard_work_hours,stock_option_level,training_sessions_last_year,years_at_company,years_with_current_manager,birth_year,remote_work,total_years_worked,annual_salary,work_life_balance
yes,unknown,14.0,1,3.0,female,3,3,4,single,0,yes,12,part_time,0,1,8,7,1994,yes,10.0,100071.84,3.0
no,unknown,1.0,3,4.0,female,3,4,4,unknown,6,none,19,full_time,0,3,20,7,1969,no,29.0,173280.0,2.0
no,unknown,1.0,4,2.0,male,4,4,4,divorced,2,no,13,full_time,2,4,7,0,1968,yes,31.0,153407.07,4.0
no,non_travel,9.0,4,3.0,male,3,2,3,unknown,3,no,11,part_time,2,2,8,7,1983,yes,11.0,53914.11,3.0
no,unknown,8.0,2,1.0,male,3,3,4,divorced,1,none,18,full_time,1,5,13,9,1992,yes,13.0,107930.0,3.0
yes,unknown,9.0,3,1.0,male,3,3,4,divorced,4,no,11,none,1,1,7,3,1977,yes,28.0,53914.11,4.0
no,travel_rarely,20.0,3,2.0,male,1,3,1,unknown,2,yes,18,full_time,1,2,7,7,1978,no,10.0,108510.0,3.0
no,travel_rarely,7.0,4,3.0,male,3,3,2,divorced,3,none,14,full_time,2,3,8,7,1974,no,29.0,104660.0,3.0
no,travel_rarely,19.0,3,3.0,male,2,2,3,unknown,1,none,14,part_time,2,3,10,4,1994,yes,10.0,53914.11,3.0
yes,unknown,1.0,4,1.0,male,2,1,1,single,6,no,13,part_time,0,2,9,7,1994,yes,10.0,23620.0,1.0
no,unknown,8.0,1,3.0,female,1,2,1,unknown,3,no,13,part_time,1,3,7,7,1994,yes,9.0,53914.11,3.0
no,travel_rarely,6.0,2,3.0,male,3,4,4,single,1,yes,21,full_time,0,2,21,7,1983,yes,21.0,153407.07,3.0
no,unknown,16.0,4,3.0,female,3,2,3,divorced,8,no,14,full_time,1,2,8,7,1975,yes,18.0,64390.0,3.0
yes,unknown,2.0,5,3.0,female,2,3,4,married,0,none,16,part_time,1,4,33,9,1970,yes,10.0,100071.84,3.0
no,unknown,7.0,3,2.0,female,3,5,4,unknown,0,yes,14,none,1,4,22,10,1979,no,10.0,191324.62,2.0
no,unknown,5.0,5,3.0,female,1,2,1,unknown,1,none,14,full_time,0,3,10,4,1978,no,10.0,57690.0,3.0
no,non_travel,26.0,3,1.0,male,2,2,1,unknown,1,none,15,none,1,2,10,5,1978,no,10.0,53914.11,3.0
no,travel_frequently,10.0,4,3.0,male,4,2,4,unknown,1,none,13,part_time,1,3,9,2,1989,yes,9.0,53914.11,3.0
no,unknown,10.0,5,2.0,male,3,2,1,unknown,2,none,13,none,3,3,7,7,1984,no,10.0,53914.11,3.0
no,unknown,7.0,3,3.0,male,2,1,1,divorced,1,no,11,full_time,2,3,7,7,1996,yes,7.0,40660.0,3.0
no,travel_rarely,2.0,2,4.0,female,2,2,4,divorced,1,none,19,none,2,3,10,9,1978,yes,10.0,53914.11,3.0
no,unknown,1.0,5,1.0,male,3,2,4,married,4,yes,11,none,0,3,10,2,1979,yes,14.0,53914.11,3.0
no,unknown,2.0,1,4.0,male,4,2,3,divorced,1,none,17,part_time,2,6,7,7,1998,no,7.0,52060.0,3.0
no,unknown,1.0,3,3.0,male,3,4,3,single,4,none,14,full_time,0,2,8,0,1974,yes,23.0,153407.07,3.0
yes,travel_frequently,7.0,2,4.0,female,3,1,3,unknown,2,none,11,none,2,3,9,7,1975,no,19.0,53914.11,3.0
no,unknown,7.0,3,4.0,male,3,1,4,unknown,1,no,20,part_time,0,5,7,7,1997,yes,7.0,25700.0,3.0
no,travel_rarely,2.0,3,3.0,female,4,3,4,unknown,1,none,19,part_time,1,2,8,7,1979,yes,10.0,100071.84,3.0
no,unknown,2.0,4,3.0,female,3,2,4,single,3,none,15,part_time,0,2,13,7,1987,yes,17.0,45020.0,2.0
no,unknown,13.0,4,3.0,male,3,2,2,single,6,no,14,part_time,0,3,10,9,1977,yes,19.0,53914.11,3.0
no,unknown,27.0,4,4.0,male,3,2,3,married,2,none,16,part_time,1,3,7,7,1988,yes,17.0,53914.11,3.0
no,travel_frequently,2.0,4,4.0,female,2,1,1,unknown,0,none,16,none,0,2,9,7,1993,no,10.0,49680.0,3.0
no,unknown,15.0,2,3.0,male,2,3,1,unknown,2,no,11,part_time,1,2,7,7,1993,yes,10.0,100071.84,3.0
no,non_travel,2.0,3,4.0,female,3,2,2,unknown,8,no,15,part_time,0,2,11,7,1990,yes,13.0,51470.0,2.0
no,unknown,5.0,4,2.0,male,3,1,2,single,2,no,14,part_time,0,3,7,7,1991,yes,12.0,27180.0,3.0
no,travel_rarely,2.0,3,2.0,male,3,1,4,unknown,0,no,13,none,0,5,9,8,1980,no,10.0,53914.11,3.0
no,travel_rarely,29.0,4,1.0,female,2,2,4,unknown,1,none,14,full_time,2,3,12,7,1992,yes,10.0,54680.0,3.0
yes,unknown,27.0,3,3.0,male,3,2,4,unknown,1,none,18,none,0,2,10,7,1988,no,10.0,53914.11,3.0
no,non_travel,2.0,2,2.0,male,3,2,4,divorced,2,no,14,none,1,6,7,7,1988,no,15.0,53914.11,3.0
no,unknown,10.0,3,1.0,female,3,3,3,single,9,no,14,part_time,0,3,7,2,1993,no,9.0,96670.0,3.0
yes,travel_rarely,7.0,2,4.0,female,3,2,2,married,4,no,22,none,1,2,9,7,1977,no,13.0,53914.11,4.0
no,non_travel,2.0,4,3.0,female,3,2,3,married,4,none,22,part_time,2,3,8,7,1978,no,10.0,51540.0,4.0
no,travel_frequently,2.0,4,1.0,male,3,2,4,married,1,none,20,full_time,1,5,7,7,1980,no,7.0,56750.0,3.0
yes,unknown,10.0,3,3.0,female,3,3,2,unknown,5,none,21,part_time,3,2,8,7,1977,yes,14.0,73140.0,3.0
no,travel_rarely,1.0,4,1.0,male,3,4,1,unknown,2,none,11,none,1,3,19,16,1983,yes,22.0,53914.11,3.0
no,travel_rarely,2.0,2,1.0,female,4,2,3,single,0,no,14,part_time,0,5,8,7,1996,no,9.0,53914.11,2.0
no,unknown,6.0,3,3.0,male,3,3,1,married,9,no,13,none,1,3,13,7,1981,yes,18.0,53914.11,4.0
no,travel_frequently,6.0,3,3.0,male,4,1,4,married,0,no,18,part_time,1,3,7,7,1997,yes,8.0,28111.13,3.0
no,travel_frequently,1.0,2,3.0,male,2,2,4,married,1,none,12,part_time,1,2,7,7,1995,yes,7.0,53914.11,3.0
no,unknown,14.0,4,3.0,male,3,2,2,married,8,none,18,part_time,1,4,8,7,1976,no,10.0,53914.11,4.0
no,travel_rarely,13.0,4,4.0,male,3,3,3,divorced,1,no,18,part_time,1,2,8,1,1989,yes,9.0,100071.84,2.0
no,unknown,1.0,3,3.0,male,3,1,1,single,0,no,13,part_time,0,6,7,6,1997,yes,8.0,28111.13,3.0
no,travel_rarely,9.0,3,4.0,male,3,2,4,unknown,1,none,14,part_time,0,5,7,7,1996,no,10.0,53914.11,3.0
yes,travel_frequently,26.0,4,1.0,male,3,2,4,unknown,1,yes,11,part_time,0,4,10,8,1992,yes,10.0,53914.11,3.0
no,travel_frequently,7.0,2,4.0,male,3,2,3,divorced,1,none,20,none,3,2,9,8,1990,yes,9.0,53914.11,3.0
no,unknown,10.0,3,3.0,female,3,3,3,married,4,no,20,part_time,1,2,11,8,1992,yes,13.0,100071.84,4.0
no,unknown,9.0,4,2.0,male,3,2,3,unknown,1,no,19,part_time,0,5,10,8,1988,yes,10.0,50980.0,3.0
no,travel_rarely,15.0,2,2.0,female,3,2,4,married,0,yes,13,part_time,1,6,9,1,1990,yes,10.0,53914.11,3.0
no,travel_rarely,24.0,1,1.0,male,3,2,4,single,7,no,13,none,0,2,7,7,1984,no,10.0,53914.11,3.0
no,travel_rarely,7.0,3,3.0,female,2,3,4,married,0,no,19,part_time,2,2,9,4,1987,yes,10.0,100071.84,3.0
no,travel_rarely,28.0,4,1.0,female,2,4,2,married,0,no,23,full_time,1,3,20,10,1982,yes,21.0,135700.0,3.0
no,unknown,28.0,3,4.0,female,2,2,3,married,1,no,21,full_time,2,2,8,7,1989,no,8.0,67120.0,3.0
no,travel_rarely,10.0,2,1.0,female,3,2,4,married,1,no,11,none,1,1,10,9,1985,yes,10.0,53914.11,3.0
no,travel_rarely,6.0,1,4.0,male,2,3,1,unknown,4,none,15,part_time,1,5,7,7,1984,yes,10.0,99910.0,3.0
no,travel_rarely,7.0,4,1.0,female,3,3,2,single,0,no,11,part_time,0,4,12,11,1989,no,10.0,100071.84,3.0
no,travel_rarely,7.0,4,1.0,female,2,3,4,married,3,none,14,full_time,1,4,22,17,1979,yes,24.0,102480.0,3.0
no,unknown,5.0,4,1.0,male,3,2,4,single,4,none,21,part_time,0,4,9,8,1977,yes,14.0,53914.11,3.0
no,travel_frequently,10.0,3,4.0,male,2,4,1,divorced,4,none,13,full_time,1,2,7,7,1982,no,10.0,153407.07,2.0
no,unknown,2.0,4,3.0,female,3,3,3,single,0,no,25,none,0,1,19,8,1984,no,20.0,53914.11,3.0
no,travel_rarely,2.0,3,4.0,female,2,1,1,divorced,0,yes,11,part_time,1,4,9,8,1981,yes,10.0,25930.0,3.0
no,travel_frequently,5.0,4,4.0,female,3,3,2,married,6,none,11,none,2,2,10,8,1990,yes,12.0,53914.11,3.0
no,travel_rarely,5.0,4,3.0,male,3,3,2,single,0,no,13,part_time,0,5,16,13,1988,yes,17.0,80950.0,3.0
yes,travel_rarely,15.0,1,2.0,male,3,3,3,married,7,none,12,part_time,0,2,7,7,1990,yes,15.0,100071.84,4.0
no,travel_rarely,6.0,3,2.0,female,3,4,3,single,7,no,15,full_time,0,3,20,13,1983,no,22.0,153407.07,3.0
no,travel_rarely,10.0,4,2.0,male,2,5,4,divorced,3,no,15,full_time,3,2,21,6,1982,no,23.0,191324.62,2.0
no,unknown,7.0,3,4.0,female,2,2,1,unknown,8,no,19,part_time,0,2,7,7,1996,no,10.0,53914.11,1.0
no,travel_rarely,3.0,4,3.0,male,2,4,1,unknown,1,none,11,full_time,0,3,34,16,1971,yes,10.0,168560.0,4.0
no,travel_rarely,26.0,4,1.0,female,3,4,3,married,2,no,14,full_time,1,2,20,17,1972,no,10.0,153407.07,2.0
no,travel_rarely,2.0,2,3.0,female,3,2,4,unknown,0,none,22,part_time,1,2,7,7,1976,yes,8.0,45370.0,3.0
no,non_travel,2.0,4,1.0,male,3,4,1,divorced,1,none,11,full_time,1,3,31,7,1973,no,31.0,179240.0,3.0
no,travel_rarely,21.0,1,4.0,female,3,2,4,married,1,none,25,part_time,1,2,10,7,1988,yes,10.0,40140.0,1.0
no,travel_rarely,1.0,1,4.0,female,2,4,4,married,1,no,16,full_time,1,3,21,8,1984,yes,10.0,127420.0,3.0
no,travel_frequently,22.0,3,4.0,female,3,3,1,single,1,none,13,part_time,0,2,21,8,1984,no,10.0,100071.84,3.0
no,unknown,7.0,2,2.0,female,4,1,3,unknown,1,no,13,full_time,0,3,10,8,1982,no,10.0,33760.0,3.0
yes,unknown,1.0,2,2.0,male,2,3,1,married,9,no,14,full_time,1,1,20,6,1979,yes,24.0,104820.0,3.0
no,unknown,2.0,2,4.0,male,3,4,1,unknown,0,no,17,none,1,3,22,7,1981,no,23.0,53914.11,3.0
no,travel_rarely,7.0,4,2.0,male,3,3,2,single,7,none,19,part_time,0,4,8,0,1971,yes,18.0,100071.84,3.0
no,unknown,1.0,3,3.0,male,4,1,3,unknown,1,no,13,part_time,1,2,7,0,1985,yes,7.0,28111.13,4.0
no,unknown,1.0,2,4.0,female,3,1,1,unknown,6,none,12,part_time,0,3,7,7,1977,yes,10.0,28111.13,4.0
no,unknown,4.0,4,3.0,male,3,2,3,single,1,none,11,part_time,0,3,9,1,1988,no,10.0,42490.0,3.0
no,travel_rarely,29.0,1,3.0,male,1,2,2,married,1,none,14,none,2,2,8,7,1995,yes,8.0,53914.11,2.0
no,unknown,28.0,3,4.0,male,3,4,1,married,3,no,13,none,1,1,20,17,1979,yes,10.0,53914.11,4.0
no,unknown,22.0,5,3.0,male,1,4,4,unknown,1,none,13,none,0,2,32,9,1973,no,10.0,53914.11,3.0
no,travel_rarely,7.0,5,3.0,male,2,5,4,unknown,1,no,21,full_time,1,3,36,13,1968,yes,36.0,195860.0,3.0
no,unknown,6.0,3,4.0,male,4,3,3,married,2,no,11,part_time,1,3,7,6,1984,yes,11.0,82370.0,3.0
no,unknown,7.0,4,3.0,female,3,1,1,unknown,1,none,14,none,1,3,9,4,1974,yes,10.0,53914.11,2.0
no,unknown,28.0,2,4.0,female,2,4,2,single,1,none,11,none,0,2,21,6,1978,no,21.0,53914.11,3.0
no,unknown,2.0,3,3.0,male,3,3,4,unknown,4,none,12,part_time,1,5,10,3,1977,no,10.0,100071.84,2.0
no,unknown,15.0,3,4.0,female,2,1,1,married,0,no,19,full_time,1,2,7,3,1996,no,10.0,47740.0,3.0
no,travel_rarely,2.0,3,1.0,male,3,5,3,married,5,none,11,none,0,2,22,14,1981,yes,24.0,53914.11,2.0
no,unknown,2.0,3,4.0,male,2,2,2,married,2,none,14,part_time,0,3,9,8,1974,yes,17.0,53914.11,2.0
no,travel_rarely,15.0,2,4.0,female,2,2,3,single,0,yes,12,part_time,0,3,9,8,1994,yes,10.0,53914.11,3.0
no,non_travel,7.0,4,3.0,male,3,2,3,unknown,0,no,20,part_time,0,2,9,7,1989,no,10.0,45680.0,3.0
no,unknown,1.0,4,1.0,male,2,2,3,divorced,1,no,18,none,1,2,7,7,1986,no,10.0,59930.0,3.0
no,unknown,11.0,3,2.0,male,2,2,2,single,1,no,13,full_time,0,3,6,3,1987,yes,6.0,64990.0,3.0
no,unknown,29.0,3,3.0,male,3,1,4,single,5,none,13,full_time,0,2,6,3,1978,yes,9.0,34520.0,2.0
no,travel_rarely,15.0,3,3.0,male,3,1,4,unknown,1,no,19,part_time,0,1,6,5,1994,no,6.0,28111.13,3.0
no,unknown,1.0,3,3.0,female,3,2,2,unknown,1,no,20,full_time,1,6,6,4,1997,no,6.0,63970.0,1.0
no,unknown,9.0,4,2.0,male,3,2,4,single,1,no,16,part_time,0,1,7,7,1995,yes,10.0,53914.11,3.0
no,travel_frequently,7.0,4,4.0,female,2,2,4,married,0,no,11,none,3,4,6,4,1981,yes,7.0,53914.11,4.0
no,travel_rarely,2.0,1,2.0,male,3,2,4,unknown,4,yes,13,part_time,0,2,6,5,1992,yes,10.0,53914.11,4.0
no,travel_rarely,7.0,3,3.0,female,3,3,4,single,4,none,17,part_time,0,3,6,2,1986,yes,10.0,100071.84,4.0
no,non_travel,9.0,4,1.0,male,3,3,2,divorced,1,no,13,part_time,1,6,9,7,1986,no,9.0,100071.84,3.0
no,travel_rarely,1.0,4,2.0,female,3,2,2,married,6,none,12,part_time,1,2,6,3,1986,no,8.0,53914.11,2.0
no,travel_rarely,23.0,3,2.0,male,4,1,4,unknown,1,none,11,part_time,2,3,6,4,1999,yes,10.0,27250.0,3.0
no,unknown,3.0,3,1.0,male,3,5,2,married,1,no,11,none,1,2,32,7,1973,no,10.0,53914.11,3.0
no,unknown,1.0,2,2.0,male,2,1,4,unknown,1,yes,13,full_time,1,3,6,3,1989,yes,6.0,36220.0,3.0
no,travel_frequently,3.0,1,4.0,female,4,2,4,unknown,1,none,20,none,2,3,6,4,1996,no,10.0,53914.11,3.0
no,unknown,7.0,1,3.0,female,3,2,4,single,1,no,23,full_time,0,5,6,4,1998,no,6.0,61800.0,2.0
no,unknown,7.0,3,4.0,male,3,2,4,single,1,no,22,full_time,0,5,6,4,1989,yes,6.0,62740.0,3.0
no,unknown,2.0,4,3.0,female,2,1,1,unknown,1,none,11,full_time,0,3,6,3,1989,yes,6.0,43810.0,3.0
no,unknown,7.0,3,3.0,male,3,3,3,single,3,no,21,none,0,3,8,6,1988,no,17.0,53914.11,4.0
no,unknown,7.0,1,3.0,female,2,1,1,unknown,1,none,11,part_time,0,3,6,1,1988,no,6.0,25590.0,2.0
no,unknown,1.0,4,3.0,female,4,2,2,married,1,yes,13,full_time,1,2,6,2,1990,yes,10.0,54880.0,3.0
no,unknown,28.0,4,3.0,female,3,1,4,divorced,4,no,22,part_time,1,1,7,7,1994,no,11.0,25140.0,3.0
no,travel_frequently,10.0,3,4.0,female,3,1,2,divorced,0,no,14,part_time,2,2,7,1,1994,yes,8.0,28111.13,2.0
no,unknown,9.0,1,2.0,female,3,2,3,married,1,none,20,part_time,0,3,6,3,1989,no,10.0,53914.11,2.0
no,travel_rarely,19.0,4,4.0,male,2,1,1,married,1,none,12,none,3,2,6,3,1995,no,6.0,31960.0,3.0
no,unknown,2.0,1,1.0,female,4,1,4,married,1,none,13,part_time,1,5,10,7,1979,no,10.0,28111.13,3.0
no,travel_rarely,11.0,2,3.0,male,3,2,1,married,1,yes,12,part_time,0,2,6,1,1992,no,6.0,53914.11,2.0
no,unknown,4.0,2,3.0,male,3,1,4,unknown,1,yes,20,part_time,0,2,8,2,1997,no,10.0,28111.13,2.0
no,travel_rarely,1.0,3,1.0,male,3,1,4,unknown,7,no,12,full_time,1,2,6,2,1976,yes,17.0,34200.0,2.0
no,unknown,5.0,2,3.0,male,4,1,3,single,0,no,14,part_time,0,2,6,3,1986,no,7.0,28111.13,1.0
no,unknown,1.0,4,4.0,male,3,2,1,married,4,none,14,none,1,3,6,2,1991,yes,9.0,53914.11,2.0
no,unknown,2.0,3,4.0,male,3,2,2,divorced,0,no,13,part_time,2,4,9,6,1991,yes,10.0,53914.11,2.0
no,non_travel,16.0,3,3.0,female,3,2,4,unknown,1,yes,25,part_time,1,2,6,2,1990,no,7.0,53680.0,3.0
yes,unknown,9.0,3,3.0,male,1,4,3,married,7,no,11,full_time,0,3,23,10,1976,yes,25.0,129360.0,1.0
yes,unknown,1.0,2,2.0,female,3,2,4,unknown,8,yes,11,part_time,0,0,6,5,1982,no,8.0,53914.11,1.0
no,travel_rarely,16.0,3,1.0,male,4,1,2,married,0,none,13,part_time,1,5,5,3,1988,no,6.0,28111.13,3.0
no,travel_rarely,2.0,3,3.0,male,3,1,2,married,0,no,23,part_time,1,3,5,4,1994,no,10.0,28111.13,3.0
no,travel_rarely,1.0,3,2.0,male,3,2,2,unknown,1,no,17,part_time,2,3,10,9,1991,yes,10.0,53914.11,3.0
no,travel_rarely,1.0,3,2.0,male,2,1,3,single,1,no,18,part_time,0,3,6,4,1988,no,6.0,28111.13,3.0
no,unknown,7.0,3,4.0,male,1,3,4,unknown,4,no,11,none,0,3,6,2,1967,yes,37.0,53914.11,2.0
no,unknown,4.0,3,2.0,male,3,2,3,unknown,1,none,15,part_time,0,3,5,4,1995,yes,5.0,42210.0,4.0
yes,travel_rarely,5.0,3,3.0,male,2,2,3,single,1,yes,11,none,0,1,6,3,1998,yes,10.0,53914.11,3.0
yes,unknown,14.0,4,2.0,female,3,1,2,unknown,9,none,18,full_time,3,2,5,3,1967,yes,7.0,49630.0,3.0
no,unknown,6.0,3,3.0,female,2,1,2,married,1,none,19,part_time,0,3,5,3,1997,no,5.0,28111.13,2.0
yes,unknown,9.0,3,1.0,female,3,1,1,unknown,7,no,22,none,0,2,5,4,1991,no,10.0,53914.11,4.0
no,travel_rarely,18.0,3,1.0,female,3,1,3,single,1,no,14,part_time,0,4,5,4,1993,yes,10.0,28111.13,2.0
no,travel_rarely,11.0,3,3.0,female,3,5,2,unknown,3,none,15,none,0,5,5,4,1973,no,10.0,53914.11,3.0
no,unknown,6.0,5,3.0,male,3,1,3,unknown,3,no,20,part_time,0,2,5,4,1991,no,8.0,28111.13,3.0
no,travel_rarely,4.0,2,3.0,female,3,2,1,unknown,4,none,11,none,1,3,5,3,1978,no,9.0,53914.11,4.0
no,unknown,7.0,3,4.0,male,4,1,4,divorced,4,no,14,part_time,3,3,5,2,1980,yes,7.0,28111.13,4.0
yes,unknown,27.0,3,2.0,female,3,3,4,married,1,none,22,part_time,3,3,10,9,1994,yes,10.0,76390.0,2.0
no,non_travel,1.0,4,3.0,male,1,2,3,unknown,0,none,12,part_time,1,2,5,4,1992,yes,6.0,53914.11,3.0
yes,unknown,14.0,3,3.0,male,3,1,4,married,5,yes,13,none,1,2,5,4,1990,no,8.0,53914.11,1.0
yes,unknown,29.0,2,3.0,male,2,1,2,unknown,0,no,11,part_time,0,2,5,4,1992,yes,10.0,28111.13,4.0
no,unknown,6.0,4,3.0,male,3,2,4,unknown,4,no,14,none,1,5,5,1,1986,yes,10.0,53914.11,4.0
no,unknown,4.0,1,1.0,male,3,5,2,divorced,3,no,14,none,2,4,10,6,1973,no,28.0,53914.11,2.0
no,travel_frequently,26.0,3,3.0,female,3,4,2,married,5,none,14,full_time,1,2,20,8,1981,yes,10.0,135250.0,3.0
no,unknown,2.0,3,4.0,male,3,2,3,unknown,1,yes,11,none,0,3,5,4,1996,yes,5.0,53914.11,3.0
no,non_travel,1.0,1,3.0,male,3,2,2,unknown,0,yes,13,none,1,0,5,4,1996,yes,10.0,53914.11,3.0
no,travel_rarely,6.0,3,4.0,male,2,2,2,single,6,yes,15,part_time,0,3,5,2,1982,yes,10.0,53914.11,3.0
no,travel_rarely,10.0,3,3.0,female,3,1,1,unknown,6,no,20,part_time,1,3,5,3,1986,yes,10.0,28111.13,3.0
yes,unknown,7.0,2,3.0,male,2,2,3,unknown,2,yes,12,full_time,2,6,6,0,1983,yes,8.0,63800.0,3.0
no,unknown,2.0,3,3.0,female,3,4,4,single,2,yes,13,full_time,0,2,5,2,1968,no,10.0,153407.07,3.0
yes,travel_frequently,3.0,1,3.0,male,3,1,1,unknown,0,none,22,full_time,0,2,6,4,1997,yes,10.0,31020.0,3.0
no,travel_rarely,2.0,2,4.0,female,3,2,2,divorced,7,none,12,part_time,2,5,5,3,1983,yes,10.0,53914.11,3.0
no,unknown,4.0,2,2.0,female,2,2,4,single,1,yes,11,part_time,0,3,5,3,1998,no,5.0,53914.11,3.0
no,unknown,12.0,3,2.0,female,3,2,3,single,0,no,11,part_time,0,6,5,4,1993,yes,10.0,53914.11,3.0
no,travel_rarely,7.0,3,4.0,male,2,3,3,married,2,none,14,part_time,0,4,5,4,1971,no,10.0,100071.84,3.0
no,travel_frequently,7.0,2,1.0,female,3,2,3,unknown,2,no,11,part_time,1,3,5,2,1981,no,19.0,45560.0,3.0
no,travel_rarely,2.0,3,3.0,female,1,2,4,unknown,2,no,20,none,0,2,5,2,1993,yes,11.0,53914.11,3.0
no,travel_rarely,22.0,3,4.0,male,1,1,3,single,0,no,15,full_time,0,2,5,3,1988,no,10.0,42300.0,3.0
no,travel_rarely,7.0,3,3.0,male,2,3,4,divorced,9,none,21,part_time,1,3,5,1,1992,yes,10.0,100071.84,2.0
no,travel_rarely,1.0,3,1.0,female,3,2,3,single,1,none,16,part_time,0,3,5,3,1988,yes,5.0,48590.0,3.0
no,unknown,13.0,1,2.0,male,3,1,3,unknown,1,none,11,none,0,1,7,6,1998,yes,7.0,28111.13,3.0
no,travel_rarely,9.0,4,1.0,female,3,2,4,married,1,none,12,full_time,1,2,6,5,1991,no,6.0,63220.0,3.0
yes,unknown,27.0,2,2.0,female,4,2,3,unknown,4,yes,12,part_time,0,2,5,3,1976,no,8.0,53914.11,3.0
no,travel_frequently,5.0,4,2.0,male,2,1,4,divorced,9,no,12,part_time,1,3,5,3,1993,yes,10.0,28111.13,2.0
no,unknown,9.0,3,4.0,male,3,3,1,divorced,4,yes,12,full_time,1,2,5,2,1978,no,18.0,107610.0,3.0
no,travel_rarely,8.0,3,1.0,male,2,1,1,unknown,0,none,21,none,0,3,5,3,1987,yes,10.0,53914.11,3.0
no,unknown,11.0,4,4.0,male,3,1,4,unknown,3,none,19,part_time,1,2,6,2,1992,yes,10.0,28111.13,3.0
no,travel_frequently,21.0,2,3.0,female,3,1,4,married,5,none,15,full_time,1,3,5,0,1986,no,10.0,29730.0,3.0
no,travel_rarely,2.0,3,4.0,female,2,2,4,unknown,8,no,11,part_time,2,2,5,4,1984,no,13.0,52040.0,3.0
no,unknown,14.0,2,3.0,female,2,2,3,unknown,7,none,17,part_time,0,6,5,3,1981,yes,10.0,53914.11,3.0
no,travel_rarely,8.0,2,3.0,male,3,3,3,unknown,5,no,11,part_time,1,2,8,7,1993,no,10.0,100071.84,4.0
no,unknown,1.0,2,4.0,male,3,4,4,divorced,9,no,22,full_time,1,1,5,3,1973,yes,32.0,173990.0,2.0
no,travel_rarely,1.0,2,2.0,male,3,3,4,unknown,3,yes,14,none,1,1,6,4,1964,yes,14.0,53914.11,1.0
no,unknown,2.0,4,3.0,female,2,3,3,married,6,no,11,part_time,1,4,9,0,1969,yes,13.0,100071.84,3.0
no,unknown,9.0,3,1.0,female,3,1,3,married,2,no,19,part_time,1,4,5,3,1967,no,18.0,28111.13,3.0
no,unknown,1.0,4,1.0,male,4,4,4,single,2,no,22,full_time,0,3,5,1,1975,yes,10.0,168850.0,2.0
no,unknown,9.0,3,3.0,male,3,2,2,single,9,no,15,part_time,0,2,5,3,1984,no,9.0,53914.11,2.0
no,travel_rarely,8.0,4,3.0,male,3,1,3,unknown,1,no,17,full_time,0,2,5,4,1988,yes,6.0,43230.0,1.0
no,travel_rarely,4.0,4,2.0,male,3,2,1,single,7,no,13,none,0,3,6,5,1981,no,10.0,51550.0,3.0
yes,unknown,10.0,4,3.0,male,3,1,3,single,1,yes,11,full_time,0,4,6,2,1979,no,6.0,29360.0,3.0
no,travel_rarely,15.0,1,2.0,female,1,1,4,married,0,yes,18,part_time,1,2,5,3,1994,no,6.0,28111.13,2.0
no,unknown,2.0,3,2.0,male,3,1,3,unknown,1,no,13,none,1,2,5,4,1990,yes,5.0,53914.11,3.0
no,travel_frequently,1.0,4,4.0,female,3,3,3,unknown,7,no,17,part_time,1,2,5,4,1969,no,33.0,100071.84,1.0
no,unknown,4.0,2,4.0,female,2,5,2,married,2,none,14,none,1,2,11,8,1977,yes,10.0,187890.0,3.0
no,non_travel,9.0,2,3.0,female,3,2,3,single,7,yes,18,part_time,0,3,8,7,1993,yes,10.0,53914.11,3.0
yes,travel_rarely,7.0,2,4.0,male,3,2,3,unknown,1,none,18,part_time,1,3,10,1,1991,yes,10.0,48830.0,3.0
yes,unknown,25.0,4,4.0,male,2,3,2,single,2,yes,12,part_time,0,2,5,0,1983,yes,9.0,100071.84,3.0
no,non_travel,26.0,1,1.0,female,2,1,3,divorced,1,no,20,part_time,3,2,5,0,1989,yes,5.0,20290.0,3.0
no,travel_rarely,21.0,4,1.0,male,2,2,4,married,3,none,12,part_time,2,2,5,4,1984,no,8.0,53914.11,4.0
no,unknown,4.0,1,3.0,male,3,1,3,married,7,yes,15,full_time,0,2,6,3,1986,no,8.0,29960.0,3.0
no,unknown,7.0,1,3.0,male,3,2,4,married,6,none,13,part_time,0,2,5,2,1990,yes,8.0,53914.11,4.0
no,non_travel,25.0,2,3.0,male,3,3,3,unknown,3,no,21,part_time,1,2,6,5,1984,no,13.0,100071.84,3.0
no,travel_rarely,8.0,4,3.0,female,3,1,1,married,9,no,13,part_time,0,2,5,4,1971,yes,12.0,28111.13,1.0
no,unknown,3.0,4,1.0,female,3,2,2,single,3,yes,16,full_time,0,3,5,1,1987,yes,15.0,92780.0,3.0
no,unknown,7.0,4,3.0,male,2,2,4,single,1,none,16,part_time,0,2,10,8,1987,yes,10.0,53914.11,2.0
no,travel_rarely,4.0,1,4.0,female,3,2,3,married,1,yes,12,none,2,3,5,3,1999,yes,10.0,53914.11,3.0
no,travel_rarely,1.0,3,4.0,female,2,1,2,unknown,5,no,17,part_time,1,2,5,2,1989,no,7.0,28111.13,2.0
no,unknown,5.0,3,4.0,male,3,2,1,single,0,none,18,part_time,0,4,5,3,1995,yes,10.0,53914.11,3.0
