age,employee_turnover,business_travel_frequency,daily_rate,distance_from_home_km,education_level,education_field,remove_column,employee_id,environmental_satisfaction_level,gender,hourly_rate,job_involvement_level,job_level,job_role,job_satisfaction_level,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,percent_salary_hike,relationship_satisfaction_level,stock_option_level,training_sessions_last_year,years_at_company,years_since_last_promotion,years_with_current_manager,birth_year,overtime_hours,performance_rating,standard_work_hours,total_years_worked,work_life_balance,same_as_monthly_income,annual_salary,remote_work
42,no,travel_rarely,285.38,12.0,3,medical,1,768,2.0,male,35.67,3,1,laboratory_technician,2,divorced,2305.0,5993.0,8,,22,2,3,6,5,0,4,1981,no,4,part_time,7,2,2305.0,27660.0,yes
41,no,nan,290.04,9.0,4,life_sciences,1,769,3.0,male,,3,1,laboratory_technician,1,divorced,2342.59,6090.75,1,,20,2,2,2,5,0,4,1982,no,4,part_time,5,3,2342.59,28111.13,yes
44,yes,nan,290.04,1.0,2,nan,1,770,3.0,male,,3,1,research_scientist,2,nan,,6090.75,1,,12,3,3,2,5,2,3,1979,yes,3,part_time,,2,,28111.13,yes
28,no,travel_rarely,290.04,1.0,3,nan,1,771,3.0,male,36.25,3,1,research_scientist,4,married,2342.59,6090.75,1,,11,3,1,6,5,0,3,1995,no,3,part_time,5,4,2342.59,28111.13,yes
39,no,nan,1032.49,10.0,1,medical,1,772,3.0,male,,3,3,research_director,3,single,8339.32,21682.23,7,,21,3,0,3,4,2,2,1984,none,4,part_time,,3,8339.32,100071.84,yes
40,no,nan,348.42,2.0,2,life_sciences,1,773,3.0,female,,3,1,laboratory_technician,1,married,,7316.83,4,,17,4,1,5,4,0,2,1983,none,3,full_time,7,2,,33770.0,yes
37,yes,travel_rarely,434.67,10.0,4,nan,1,774,4.0,male,,3,2,manufacturing_director,1,single,,9128.17,1,,15,2,0,4,10,0,8,1986,none,3,part_time,10,,,42130.0,yes
40,no,nan,671.98,1.0,3,nan,1,775,3.0,female,84.0,3,2,healthcare_representative,4,nan,5427.5,14111.5,4,,17,4,1,3,5,0,3,1983,none,3,full_time,12,3,5427.5,65130.0,yes
26,no,travel_rarely,556.26,10.0,3,nan,1,776,3.0,male,,3,2,sales_executive,4,nan,4492.84,11681.39,1,,13,1,0,4,5,1,2,1997,no,3,none,,3,4492.84,,no
42,no,nan,290.04,10.0,4,technical_degree,1,777,3.0,male,,3,1,research_scientist,3,married,2342.59,6090.75,3,,22,2,2,1,6,3,3,1981,no,4,part_time,10,2,2342.59,28111.13,no
34,no,travel_rarely,1032.49,4.0,3,nan,1,778,3.0,male,129.06,3,3,sales_executive,4,married,8339.32,21682.23,2,,13,4,3,3,5,1,0,1989,yes,3,part_time,9,3,8339.32,100071.84,yes
37,no,travel_rarely,442.0,7.0,4,medical,1,779,4.0,male,55.25,3,2,research_scientist,1,nan,,9282.0,5,,22,3,1,2,5,0,4,1986,none,4,part_time,16,3,,42840.0,yes
27,no,nan,229.67,2.0,4,technical_degree,1,780,2.0,male,28.71,3,1,research_scientist,2,nan,1855.0,4823.0,1,,11,3,1,3,5,1,2,1996,no,,part_time,6,2,1855.0,22260.0,no
35,no,travel_rarely,573.75,18.0,4,nan,1,781,2.0,male,,3,2,sales_executive,1,nan,4634.17,12048.83,0,,16,4,1,2,5,0,4,1988,none,3,full_time,,1,4634.17,55610.0,yes
28,no,non_travel,221.21,16.0,3,medical,1,782,3.0,male,,3,1,research_scientist,3,single,1786.67,4645.33,1,,14,3,0,3,5,1,4,1995,no,3,none,5,2,1786.67,,yes
29,no,nan,554.36,1.0,3,life_sciences,1,783,1.0,male,69.29,3,2,healthcare_representative,1,married,4477.5,11641.5,0,,12,1,1,5,5,0,2,1994,no,3,part_time,6,2,4477.5,53730.0,no
54,no,nan,298.9,9.0,2,nan,1,784,1.0,female,,3,2,research_scientist,3,married,2414.17,6276.83,3,,11,3,2,6,4,2,3,1969,no,3,part_time,9,2,2414.17,28970.0,no
24,no,travel_rarely,556.26,,2,life_sciences,1,785,,male,,2,2,healthcare_representative,3,single,4492.84,11681.39,1,,12,2,0,2,4,1,2,1999,no,3,none,4,2,4492.84,,yes
38,no,travel_frequently,548.99,6.0,4,nan,1,786,1.0,male,,2,2,manufacturing_director,3,married,4434.17,11528.83,2,,11,4,1,1,8,7,7,1985,no,3,none,10,3,4434.17,,no
42,no,nan,558.17,18.0,4,nan,1,787,4.0,male,69.77,3,2,research_scientist,1,nan,,11721.67,6,,17,3,1,3,4,1,2,1981,none,3,full_time,9,2,,54100.0,yes
41,no,nan,287.03,1.0,3,life_sciences,1,788,4.0,male,,3,1,research_scientist,4,nan,,6027.67,3,,22,1,1,3,5,1,0,1982,no,,part_time,,3,,27820.0,yes
25,no,travel_rarely,556.26,8.0,2,nan,1,789,1.0,female,,3,2,sales_executive,3,nan,4492.84,11681.39,0,,22,2,1,3,5,0,4,1998,yes,4,part_time,6,2,4492.84,53914.11,yes
44,no,nan,290.04,1.0,3,medical,1,790,2.0,male,,3,1,research_scientist,4,single,,6090.75,6,,12,3,0,2,4,1,2,1979,yes,3,part_time,6,3,,28111.13,yes
50,yes,nan,556.26,1.0,4,nan,1,791,2.0,male,,3,2,sales_executive,3,nan,4492.84,11681.39,7,,12,4,2,3,6,0,1,1973,no,3,part_time,12,,4492.84,53914.11,yes
36,no,nan,556.26,11.0,4,marketing,1,792,2.0,female,69.53,2,2,sales_executive,4,married,4492.84,11681.39,4,,13,1,1,2,6,0,0,1987,no,3,part_time,8,2,4492.84,53914.11,no
45,no,nan,500.4,20.0,3,nan,1,793,4.0,female,,3,2,sales_executive,3,nan,,10508.33,8,,15,3,0,3,5,0,1,1978,no,3,part_time,,3,,48500.0,yes
40,no,nan,206.45,2.0,4,nan,1,794,3.0,female,,3,1,research_scientist,3,married,1667.5,4335.5,2,,14,2,3,2,5,0,2,1983,none,3,none,20,3,1667.5,,yes
35,no,travel_rarely,290.04,1.0,4,nan,1,795,3.0,female,,1,1,research_scientist,4,married,2342.59,6090.75,1,,12,4,1,5,4,1,1,1988,no,3,part_time,4,3,2342.59,28111.13,yes
29,no,travel_rarely,556.26,13.0,2,other,1,796,4.0,male,,2,2,laboratory_technician,2,nan,4492.84,11681.39,4,,13,1,1,2,4,0,3,1994,none,3,part_time,10,3,4492.84,53914.11,no
34,no,nan,454.38,8.0,3,nan,1,797,2.0,male,,4,2,laboratory_technician,3,nan,3670.0,9542.0,2,,12,1,0,3,4,1,2,1989,no,3,none,,4,3670.0,,yes
27,no,travel_rarely,290.04,2.0,1,nan,1,798,1.0,male,36.25,3,1,laboratory_technician,2,married,2342.59,6090.75,9,,12,4,1,3,2,2,2,1996,no,3,part_time,6,3,2342.59,28111.13,no
31,no,nan,290.04,26.0,1,nan,1,799,1.0,male,,3,1,research_scientist,3,divorced,,6090.75,1,,17,4,1,1,5,4,3,1992,none,3,part_time,5,2,,28111.13,yes
34,no,travel_rarely,290.04,,2,nan,1,800,2.0,male,,3,1,laboratory_technician,4,divorced,2342.59,6090.75,0,,11,3,1,2,2,1,2,1989,none,3,none,3,3,2342.59,,yes
28,yes,travel_rarely,290.04,24.0,3,life_sciences,1,801,3.0,male,36.25,2,1,laboratory_technician,3,single,,6090.75,5,,14,2,0,4,4,0,3,1995,yes,3,part_time,6,3,,28111.13,yes
32,no,travel_rarely,290.04,5.0,2,nan,1,802,1.0,male,,4,1,research_scientist,2,divorced,2342.59,6090.75,0,,12,4,2,5,6,0,5,1991,yes,3,part_time,7,2,2342.59,28111.13,yes
38,no,nan,406.92,2.0,3,life_sciences,1,803,4.0,male,50.87,3,1,research_scientist,4,single,3286.67,8545.33,5,,11,3,0,3,3,1,2,1985,yes,3,full_time,6,3,3286.67,39440.0,yes
24,no,nan,556.26,11.0,2,nan,1,804,1.0,female,69.53,4,2,manufacturing_director,3,nan,,11681.39,0,,18,4,1,5,4,1,3,1999,no,3,part_time,5,2,,53914.11,yes
34,yes,nan,305.4,6.0,1,nan,1,805,2.0,male,38.17,3,1,research_scientist,1,single,,6413.33,2,,11,3,0,2,4,1,3,1989,no,3,full_time,,3,,29600.0,yes
32,yes,travel_frequently,290.04,16.0,1,nan,1,806,2.0,female,,1,1,research_scientist,1,nan,,6090.75,1,,22,2,0,5,10,6,7,1991,none,,part_time,,3,,28111.13,no
46,no,travel_rarely,1954.85,2.0,4,marketing,1,807,2.0,female,244.36,3,5,manager,1,single,15789.17,41051.83,3,,12,4,0,2,2,2,1,1977,none,3,full_time,22,2,15789.17,189470.0,no
44,no,nan,667.02,10.0,4,other,1,808,4.0,male,83.38,3,2,healthcare_representative,4,married,,14007.5,2,,13,4,0,5,4,1,3,1979,none,3,full_time,,4,,64650.0,no
50,yes,travel_rarely,276.82,3.0,2,nan,1,809,1.0,male,,2,1,sales_representative,3,married,,5813.17,1,,14,3,0,2,3,0,2,1973,none,3,part_time,3,3,,26830.0,yes
35,no,nan,207.79,2.0,3,marketing,1,810,4.0,female,25.97,3,1,sales_representative,4,married,1678.33,4363.67,1,,13,1,0,3,2,2,2,1988,no,3,part_time,2,3,1678.33,20140.0,yes
28,yes,nan,355.02,5.0,4,nan,1,811,3.0,male,,3,1,laboratory_technician,3,single,,7455.5,1,,13,3,0,3,2,2,2,1995,yes,,none,2,2,,34410.0,yes
26,no,nan,556.26,,3,nan,1,812,,female,,2,2,sales_executive,4,married,4492.84,11681.39,7,,19,3,1,2,2,0,0,1997,yes,3,part_time,5,2,4492.84,53914.11,no
35,no,travel_rarely,290.04,,4,nan,1,813,3.0,female,36.25,3,1,laboratory_technician,1,nan,,6090.75,3,,15,3,1,3,2,2,2,1988,yes,,part_time,4,3,,28111.13,no
35,no,nan,290.04,,3,medical,1,814,2.0,male,,3,1,research_scientist,1,married,2342.59,6090.75,4,,13,4,1,2,3,1,2,1988,no,3,none,5,2,2342.59,,yes
37,no,travel_rarely,1409.78,,4,medical,1,815,1.0,male,,3,3,research_director,3,nan,11386.67,29605.33,4,,13,1,0,3,5,0,2,1986,none,,full_time,,4,11386.67,136640.0,yes
46,no,travel_rarely,518.04,,2,medical,1,816,,male,,3,2,human_resources,2,divorced,4184.17,10878.83,8,,22,4,1,2,4,0,2,1977,yes,4,part_time,,3,4184.17,50210.0,yes
34,no,travel_rarely,556.26,1.0,2,medical,1,817,1.0,male,69.53,3,2,manufacturing_director,2,married,4492.84,11681.39,1,,15,3,0,2,5,1,3,1989,no,3,part_time,,3,4492.84,53914.11,yes
51,no,travel_rarely,290.04,9.0,4,nan,1,818,4.0,male,,3,1,laboratory_technician,4,nan,,6090.75,3,,23,2,2,4,4,0,3,1972,none,4,part_time,10,3,,28111.13,yes
24,no,travel_rarely,556.26,3.0,2,other,1,819,1.0,female,,3,2,sales_executive,3,married,4492.84,11681.39,0,,21,1,1,2,3,0,2,1999,no,4,part_time,4,2,4492.84,53914.11,yes
44,no,nan,556.26,23.0,3,nan,1,820,2.0,male,69.53,3,2,laboratory_technician,2,married,4492.84,11681.39,4,,12,3,1,3,3,1,2,1979,none,3,part_time,,4,4492.84,53914.11,yes
37,yes,travel_rarely,290.04,6.0,4,human_resources,1,821,3.0,male,,3,1,human_resources,1,divorced,2342.59,6090.75,4,,22,4,0,3,3,0,2,1986,none,4,none,,3,2342.59,28111.13,yes
59,no,non_travel,1944.22,2.0,4,human_resources,1,822,3.0,female,243.03,2,5,manager,4,nan,,40828.67,9,,21,4,1,3,3,2,2,1964,no,4,full_time,,3,,188440.0,no
25,no,nan,290.04,7.0,1,nan,1,823,4.0,male,,2,1,research_scientist,4,married,2342.59,6090.75,1,,11,3,2,2,2,2,1,1998,no,3,part_time,,,2342.59,28111.13,yes
43,no,nan,488.94,,3,medical,1,824,2.0,female,,4,1,research_scientist,3,single,3949.17,10267.83,4,,12,4,0,2,3,1,2,1980,none,3,none,,3,3949.17,,yes
50,no,travel_frequently,1032.49,12.0,3,nan,1,825,3.0,female,,3,3,sales_executive,4,single,8339.32,21682.23,4,,11,4,0,3,2,2,1,1973,no,3,part_time,16,,8339.32,100071.84,no
31,yes,travel_rarely,556.26,20.0,3,nan,1,826,2.0,female,,1,2,sales_executive,3,nan,4492.84,11681.39,3,,11,3,1,2,2,2,2,1992,yes,3,part_time,4,3,4492.84,53914.11,yes
36,no,nan,556.26,6.0,2,medical,1,827,2.0,male,,3,2,manufacturing_director,2,divorced,,11681.39,6,,20,4,2,0,3,0,1,1987,no,4,part_time,7,3,,53914.11,no
51,yes,travel_frequently,1098.81,,4,nan,1,828,1.0,male,,1,3,manufacturing_director,4,nan,,23075.0,2,,15,4,0,2,4,0,3,1972,none,3,full_time,18,3,,106500.0,no
25,no,nan,556.26,28.0,3,life_sciences,1,829,1.0,male,,2,2,sales_executive,3,nan,,11681.39,2,,18,4,0,3,2,2,2,1998,none,3,part_time,,3,,53914.11,no
38,no,travel_rarely,445.4,3.0,5,technical_degree,1,830,4.0,female,,3,2,research_scientist,3,nan,3597.5,9353.5,3,,20,2,0,2,3,2,2,1985,yes,4,none,19,,3597.5,43170.0,no
30,no,travel_rarely,290.04,5.0,3,technical_degree,1,831,4.0,female,,3,1,research_scientist,1,divorced,2342.59,6090.75,5,,14,4,1,3,3,2,2,1993,no,,part_time,8,3,2342.59,28111.13,yes
22,no,nan,290.04,,1,medical,1,832,,male,,3,1,research_scientist,4,married,2342.59,6090.75,1,,24,1,2,6,2,2,2,2001,no,4,none,2,3,2342.59,,yes
27,no,non_travel,208.83,9.0,3,medical,1,833,4.0,male,26.1,3,1,research_scientist,2,nan,1686.67,4385.33,6,,18,4,1,1,2,2,2,1996,none,3,part_time,,1,1686.67,20240.0,yes
28,no,nan,290.04,21.0,3,medical,1,834,3.0,male,,3,1,research_scientist,4,married,2342.59,6090.75,1,,11,3,1,2,5,0,2,1995,no,3,part_time,5,1,2342.59,28111.13,yes
27,no,nan,315.51,17.0,3,nan,1,835,3.0,male,,3,1,research_scientist,2,nan,,6625.67,0,,16,4,1,3,5,1,1,1996,none,3,full_time,6,2,,30580.0,yes
56,no,travel_rarely,290.04,8.0,3,life_sciences,1,836,3.0,female,36.25,3,1,research_scientist,1,divorced,2342.59,6090.75,4,,18,3,1,3,2,2,2,1967,none,3,part_time,,,2342.59,28111.13,yes
38,no,travel_rarely,290.04,9.0,2,nan,1,837,3.0,female,,3,1,laboratory_technician,4,single,,6090.75,1,,12,3,0,3,2,2,1,1985,none,,part_time,,,,28111.13,yes
31,no,travel_rarely,405.37,12.0,1,medical,1,838,3.0,female,,3,1,research_scientist,4,nan,3274.17,8512.83,8,,23,3,1,0,4,0,2,1992,none,4,full_time,7,3,3274.17,39290.0,yes
34,no,travel_rarely,290.04,27.0,2,medical,1,839,4.0,female,,3,1,research_scientist,2,nan,2342.59,6090.75,2,,15,4,0,3,3,1,2,1989,no,3,none,9,3,2342.59,,yes
50,no,nan,290.04,1.0,3,nan,1,840,3.0,male,,2,1,laboratory_technician,3,nan,2342.59,6090.75,2,,15,4,1,2,3,0,2,1973,none,3,part_time,,2,2342.59,28111.13,no
53,no,nan,556.26,13.0,2,nan,1,841,4.0,female,,4,2,manufacturing_director,1,divorced,4492.84,11681.39,1,,11,3,2,3,4,1,3,1970,no,3,none,5,3,4492.84,,no
35,no,travel_frequently,456.55,,3,medical,1,842,2.0,female,,3,2,laboratory_technician,2,single,3687.5,9587.5,5,,11,4,0,5,6,1,2,1988,none,3,part_time,,3,3687.5,44250.0,yes
27,no,travel_frequently,556.26,1.0,1,nan,1,843,3.0,male,,2,2,manufacturing_director,1,married,4492.84,11681.39,5,,19,3,1,1,2,2,0,1996,none,3,part_time,,3,4492.84,53914.11,no
40,no,nan,556.26,,2,nan,1,844,3.0,male,69.53,3,2,laboratory_technician,4,married,4492.84,11681.39,8,,15,3,1,2,7,3,7,1983,none,3,part_time,,4,4492.84,53914.11,yes
22,no,nan,240.19,,3,life_sciences,1,845,,male,,4,1,research_scientist,2,nan,1940.0,5044.0,1,,16,1,1,2,4,2,2,2001,none,3,part_time,4,2,1940.0,23280.0,no
40,no,nan,556.26,,5,life_sciences,1,846,4.0,male,69.53,2,2,healthcare_representative,4,nan,4492.84,11681.39,9,,14,4,1,5,3,0,2,1983,no,3,part_time,5,1,4492.84,53914.11,yes
46,no,nan,1032.49,1.0,4,nan,1,847,4.0,male,,3,3,healthcare_representative,1,nan,8339.32,21682.23,7,,16,3,1,3,4,0,3,1977,no,3,none,17,3,8339.32,,yes
30,yes,nan,274.13,3.0,3,technical_degree,1,848,4.0,female,,3,1,research_scientist,1,nan,2214.17,5756.83,5,,11,3,0,5,5,0,4,1993,yes,3,none,8,3,2214.17,,yes
29,yes,nan,290.04,1.0,3,nan,1,849,3.0,male,,3,1,research_scientist,3,single,2342.59,6090.75,0,,14,4,0,1,6,1,5,1994,none,3,part_time,,2,2342.59,28111.13,no
54,no,nan,612.86,3.0,3,nan,1,850,4.0,female,76.61,3,2,sales_executive,1,married,,12870.0,2,,14,4,1,4,6,0,5,1969,none,3,full_time,16,3,,59400.0,no
33,no,travel_rarely,270.52,4.0,4,nan,1,851,3.0,female,33.82,2,1,research_scientist,2,married,2185.0,5681.0,6,,21,4,0,3,3,1,1,1990,none,4,part_time,,3,2185.0,26220.0,yes
52,no,travel_rarely,331.4,2.0,3,nan,1,852,3.0,female,41.42,2,1,laboratory_technician,4,single,2676.67,6959.33,7,,15,2,0,3,2,2,2,1971,none,3,full_time,,2,2676.67,32120.0,yes
59,no,travel_rarely,290.04,6.0,2,medical,1,853,2.0,male,,3,1,human_resources,3,married,2342.59,6090.75,8,,17,4,0,2,2,2,2,1964,none,3,part_time,,2,2342.59,28111.13,no
32,yes,nan,290.04,1.0,3,nan,1,854,4.0,male,,2,1,laboratory_technician,3,single,2342.59,6090.75,0,,14,4,0,2,3,1,2,1991,none,3,none,4,1,2342.59,,yes
39,no,nan,290.04,,4,medical,1,855,,female,36.25,3,1,laboratory_technician,3,divorced,2342.59,6090.75,7,,14,3,3,1,3,1,2,1984,no,3,part_time,7,3,2342.59,28111.13,no
32,no,non_travel,556.26,26.0,4,marketing,1,856,3.0,male,69.53,3,2,sales_executive,4,nan,4492.84,11681.39,0,,18,1,0,2,3,2,2,1991,no,3,part_time,4,3,4492.84,53914.11,yes
31,no,nan,1032.49,3.0,4,medical,1,857,2.0,male,,3,3,research_director,3,divorced,8339.32,21682.23,9,,12,1,1,3,2,2,2,1992,no,3,part_time,,3,8339.32,100071.84,yes
33,no,travel_rarely,300.34,5.0,4,life_sciences,1,858,3.0,female,,2,1,research_scientist,4,married,2425.83,6307.17,1,,13,3,1,2,2,0,2,1990,none,3,full_time,2,2,2425.83,29110.0,yes
45,no,nan,556.26,,4,life_sciences,1,859,1.0,male,,4,2,manufacturing_director,3,nan,4492.84,11681.39,4,,17,4,1,1,3,0,2,1978,none,3,none,9,3,4492.84,,yes
42,no,nan,556.26,17.0,2,nan,1,860,4.0,female,69.53,4,2,research_scientist,1,single,,11681.39,3,,13,3,0,1,3,0,2,1981,yes,3,part_time,,3,,53914.11,yes
29,no,nan,715.1,,2,marketing,1,861,4.0,male,89.39,3,2,sales_executive,4,divorced,,15017.17,2,,14,4,1,2,3,0,2,1994,no,3,full_time,,3,,69310.0,no
25,no,travel_rarely,556.26,1.0,3,nan,1,862,1.0,female,,3,2,manufacturing_director,3,married,4492.84,11681.39,0,,12,4,2,3,4,1,2,1998,no,3,none,5,3,4492.84,53914.11,no
32,no,nan,224.51,2.0,1,nan,1,863,4.0,male,,2,2,laboratory_technician,1,nan,1813.33,4714.67,4,,13,4,0,5,6,0,4,1991,no,3,part_time,9,3,1813.33,21760.0,no
28,no,travel_rarely,290.04,9.0,3,nan,1,864,4.0,male,,3,1,research_scientist,4,married,,6090.75,1,,23,4,1,3,5,0,4,1995,no,4,none,,,,28111.13,yes
21,no,travel_rarely,333.25,3.0,2,nan,1,865,4.0,male,,2,1,research_scientist,3,single,,6998.33,1,,17,1,0,4,3,1,0,2002,no,3,full_time,,4,,32300.0,no
37,no,non_travel,1032.49,1.0,4,medical,1,866,1.0,female,129.06,3,3,research_director,4,divorced,8339.32,21682.23,2,,18,1,2,2,5,0,2,1986,yes,3,part_time,,3,8339.32,100071.84,no
38,no,travel_rarely,556.26,23.0,4,life_sciences,1,867,4.0,male,,3,2,healthcare_representative,4,nan,4492.84,11681.39,9,,14,2,1,2,2,1,2,1985,none,3,part_time,,3,4492.84,53914.11,no
26,yes,travel_rarely,290.04,16.0,4,medical,1,868,1.0,male,,3,1,laboratory_technician,2,divorced,2342.59,6090.75,2,,13,4,1,2,3,0,2,1997,yes,3,part_time,,3,2342.59,28111.13,no
49,no,nan,1925.75,10.0,4,life_sciences,1,869,3.0,female,240.72,3,5,research_director,1,single,15554.17,40440.83,9,,11,4,0,4,3,1,2,1974,yes,3,full_time,,3,15554.17,186650.0,yes
31,no,travel_frequently,287.75,5.0,3,nan,1,870,4.0,female,,3,1,sales_representative,2,divorced,,6042.83,1,,11,3,1,5,2,2,2,1992,none,3,part_time,2,2,,27890.0,yes
37,no,travel_frequently,290.04,9.0,3,medical,1,871,2.0,male,,3,1,research_scientist,4,married,2342.59,6090.75,1,,12,3,3,3,4,1,2,1986,none,3,part_time,,2,2342.59,28111.13,no
31,no,travel_rarely,290.04,,4,nan,1,872,,male,,3,1,research_scientist,4,married,2342.59,6090.75,0,,12,3,1,4,5,0,3,1992,none,3,part_time,,3,2342.59,28111.13,yes
31,no,travel_rarely,661.35,2.0,3,human_resources,1,873,1.0,male,82.67,2,2,human_resources,1,nan,5341.67,13888.33,3,,12,4,0,1,2,1,0,1992,no,3,full_time,,3,5341.67,64100.0,no
31,no,nan,290.04,2.0,4,nan,1,874,3.0,male,36.25,3,1,research_scientist,4,nan,2342.59,6090.75,0,,18,2,1,2,2,2,2,1992,none,3,part_time,3,1,2342.59,28111.13,yes
52,yes,nan,509.79,,4,medical,1,875,,male,,2,2,research_scientist,2,nan,4117.5,10705.5,2,,15,1,0,3,8,7,7,1971,no,,part_time,11,2,4117.5,49410.0,no
28,yes,nan,290.04,2.0,4,medical,1,876,1.0,male,,1,1,research_scientist,4,married,2342.59,6090.75,5,,13,4,0,4,3,2,2,1995,yes,3,none,,2,2342.59,,yes
47,no,travel_rarely,1973.98,5.0,5,nan,1,877,4.0,male,246.75,3,5,research_director,3,married,,41453.67,4,,11,2,1,2,3,1,1,1976,none,3,full_time,21,3,,191324.62,no
29,no,nan,410.94,9.0,5,other,1,878,2.0,male,,2,1,laboratory_technician,4,nan,3319.17,8629.83,0,,17,3,0,2,3,2,2,1994,no,3,full_time,4,,3319.17,39830.0,yes
37,no,nan,654.85,5.0,2,medical,1,879,4.0,male,,3,2,manufacturing_director,4,nan,5289.17,13751.83,7,,16,3,2,2,6,0,4,1986,no,3,none,8,2,5289.17,,yes
23,no,nan,299.62,26.0,1,nan,1,880,3.0,male,,3,1,research_scientist,4,nan,2420.0,6292.0,1,,12,3,2,2,4,0,2,2000,none,3,full_time,,2,2420.0,29040.0,no
42,no,travel_rarely,278.16,2.0,1,nan,1,881,3.0,male,,3,1,human_resources,3,divorced,2246.67,5841.33,0,,11,3,1,5,3,1,0,1981,yes,3,none,4,3,2246.67,,no
30,no,nan,556.26,25.0,2,nan,1,882,4.0,female,,3,2,sales_executive,3,nan,4492.84,11681.39,7,,12,2,1,2,2,2,2,1993,none,3,none,4,4,4492.84,,no
21,yes,nan,224.3,,1,nan,1,883,1.0,female,28.04,2,1,sales_representative,2,single,,4710.33,1,,11,3,0,3,3,1,2,2002,none,3,part_time,3,3,,21740.0,yes
57,no,travel_rarely,696.94,1.0,4,medical,1,884,4.0,male,,3,2,healthcare_representative,3,nan,5629.17,14635.83,2,,11,3,0,2,3,1,2,1966,no,3,none,,3,5629.17,,yes
21,no,nan,290.04,9.0,2,nan,1,885,1.0,male,,3,1,sales_representative,4,single,2342.59,6090.75,1,,24,3,0,3,3,2,2,2002,none,4,none,3,2,2342.59,28111.13,yes
31,no,travel_rarely,274.13,9.0,4,life_sciences,1,886,3.0,male,34.27,2,1,research_scientist,2,nan,2214.17,5756.83,0,,16,4,0,5,2,2,2,1992,none,3,part_time,3,3,2214.17,26570.0,yes
29,no,nan,290.04,,3,nan,1,887,,male,36.25,3,1,research_scientist,4,nan,2342.59,6090.75,9,,16,4,0,4,3,1,2,1994,no,,part_time,6,3,2342.59,28111.13,no
27,no,travel_rarely,290.04,1.0,2,nan,1,888,4.0,male,,3,1,laboratory_technician,2,nan,2342.59,6090.75,1,,11,2,1,2,5,0,4,1996,no,3,part_time,5,3,2342.59,28111.13,yes
49,no,travel_rarely,1131.31,7.0,3,other,1,889,2.0,male,141.41,2,3,healthcare_representative,3,single,9137.5,23757.5,8,,24,3,0,2,5,0,0,1974,no,4,full_time,,3,9137.5,109650.0,yes
36,no,travel_rarely,262.37,2.0,3,nan,1,890,4.0,female,32.8,3,1,research_scientist,3,married,,5509.83,4,,13,2,1,3,2,2,2,1987,no,3,part_time,,3,,25430.0,yes
34,yes,non_travel,547.24,19.0,3,marketing,1,891,1.0,male,68.4,4,2,sales_executive,4,nan,4420.0,11492.0,8,,13,2,0,3,5,0,4,1989,yes,3,part_time,,2,4420.0,53040.0,yes
24,no,nan,556.26,10.0,4,marketing,1,892,4.0,female,,3,2,sales_executive,3,divorced,4492.84,11681.39,1,,12,4,1,2,5,0,3,1999,yes,3,part_time,,4,4492.84,53914.11,yes
42,no,nan,290.04,1.0,4,nan,1,893,2.0,female,,3,1,laboratory_technician,1,nan,,6090.75,3,,16,2,1,5,5,1,2,1981,no,3,part_time,8,3,,28111.13,yes
54,no,nan,2002.21,5.0,2,medical,1,894,1.0,male,,3,5,research_director,1,married,16171.67,42046.33,4,,11,3,1,4,4,1,2,1969,none,3,full_time,24,2,16171.67,194060.0,no
34,no,nan,674.56,4.0,4,nan,1,895,3.0,female,84.32,3,2,sales_executive,3,married,5448.33,14165.67,9,,15,1,1,3,3,1,2,1989,no,3,full_time,,3,5448.33,65380.0,yes
43,no,nan,232.97,21.0,3,nan,1,896,4.0,male,,3,1,laboratory_technician,4,nan,1881.67,4892.33,7,,20,1,1,1,3,1,2,1980,none,4,none,,3,1881.67,,yes
43,no,travel_rarely,556.26,8.0,4,other,1,897,3.0,female,,3,2,healthcare_representative,3,nan,4492.84,11681.39,4,,14,4,0,3,5,0,2,1980,yes,3,part_time,,3,4492.84,53914.11,yes
31,no,travel_rarely,228.84,1.0,2,nan,1,898,4.0,male,,2,1,laboratory_technician,1,married,,4805.67,1,,12,3,1,3,4,3,2,1992,no,3,part_time,4,,,22180.0,no
25,yes,travel_rarely,290.04,3.0,3,medical,1,899,1.0,male,,3,1,laboratory_technician,1,married,2342.59,6090.75,5,,13,3,1,5,2,0,2,1998,no,3,part_time,6,,2342.59,28111.13,yes
45,no,nan,273.83,10.0,2,life_sciences,1,900,1.0,male,,3,1,research_scientist,4,married,2211.67,5750.33,3,,21,4,2,3,2,0,2,1978,no,,part_time,8,2,2211.67,26540.0,yes
52,no,travel_rarely,1582.77,4.0,2,life_sciences,1,901,4.0,female,,3,4,manager,4,married,12783.92,33238.2,2,,13,4,0,2,5,1,4,1971,no,3,full_time,31,1,12783.92,153407.07,no
34,yes,travel_frequently,290.04,6.0,2,nan,1,902,4.0,female,,1,1,sales_representative,3,nan,,6090.75,0,,16,4,1,3,2,1,0,1989,no,3,part_time,3,2,,28111.13,yes
26,no,travel_rarely,290.04,23.0,3,life_sciences,1,903,1.0,female,,3,1,research_scientist,4,divorced,2342.59,6090.75,1,,22,2,2,3,3,0,2,1997,no,4,part_time,,1,2342.59,28111.13,yes
